代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000036,华联控股,5.18,2.57,流入,2509.72,11.53,2221.18,10.2,288.54,1.33,315.75,1.45,-2825.47,-12.98,2026-04-24T15:02:24+08:00,2026-04-24T15:03:03+08:00
000037,深南电A,10.78,-6.91,流出,-3125.94,-7.01,-225.42,-0.51,-2900.52,-6.5,-1754.98,-3.94,4880.91,10.95,2026-04-24T15:02:21+08:00,2026-04-24T15:03:03+08:00
000039,中集集团,11.11,-2.03,流出,-10892.22,-20.26,-1636.7,-3.04,-9255.52,-17.22,-1336.38,-2.49,12228.61,22.75,2026-04-24T15:02:27+08:00,2026-04-24T15:03:03+08:00
000042,中洲控股,8.92,-1.44,流入,269.19,8.27,-102.81,-3.16,372.0,11.43,-1.65,-0.05,-267.54,-8.22,2026-04-24T15:02:30+08:00,2026-04-24T15:03:03+08:00
000045,深纺织Ａ,11.88,0.51,流入,1040.36,12.64,311.56,3.79,728.8,8.85,-549.54,-6.68,-490.82,-5.96,2026-04-24T15:02:24+08:00,2026-04-24T15:03:03+08:00
000048,京基智农,14.24,-2.13,流出,-3025.67,-17.48,-451.26,-2.61,-2574.41,-14.87,-768.69,-4.44,3794.35,21.92,2026-04-24T15:02:27+08:00,2026-04-24T15:03:03+08:00
000049,德赛电池,28.92,0.52,流入,4046.84,5.67,-875.72,-1.23,4922.56,6.89,4370.63,6.12,-8417.47,-11.79,2026-04-24T15:02:30+08:00,2026-04-24T15:03:03+08:00
000050,深天马Ａ,8.18,-1.68,流出,-1933.71,-12.72,-1412.97,-9.29,-520.74,-3.42,388.18,2.55,1545.53,10.16,2026-04-24T15:02:24+08:00,2026-04-24T15:03:03+08:00
000055,方大集团,3.44,1.47,流出,-357.51,-9.47,125.34,3.32,-482.85,-12.8,98.87,2.62,258.64,6.85,2026-04-24T15:02:24+08:00,2026-04-24T15:03:03+08:00
000056,皇庭国际,,,,,,,,,,,,,,2026-04-24T15:02:30+08:00,2026-04-24T15:03:03+08:00
000058,深 赛 格,8.01,-0.74,流入,141.0,2.74,-46.67,-0.91,187.67,3.65,110.99,2.16,-251.99,-4.9,2026-04-24T15:02:27+08:00,2026-04-24T15:03:03+08:00
000059,华锦股份,5.44,2.84,流入,2842.46,15.79,763.87,4.24,2078.59,11.55,-1566.32,-8.7,-1276.14,-7.09,2026-04-24T15:02:33+08:00,2026-04-24T15:03:03+08:00
000060,中金岭南,6.49,0.0,流出,-587.43,-1.01,1975.92,3.39,-2563.36,-4.39,98.66,0.17,488.77,0.84,2026-04-24T15:02:33+08:00,2026-04-24T15:03:03+08:00
000061,农 产 品,7.43,-1.2,流出,-226.49,-3.33,36.96,0.54,-263.45,-3.88,297.76,4.38,-71.26,-1.05,2026-04-24T15:02:36+08:00,2026-04-24T15:03:03+08:00
000062,深圳华强,34.34,9.99,流入,80350.31,21.53,83123.42,22.28,-2773.11,-0.74,-38925.39,-10.43,-41424.92,-11.1,2026-04-24T15:02:30+08:00,2026-04-24T15:03:03+08:00
000063,中兴通讯,36.38,-1.28,流出,-27887.94,-7.41,-28665.52,-7.62,777.58,0.21,17822.15,4.74,10065.8,2.67,2026-04-24T15:02:33+08:00,2026-04-24T15:03:03+08:00
000065,北方国际,13.57,-0.29,流出,-2413.66,-6.75,-1207.07,-3.38,-1206.6,-3.38,1260.53,3.53,1153.14,3.23,2026-04-24T15:02:39+08:00,2026-04-24T15:03:03+08:00
000066,中国长城,16.45,1.61,流入,28982.28,5.73,34343.26,6.79,-5360.98,-1.06,-17756.97,-3.51,-11225.31,-2.22,2026-04-24T15:02:42+08:00,2026-04-24T15:03:03+08:00
000068,华控赛格,3.23,1.25,流入,360.55,9.24,147.15,3.77,213.4,5.47,-197.9,-5.07,-162.66,-4.17,2026-04-24T15:02:45+08:00,2026-04-24T15:03:03+08:00
000069,华侨城Ａ,2.16,-0.46,流入,211.53,4.24,11.53,0.23,200.0,4.01,-148.14,-2.97,-63.39,-1.27,2026-04-24T15:02:33+08:00,2026-04-24T15:03:03+08:00
000070,特发信息,19.97,-4.86,流出,-10396.33,-4.75,-6964.82,-3.18,-3431.51,-1.57,-6262.49,-2.86,16658.82,7.62,2026-04-24T15:02:36+08:00,2026-04-24T15:03:03+08:00
000078,海王生物,3.35,0.6,流出,-1845.74,-5.25,1657.98,4.72,-3503.71,-9.96,-443.53,-1.26,2289.26,6.51,2026-04-24T15:02:48+08:00,2026-04-24T15:03:03+08:00
000088,盐 田 港,4.47,-0.67,流出,-518.56,-5.0,-807.53,-7.78,288.98,2.78,1279.46,12.33,-760.9,-7.33,2026-04-24T15:02:36+08:00,2026-04-24T15:03:03+08:00
000089,深圳机场,7.01,1.89,流出,-553.0,-4.2,623.11,4.74,-1176.11,-8.94,-198.51,-1.51,751.51,5.71,2026-04-24T15:02:39+08:00,2026-04-24T15:03:03+08:00
000090,天健集团,3.52,-1.95,流出,-384.07,-4.73,-392.88,-4.84,8.81,0.11,914.5,11.26,-530.42,-6.53,2026-04-24T15:02:51+08:00,2026-04-24T15:03:03+08:00
000096,广聚能源,9.59,-2.04,流出,-1337.81,-19.79,-407.95,-6.03,-929.87,-13.75,673.42,9.96,664.39,9.83,2026-04-24T15:02:27+08:00,2026-04-24T15:03:03+08:00
000099,中信海直,17.69,-1.5,流出,-1239.42,-10.82,-216.89,-1.89,-1022.54,-8.93,-411.59,-3.59,1651.02,14.41,2026-04-24T15:02:39+08:00,2026-04-24T15:03:03+08:00
000100,TCL科技,4.23,-0.7,流出,-4633.79,-3.86,6.43,0.01,-4640.21,-3.87,-596.83,-0.5,5230.62,4.36,2026-04-24T15:02:42+08:00,2026-04-24T15:03:03+08:00
000151,中成股份,11.0,4.07,流入,1029.52,5.73,456.5,2.54,573.02,3.19,1274.17,7.1,-2303.69,-12.83,2026-04-24T15:02:42+08:00,2026-04-24T15:03:03+08:00
000153,丰原药业,6.32,0.0,流出,-319.5,-5.21,-128.07,-2.09,-191.42,-3.12,79.92,1.3,239.57,3.91,2026-04-24T15:02:45+08:00,2026-04-24T15:03:03+08:00
000155,川能动力,17.65,5.5,流入,27257.69,12.23,12027.33,5.4,15230.35,6.83,-4645.32,-2.08,-22612.37,-10.15,2026-04-24T15:02:45+08:00,2026-04-24T15:03:03+08:00
000156,华数传媒,7.42,-1.46,流入,320.46,3.65,253.95,2.89,66.51,0.76,-274.12,-3.12,-46.34,-0.53,2026-04-24T15:02:48+08:00,2026-04-24T15:03:03+08:00
000157,中联重科,7.99,-0.13,流入,1758.82,4.11,1043.52,2.44,715.3,1.67,-743.2,-1.74,-1015.62,-2.38,2026-04-24T15:02:30+08:00,2026-04-24T15:03:03+08:00
000158,常山北明,18.84,2.45,流入,3098.03,2.23,5364.82,3.86,-2266.79,-1.63,375.85,0.27,-3473.88,-2.5,2026-04-24T15:02:36+08:00,2026-04-24T15:03:03+08:00
000159,国际实业,6.69,-0.15,流入,973.64,6.69,-45.17,-0.31,1018.8,7.0,-562.84,-3.87,-410.79,-2.82,2026-04-24T15:02:39+08:00,2026-04-24T15:03:03+08:00
000166,申万宏源,4.63,-0.43,流入,116.91,0.43,1967.68,7.28,-1850.77,-6.85,527.76,1.95,-644.67,-2.38,2026-04-24T15:02:51+08:00,2026-04-24T15:03:03+08:00
000301,东方盛虹,12.45,-0.16,流出,-2172.42,-8.73,-1144.26,-4.6,-1028.16,-4.13,444.31,1.79,1728.11,6.95,2026-04-24T15:02:54+08:00,2026-04-24T15:03:03+08:00
000333,美的集团,79.66,-0.24,流入,11992.24,6.89,-7755.35,-4.46,19747.59,11.35,1121.16,0.64,-13113.4,-7.53,2026-04-24T15:02:42+08:00,2026-04-24T15:03:03+08:00
000338,潍柴动力,29.59,0.34,流出,-21858.48,-7.08,-2586.88,-0.84,-19271.6,-6.25,26479.48,8.58,-4621.0,-1.5,2026-04-24T15:02:54+08:00,2026-04-24T15:03:03+08:00
000400,许继电气,25.8,-1.34,流出,-3286.01,-6.37,-2210.24,-4.29,-1075.77,-2.09,566.48,1.1,2719.52,5.28,2026-04-24T15:02:48+08:00,2026-04-24T15:03:03+08:00
000401,金隅冀东,4.64,-1.07,流入,142.11,3.57,151.17,3.79,-9.06,-0.23,346.26,8.69,-488.37,-12.26,2026-04-24T15:02:57+08:00,2026-04-24T15:03:03+08:00
000402,金 融 街,2.65,-1.12,流入,32.4,0.44,187.42,2.56,-155.02,-2.12,-209.05,-2.86,176.65,2.41,2026-04-24T15:02:33+08:00,2026-04-24T15:03:03+08:00
000403,派林生物,12.55,-1.03,流出,-1079.88,-17.32,-28.74,-0.46,-1051.14,-16.86,124.97,2.0,954.9,15.32,2026-04-24T15:02:45+08:00,2026-04-24T15:03:03+08:00
000404,长虹华意,8.97,3.82,流入,262.33,0.46,-824.22,-1.44,1086.55,1.9,190.75,0.33,-453.09,-0.79,2026-04-24T15:02:48+08:00,2026-04-24T15:03:03+08:00
000407,胜利股份,4.69,-1.05,流出,-511.34,-5.75,-544.32,-6.12,32.99,0.37,272.38,3.06,238.95,2.69,2026-04-24T15:02:36+08:00,2026-04-24T15:03:03+08:00
000408,藏格矿业,90.25,3.39,流入,12345.6,9.1,7810.93,5.75,4534.66,3.34,-5866.29,-4.32,-6479.3,-4.77,2026-04-24T15:02:57+08:00,2026-04-24T15:03:03+08:00
000409,云鼎科技,10.34,1.67,流入,292.48,2.9,-69.22,-0.69,361.7,3.58,231.08,2.29,-523.56,-5.19,2026-04-24T15:02:51+08:00,2026-04-24T15:03:03+08:00
000410,沈阳机床,6.2,-7.19,流出,-1291.44,-2.64,-2088.83,-4.27,797.4,1.63,4085.99,8.35,-2794.56,-5.71,2026-04-24T15:02:51+08:00,2026-04-24T15:03:03+08:00
000411,英特集团,11.0,-1.43,流出,-226.77,-3.3,19.06,0.28,-245.83,-3.58,465.93,6.79,-239.16,-3.48,2026-04-24T15:02:39+08:00,2026-04-24T15:03:03+08:00
000415,渤海租赁,4.56,0.0,流入,143.29,0.48,145.09,0.48,-1.8,-0.01,-1899.58,-6.34,1756.29,5.87,2026-04-24T15:03:00+08:00,2026-04-24T15:03:03+08:00
000417,合百集团,6.31,-1.25,流出,-663.14,-10.17,46.47,0.71,-709.61,-10.88,-43.09,-0.66,706.23,10.83,2026-04-24T15:02:42+08:00,2026-04-24T15:03:03+08:00
000419,通程控股,5.64,0.89,流入,610.01,13.39,79.7,1.75,530.31,11.64,-340.39,-7.47,-269.62,-5.92,2026-04-24T15:02:54+08:00,2026-04-24T15:03:03+08:00
000420,吉林化纤,5.13,-2.47,流出,-12386.36,-18.02,-3069.95,-4.47,-9316.4,-13.55,-1637.98,-2.38,14024.34,20.4,2026-04-24T15:03:03+08:00,2026-04-24T15:03:03+08:00
000421,南京公用,5.96,-0.5,流出,-486.41,-10.26,-308.02,-6.5,-178.39,-3.76,444.51,9.38,41.9,0.88,2026-04-24T15:02:06+08:00,2026-04-24T15:03:03+08:00
000422,湖北宜化,16.51,1.41,流入,2456.1,2.84,-2846.15,-3.3,5302.25,6.14,2400.83,2.78,-4856.93,-5.63,2026-04-24T15:03:00+08:00,2026-04-24T15:03:03+08:00
000423,东阿阿胶,52.0,-0.4,流入,2427.97,7.68,1888.67,5.97,539.3,1.71,2825.57,8.94,-5253.54,-16.62,2026-04-24T15:02:54+08:00,2026-04-24T15:03:07+08:00
000425,徐工机械,9.76,-0.41,流入,122.83,0.21,-2303.2,-3.9,2426.03,4.11,-2968.48,-5.03,2845.65,4.82,2026-04-24T15:02:45+08:00,2026-04-24T15:03:07+08:00
000426,兴业银锡,40.54,-1.36,流出,-23265.32,-11.44,-13224.5,-6.5,-10040.82,-4.94,6939.53,3.41,16325.79,8.03,2026-04-24T15:02:57+08:00,2026-04-24T15:03:07+08:00
000428,华天酒店,3.8,0.8,流入,520.36,9.9,-214.08,-4.07,734.44,13.97,-167.99,-3.2,-352.37,-6.7,2026-04-24T15:03:00+08:00,2026-04-24T15:03:07+08:00
000429,粤高速Ａ,12.83,0.47,流入,387.36,6.56,772.38,13.07,-385.01,-6.52,-435.44,-7.37,48.08,0.81,2026-04-24T15:02:48+08:00,2026-04-24T15:03:07+08:00
000498,山东路桥,5.73,-0.52,流入,453.18,6.71,-152.52,-2.26,605.7,8.96,213.01,3.15,-666.19,-9.86,2026-04-24T15:03:03+08:00,2026-04-24T15:03:07+08:00
000501,武商集团,8.23,-0.36,流入,493.85,8.87,418.09,7.51,75.76,1.36,-432.35,-7.77,-61.5,-1.1,2026-04-24T15:03:03+08:00,2026-04-24T15:03:07+08:00
000503,国新健康,7.35,-2.91,流入,216.0,1.64,528.58,4.01,-312.59,-2.37,333.68,2.53,-549.67,-4.17,2026-04-24T15:03:06+08:00,2026-04-24T15:03:07+08:00
000505,京粮控股,6.45,-0.46,流出,-387.96,-7.59,-254.18,-4.97,-133.79,-2.62,249.41,4.88,138.55,2.71,2026-04-24T15:02:57+08:00,2026-04-24T15:03:07+08:00
000506,招金黄金,16.12,-2.18,流出,-1965.57,-5.13,449.47,1.17,-2415.05,-6.31,-2014.75,-5.26,3980.32,10.4,2026-04-24T15:03:00+08:00,2026-04-24T15:03:07+08:00
000507,珠海港,5.18,-1.89,流出,-2009.85,-22.51,-1539.54,-17.24,-470.3,-5.27,713.42,7.99,1296.43,14.52,2026-04-24T15:02:09+08:00,2026-04-24T15:03:07+08:00
000509,华塑控股,3.49,-0.57,流出,-513.81,-8.76,-208.77,-3.56,-305.05,-5.2,-145.66,-2.48,659.48,11.24,2026-04-24T15:02:09+08:00,2026-04-24T15:03:07+08:00
000510,新金路,13.75,0.95,流入,830.98,1.34,2235.88,3.6,-1404.9,-2.26,-2148.97,-3.46,1317.99,2.12,2026-04-24T15:02:12+08:00,2026-04-24T15:03:07+08:00
000513,丽珠集团,32.8,-2.26,流出,-979.77,-3.12,-1397.79,-4.45,418.02,1.33,3555.14,11.31,-2575.37,-8.19,2026-04-24T15:02:12+08:00,2026-04-24T15:03:07+08:00
000514,渝 开 发,4.72,0.0,流入,322.72,8.7,265.91,7.17,56.81,1.53,-150.67,-4.06,-172.05,-4.64,2026-04-24T15:02:09+08:00,2026-04-24T15:03:07+08:00
000516,国际医学,4.68,2.18,流入,1302.87,6.13,1411.2,6.64,-108.33,-0.51,-476.63,-2.24,-826.24,-3.89,2026-04-24T15:02:15+08:00,2026-04-24T15:03:07+08:00
000517,荣安地产,1.84,-1.6,流出,-55.03,-2.09,0.0,0.0,-55.03,-2.09,186.14,7.08,-131.12,-4.99,2026-04-24T15:02:15+08:00,2026-04-24T15:03:07+08:00
000519,中兵红箭,17.45,-1.13,流出,-3056.73,-8.54,-1233.64,-3.45,-1823.09,-5.09,-556.35,-1.55,3613.08,10.1,2026-04-24T15:02:12+08:00,2026-04-24T15:03:07+08:00
000520,凤凰航运,3.89,-0.51,流出,-208.14,-3.99,-324.89,-6.23,116.76,2.24,-108.17,-2.07,316.3,6.06,2026-04-24T15:02:15+08:00,2026-04-24T15:03:07+08:00
000521,长虹美菱,5.63,-0.71,流出,-379.28,-8.58,-522.32,-11.81,143.05,3.24,-14.58,-0.33,393.86,8.91,2026-04-24T15:03:03+08:00,2026-04-24T15:03:07+08:00
000523,红棉股份,3.21,0.31,流入,105.13,2.18,11.27,0.23,93.87,1.95,-121.91,-2.53,16.78,0.35,2026-04-24T15:02:18+08:00,2026-04-24T15:03:07+08:00
000524,岭南控股,10.03,-2.05,流出,-227.69,-3.22,121.1,1.71,-348.79,-4.93,-181.1,-2.56,408.79,5.77,2026-04-24T15:03:06+08:00,2026-04-24T15:03:07+08:00
000525,红太阳,5.64,0.18,流出,-841.91,-9.25,-299.33,-3.29,-542.58,-5.96,332.92,3.66,508.98,5.59,2026-04-24T15:02:21+08:00,2026-04-24T15:03:07+08:00
000526,学大教育,34.85,0.9,流出,-90.14,-0.98,144.54,1.57,-234.67,-2.55,-730.38,-7.93,820.51,8.91,2026-04-24T15:02:57+08:00,2026-04-24T15:03:07+08:00
000528,柳    工,9.69,-0.92,流出,-870.83,-3.52,-1001.51,-4.05,130.68,0.53,1888.44,7.63,-1017.61,-4.11,2026-04-24T15:02:24+08:00,2026-04-24T15:03:07+08:00
000529,广弘控股,5.57,0.72,流入,29.7,1.1,0.0,0.0,29.7,1.1,-539.04,-19.92,509.34,18.83,2026-04-24T15:03:00+08:00,2026-04-24T15:03:07+08:00
000530,冰山冷热,5.69,-4.53,流出,-498.67,-2.74,-491.1,-2.7,-7.57,-0.04,1158.7,6.37,-660.04,-3.63,2026-04-24T15:02:09+08:00,2026-04-24T15:03:07+08:00
000531,穗恒运Ａ,6.98,-2.92,流出,-398.28,-2.04,-173.1,-0.89,-225.19,-1.16,142.19,0.73,256.1,1.31,2026-04-24T15:02:18+08:00,2026-04-24T15:03:07+08:00
000532,华金资本,13.73,0.22,流入,108.6,1.2,7.65,0.08,100.96,1.12,867.98,9.63,-976.58,-10.83,2026-04-24T15:02:27+08:00,2026-04-24T15:03:07+08:00
000533,顺钠股份,13.29,-8.03,流出,-10331.4,-6.81,-5777.29,-3.81,-4554.12,-3.0,-2484.24,-1.64,12815.64,8.45,2026-04-24T15:02:21+08:00,2026-04-24T15:03:07+08:00
000534,万泽股份,43.96,-0.11,流出,-2369.25,-2.34,-16.84,-0.02,-2352.41,-2.33,-6603.92,-6.53,8973.17,8.87,2026-04-24T15:03:03+08:00,2026-04-24T15:03:07+08:00
000536,华映科技,3.92,-4.16,流出,-3040.18,-15.57,-1568.19,-8.03,-1472.0,-7.54,-1401.99,-7.18,4442.17,22.75,2026-04-24T15:02:21+08:00,2026-04-24T15:03:07+08:00
000537,绿发电力,10.98,-5.75,流出,-10458.8,-7.53,-7188.03,-5.18,-3270.77,-2.36,2547.24,1.83,7911.56,5.7,2026-04-24T15:02:24+08:00,2026-04-24T15:03:07+08:00
000538,云南白药,54.43,0.28,流出,-645.91,-1.61,432.87,1.08,-1078.77,-2.68,2115.18,5.26,-1469.27,-3.65,2026-04-24T15:02:27+08:00,2026-04-24T15:03:07+08:00
000539,粤电力Ａ,6.56,-8.25,流出,-12106.49,-7.63,-7043.65,-4.44,-5062.83,-3.19,-484.69,-0.31,12591.18,7.94,2026-04-24T15:03:06+08:00,2026-04-24T15:03:07+08:00
000541,佛山照明,5.67,0.53,流入,636.17,11.41,357.61,6.41,278.56,5.0,-468.86,-8.41,-167.31,-3.0,2026-04-24T15:02:30+08:00,2026-04-24T15:03:07+08:00
000543,皖能电力,8.16,-1.81,流入,2124.93,5.01,3179.38,7.5,-1054.46,-2.49,1152.95,2.72,-3277.88,-7.73,2026-04-24T15:02:30+08:00,2026-04-24T15:03:07+08:00
000544,中原环保,8.38,-0.12,流出,-86.13,-1.78,-37.5,-0.78,-48.64,-1.01,279.82,5.79,-193.69,-4.01,2026-04-24T15:02:33+08:00,2026-04-24T15:03:07+08:00
000545,金浦钛业,2.91,0.0,流出,-6.01,-0.05,184.68,1.68,-190.7,-1.73,-665.37,-6.04,671.38,6.1,2026-04-24T15:02:09+08:00,2026-04-24T15:03:07+08:00
000546,金圆股份,7.16,9.98,流入,28876.14,25.17,23436.41,20.43,5439.73,4.74,-10394.95,-9.06,-18481.18,-16.11,2026-04-24T15:02:12+08:00,2026-04-24T15:03:07+08:00
000547,航天发展,26.3,0.31,流出,-8281.16,-3.37,-2941.41,-1.2,-5339.75,-2.17,-2680.77,-1.09,10961.93,4.46,2026-04-24T15:02:36+08:00,2026-04-24T15:03:07+08:00
000548,湖南投资,5.18,0.78,流出,-139.21,-3.29,-106.09,-2.51,-33.12,-0.78,-117.01,-2.77,256.22,6.05,2026-04-24T15:02:15+08:00,2026-04-24T15:03:07+08:00
000550,江铃汽车,18.95,-1.35,流出,-278.47,-4.5,0.0,0.0,-278.47,-4.5,207.34,3.35,71.13,1.15,2026-04-24T15:02:24+08:00,2026-04-24T15:03:07+08:00
000551,创元科技,14.64,-2.27,流出,-1728.64,-5.69,-808.64,-2.66,-920.0,-3.03,-477.57,-1.57,2206.21,7.27,2026-04-24T15:02:33+08:00,2026-04-24T15:03:07+08:00
000552,甘肃能化,2.72,3.03,流入,1358.34,3.17,-360.69,-0.84,1719.03,4.01,-744.23,-1.74,-614.11,-1.43,2026-04-24T15:02:12+08:00,2026-04-24T15:03:07+08:00
000553,安道麦A,6.18,1.48,流入,411.69,8.03,0.0,0.0,411.69,8.03,-426.53,-8.32,14.84,0.29,2026-04-24T15:02:39+08:00,2026-04-24T15:03:07+08:00
000554,泰山石油,7.93,-1.37,流出,-1575.77,-6.99,-1501.79,-6.66,-73.98,-0.33,-371.52,-1.65,1947.29,8.64,2026-04-24T15:02:42+08:00,2026-04-24T15:03:07+08:00
000555,神州信息,14.95,-0.86,流出,-928.15,-3.03,-294.27,-0.96,-633.88,-2.07,-710.65,-2.32,1638.8,5.36,2026-04-24T15:02:15+08:00,2026-04-24T15:03:07+08:00
000557,西部创业,4.62,-0.65,流出,-260.19,-9.57,-51.76,-1.9,-208.42,-7.67,372.01,13.69,-111.82,-4.11,2026-04-24T15:02:18+08:00,2026-04-24T15:03:07+08:00
000558,天府文旅,4.2,-1.87,流出,-1434.85,-11.63,-1438.24,-11.66,3.39,0.03,22.53,0.18,1412.32,11.45,2026-04-24T15:02:18+08:00,2026-04-24T15:03:07+08:00
000559,万向钱潮,17.7,-1.56,流出,-29177.28,-14.03,-14740.81,-7.09,-14436.47,-6.94,7564.56,3.64,21612.72,10.39,2026-04-24T15:02:21+08:00,2026-04-24T15:03:07+08:00
000560,我爱我家,2.88,-0.69,流出,-1404.09,-9.99,-759.25,-5.4,-644.84,-4.59,232.54,1.65,1171.55,8.33,2026-04-24T15:02:45+08:00,2026-04-24T15:03:07+08:00
000561,烽火电子,9.48,-2.07,流出,-216.3,-2.38,61.03,0.67,-277.33,-3.05,-333.16,-3.67,549.46,6.05,2026-04-24T15:02:27+08:00,2026-04-24T15:03:07+08:00
000563,陕国投Ａ,3.37,-0.59,流入,498.27,3.64,106.95,0.78,391.32,2.86,313.72,2.29,-811.99,-5.93,2026-04-24T15:02:36+08:00,2026-04-24T15:03:07+08:00
000564,供销大集,1.78,-2.2,流出,-1736.03,-6.14,-1703.14,-6.03,-32.89,-0.12,600.6,2.12,1135.44,4.02,2026-04-24T15:02:48+08:00,2026-04-24T15:03:07+08:00
