代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.08,0.82,0.46,流出,-372.08,-0.38,-337.59,-0.35,-34.49,-0.04,4124.34,4.22,-3752.26,-3.84,2026-06-02T15:34:24+08:00,2026-06-02T19:04:45+08:00
000002,万  科Ａ,3.39,-2.31,2.64,流出,-629.93,-0.72,-2567.07,-2.93,1937.13,2.21,-5020.01,-5.73,5649.95,6.45,2026-06-02T15:34:24+08:00,2026-06-02T19:04:45+08:00
000004,*ST国华,,,0.0,,,,,,,,,,,,2026-06-02T15:34:24+08:00,2026-06-02T19:04:45+08:00
000006,深振业Ａ,8.85,-0.34,2.98,流入,2620.81,7.22,994.01,2.74,1626.8,4.48,1794.19,4.94,-4415.0,-12.16,2026-06-02T15:34:24+08:00,2026-06-02T19:04:45+08:00
000007,全新好,12.1,4.22,3.62,流入,947.36,6.26,593.68,3.93,353.69,2.34,714.84,4.73,-1662.2,-10.99,2026-06-02T15:34:27+08:00,2026-06-02T19:04:45+08:00
000008,神州高铁,2.58,-1.15,0.83,流出,-685.58,-11.72,-605.23,-10.34,-80.35,-1.37,398.4,6.81,287.18,4.91,2026-06-02T15:34:27+08:00,2026-06-02T19:04:45+08:00
000009,中国宝安,7.34,-1.74,0.62,流出,-1041.48,-8.87,-197.77,-1.68,-843.71,-7.19,-321.57,-2.74,1363.05,11.61,2026-06-02T15:34:30+08:00,2026-06-02T19:04:45+08:00
000010,*ST美丽,2.32,4.98,0.3,流入,245.76,41.31,219.31,36.87,26.45,4.45,-105.1,-17.67,-140.66,-23.65,2026-06-02T15:34:27+08:00,2026-06-02T19:04:45+08:00
000011,深物业A,7.44,-1.72,0.85,流出,-289.94,-8.7,0.0,0.0,-289.94,-8.7,249.69,7.49,40.26,1.21,2026-06-02T15:34:30+08:00,2026-06-02T19:04:45+08:00
000012,南  玻Ａ,4.1,-1.44,2.16,流出,-1671.73,-9.58,-552.76,-3.17,-1118.97,-6.41,17.4,0.1,1654.34,9.48,2026-06-02T15:34:27+08:00,2026-06-02T19:04:45+08:00
000014,沙河股份,10.94,-2.23,3.19,流出,-440.11,-5.22,-359.31,-4.26,-80.79,-0.96,386.77,4.58,53.33,0.63,2026-06-02T15:34:24+08:00,2026-06-02T19:04:45+08:00
000016,*ST康佳A,3.37,0.0,1.8,流入,108.31,1.1,-160.61,-1.63,268.92,2.73,-321.83,-3.27,213.52,2.17,2026-06-02T15:34:30+08:00,2026-06-02T19:04:45+08:00
