代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.94,-1.08,0.49,流出,-8330.08,-8.05,-2280.23,-2.2,-6049.85,-5.85,2193.96,2.12,6136.12,5.93,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000002,万  科Ａ,3.07,-1.92,1.17,流出,-3560.52,-10.17,-1840.84,-5.26,-1719.68,-4.91,401.55,1.15,3158.97,9.02,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000004,*ST国华,,,0.0,,,,,,,,,,,,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000006,深振业Ａ,7.93,0.63,2.48,流出,-1973.14,-7.49,-1360.18,-5.16,-612.96,-2.33,1271.31,4.83,701.83,2.66,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000007,全新好,14.34,1.77,2.0,流出,-265.86,-2.68,-224.9,-2.27,-40.96,-0.41,1.51,0.02,264.35,2.66,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000008,神州高铁,2.54,-0.78,0.83,流入,65.41,1.14,-639.49,-11.17,704.9,12.31,-18.66,-0.33,-46.75,-0.82,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000009,中国宝安,7.08,1.58,1.5,流出,-1760.54,-6.49,1640.9,6.05,-3401.44,-12.54,1136.67,4.19,623.87,2.3,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000010,*ST美丽,2.1,-0.94,2.72,流出,-568.78,-11.44,0.0,0.0,-568.78,-11.44,146.17,2.94,422.61,8.5,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000011,深物业A,7.45,-2.1,0.81,流入,21.76,0.68,0.0,0.0,21.76,0.68,318.77,10.02,-340.53,-10.7,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000012,南  玻Ａ,4.52,9.98,2.19,流入,9590.94,50.61,8624.83,45.51,966.11,5.1,-4502.0,-23.76,-5088.94,-26.85,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000014,沙河股份,10.1,-1.85,1.59,流出,-387.04,-9.94,-13.7,-0.35,-373.35,-9.59,-40.37,-1.04,427.42,10.98,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000016,*ST康佳A,2.9,1.4,1.48,流入,25.53,0.38,-180.59,-2.68,206.12,3.06,-196.64,-2.92,171.11,2.54,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000017,深中华A,5.27,1.54,2.59,流入,430.84,7.26,0.0,0.0,430.84,7.26,263.8,4.44,-694.65,-11.7,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000019,深粮控股,6.36,-1.85,1.66,流入,95.06,2.16,-109.12,-2.48,204.18,4.64,-37.07,-0.84,-57.99,-1.32,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000020,深华发Ａ,12.2,2.09,2.3,流出,-4.03,-0.08,0.0,0.0,-4.03,-0.08,-297.1,-5.95,301.13,6.03,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000021,深科技,40.77,3.29,9.93,流入,5135.92,0.81,4680.42,0.74,455.5,0.07,-12238.46,-1.93,7102.55,1.12,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000025,特  力Ａ,15.78,1.22,3.07,流出,-79.24,-0.41,390.58,2.04,-469.83,-2.45,-73.81,-0.39,153.05,0.8,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
000026,飞亚达,20.76,0.48,2.45,流出,-1070.68,-5.79,156.89,0.85,-1227.57,-6.63,-753.67,-4.07,1824.35,9.86,2026-06-16T15:00:00+08:00,2026-06-16T15:01:27+08:00
