代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.98,-0.9,流出,-24124.85,-26.13,-17834.3,-19.32,-6290.55,-6.81,13999.45,15.16,10125.41,10.97,2026-04-22T15:00:00+08:00,2026-05-08T17:08:11+08:00
000002,万 科Ａ,3.88,-0.51,流出,-3003.81,-10.13,-1049.31,-3.54,-1954.49,-6.59,1086.96,3.67,1916.84,6.46,2026-04-22T15:00:00+08:00,2026-05-08T17:08:15+08:00
000006,深振业Ａ,9.76,0.93,流入,885.67,3.35,1369.81,5.18,-484.13,-1.83,-620.88,-2.35,-264.8,-1.0,2026-04-22T15:00:00+08:00,2026-05-08T17:08:17+08:00
000007,全新好,13.84,0.8,流出,-368.6,-5.98,-136.3,-2.21,-232.3,-3.77,149.68,2.43,218.93,3.55,2026-04-22T15:00:00+08:00,2026-05-08T17:08:18+08:00
000008,神州高铁,2.7,0.0,流入,449.85,4.36,441.34,4.27,8.51,0.08,-727.24,-7.04,277.38,2.69,2026-04-22T15:00:00+08:00,2026-05-08T17:08:20+08:00
000009,中国宝安,8.97,1.01,流入,1684.74,5.79,1061.63,3.65,623.12,2.14,301.14,1.03,-1985.89,-6.82,2026-04-22T15:00:00+08:00,2026-05-08T17:08:24+08:00
000010,美丽生态,3.73,-0.27,流出,-775.6,-7.77,-392.07,-3.93,-383.53,-3.84,-67.41,-0.68,843.01,8.45,2026-04-22T15:00:00+08:00,2026-05-08T17:08:25+08:00
000011,深物业A,8.42,0.6,流入,7.9,0.29,0.0,0.0,7.9,0.29,-215.87,-7.91,207.97,7.62,2026-04-22T15:00:00+08:00,2026-05-08T17:08:28+08:00
000012,南 玻Ａ,4.51,-0.44,流出,-969.6,-16.26,-1161.17,-19.48,191.57,3.21,533.97,8.96,435.63,7.31,2026-04-22T15:00:00+08:00,2026-05-08T17:08:31+08:00
000014,沙河股份,13.29,0.3,流出,-237.72,-3.69,-430.64,-6.68,192.92,2.99,-238.47,-3.7,476.19,7.39,2026-04-22T15:00:00+08:00,2026-05-08T17:08:34+08:00
000016,深康佳Ａ,3.39,-0.59,流入,501.26,3.39,1383.73,9.37,-882.47,-5.97,205.74,1.39,-707.0,-4.79,2026-04-22T15:00:00+08:00,2026-05-08T17:08:38+08:00
000017,深中华A,6.49,-0.15,流入,327.25,6.0,89.04,1.63,238.21,4.37,-104.55,-1.92,-222.69,-4.08,2026-04-22T15:00:00+08:00,2026-05-08T17:08:41+08:00
000019,深粮控股,7.7,-1.91,流出,-358.73,-2.63,-524.33,-3.84,165.6,1.21,612.77,4.49,-254.04,-1.86,2026-04-22T15:00:00+08:00,2026-05-08T17:08:41+08:00
