代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.21,0.36,流入,3446.42,6.11,1658.82,2.94,1787.61,3.17,-2747.32,-4.87,-699.1,-1.24,2026-04-15T15:00:00+08:00,2026-05-08T17:08:11+08:00
000002,万 科Ａ,3.97,-1.24,流出,-4557.18,-9.76,-2495.71,-5.35,-2061.47,-4.42,1027.82,2.2,3529.36,7.56,2026-04-15T15:00:00+08:00,2026-05-08T17:08:15+08:00
000006,深振业Ａ,8.78,-0.79,流入,54.79,0.31,1175.45,6.73,-1120.67,-6.41,-969.62,-5.55,914.83,5.24,2026-04-15T15:00:00+08:00,2026-05-08T17:08:17+08:00
000007,全新好,13.39,0.22,流出,-201.23,-2.75,-18.29,-0.25,-182.94,-2.5,-184.61,-2.53,385.84,5.28,2026-04-15T15:00:00+08:00,2026-05-08T17:08:18+08:00
000008,神州高铁,2.69,-1.47,流出,-2955.08,-14.44,-2414.27,-11.79,-540.81,-2.64,1203.05,5.88,1752.03,8.56,2026-04-15T15:00:00+08:00,2026-05-08T17:08:20+08:00
000009,中国宝安,8.86,-1.77,流出,-2988.96,-14.88,-2664.56,-13.26,-324.4,-1.61,1619.28,8.06,1369.69,6.82,2026-04-15T15:00:00+08:00,2026-05-08T17:08:24+08:00
000010,美丽生态,4.03,-3.82,流出,-3314.04,-19.42,-1010.46,-5.92,-2303.59,-13.5,104.41,0.61,3209.63,18.81,2026-04-15T15:00:00+08:00,2026-05-08T17:08:25+08:00
000011,深物业A,8.31,-1.89,流入,213.69,6.11,301.44,8.62,-87.75,-2.51,-208.08,-5.95,-5.61,-0.16,2026-04-15T15:00:00+08:00,2026-05-08T17:08:28+08:00
000012,南 玻Ａ,4.49,-1.1,流出,-414.19,-7.11,-55.5,-0.95,-358.69,-6.16,-41.95,-0.72,456.14,7.83,2026-04-15T15:00:00+08:00,2026-05-08T17:08:31+08:00
000014,沙河股份,13.11,-2.74,流出,-1184.47,-12.61,-329.12,-3.5,-855.36,-9.11,30.63,0.33,1153.84,12.28,2026-04-15T15:00:00+08:00,2026-05-08T17:08:34+08:00
000016,深康佳Ａ,3.18,-2.45,流出,-835.04,-7.62,116.3,1.06,-951.35,-8.68,-31.15,-0.28,866.19,7.9,2026-04-15T15:00:00+08:00,2026-05-08T17:08:38+08:00
000017,深中华A,6.78,-0.88,流入,153.98,3.76,21.25,0.52,132.74,3.24,-336.0,-8.21,182.02,4.45,2026-04-15T15:00:00+08:00,2026-05-08T17:08:41+08:00
000019,深粮控股,7.85,-3.09,流出,-695.31,-4.37,50.57,0.32,-745.88,-4.69,148.06,0.93,547.25,3.44,2026-04-15T15:00:00+08:00,2026-05-08T17:08:41+08:00
000020,深华发Ａ,15.73,-1.87,流出,-719.99,-7.69,139.97,1.49,-859.96,-9.18,-700.54,-7.48,1420.53,15.17,2026-04-15T15:00:00+08:00,2026-05-08T17:08:42+08:00
000021,深科技,28.28,-2.92,流出,-30426.87,-14.02,-9175.51,-4.23,-21251.36,-9.79,-1879.6,-0.87,32306.48,14.88,2026-04-15T15:00:00+08:00,2026-05-08T17:08:43+08:00
000025,特 力Ａ,16.16,-0.92,流出,-274.72,-5.79,194.09,4.09,-468.81,-9.88,-159.7,-3.37,434.42,9.16,2026-04-15T15:00:00+08:00,2026-05-08T17:08:44+08:00
000026,飞亚达,17.82,10.0,流入,16237.45,25.88,14184.34,22.61,2053.1,3.27,-5944.17,-9.47,-10293.28,-16.41,2026-04-15T15:00:00+08:00,2026-05-08T17:08:45+08:00
000027,深圳能源,6.67,-0.6,流出,-1063.77,-8.11,380.81,2.9,-1444.58,-11.02,61.41,0.47,1002.36,7.64,2026-04-15T15:00:00+08:00,2026-05-08T17:08:45+08:00
000028,国药一致,26.45,3.32,流入,1542.52,5.97,721.77,2.79,820.75,3.18,-1422.44,-5.5,-120.09,-0.46,2026-04-15T15:00:00+08:00,2026-05-08T17:08:46+08:00
000029,深深房Ａ,19.73,-1.15,流出,-380.78,-6.7,-0.8,-0.01,-379.97,-6.68,115.21,2.03,265.57,4.67,2026-04-15T15:00:00+08:00,2026-05-08T17:08:46+08:00
000030,富奥股份,5.15,-0.77,流出,-96.94,-1.41,-85.75,-1.25,-11.19,-0.16,-461.69,-6.71,558.62,8.12,2026-04-15T15:00:00+08:00,2026-05-08T17:08:47+08:00
000031,大悦城,2.91,-4.28,流出,-289.74,-3.19,133.19,1.47,-422.93,-4.66,-91.33,-1.01,381.07,4.19,2026-04-15T15:00:00+08:00,2026-05-08T17:08:48+08:00
000032,深桑达Ａ,18.6,-0.37,流出,-1104.6,-2.12,-654.79,-1.26,-449.82,-0.86,-759.33,-1.46,1863.93,3.57,2026-04-15T15:00:00+08:00,2026-05-08T17:08:48+08:00
000034,神州数码,34.9,-1.19,流出,-3170.96,-6.08,-2561.52,-4.91,-609.44,-1.17,-118.5,-0.23,3289.46,6.3,2026-04-15T15:00:00+08:00,2026-05-08T17:08:51+08:00
000035,中国天楹,6.74,0.75,流入,748.73,2.34,977.24,3.05,-228.51,-0.71,-313.59,-0.98,-435.14,-1.36,2026-04-15T15:00:00+08:00,2026-05-08T17:08:51+08:00
000036,华联控股,4.89,-5.05,流出,-2947.78,-10.64,-1572.32,-5.68,-1375.46,-4.97,1094.77,3.95,1853.01,6.69,2026-04-15T15:00:00+08:00,2026-05-08T17:08:52+08:00
000037,深南电A,9.89,1.33,流出,-41.61,-0.12,437.93,1.24,-479.53,-1.36,-658.92,-1.86,700.53,1.98,2026-04-15T15:00:00+08:00,2026-05-08T17:08:53+08:00
000039,中集集团,11.88,1.37,流出,-3202.75,-5.7,-2434.51,-4.33,-768.24,-1.37,5177.81,9.21,-1975.06,-3.51,2026-04-15T15:00:00+08:00,2026-05-08T17:08:54+08:00
000042,中洲控股,8.79,-0.79,流出,-63.48,-2.39,181.37,6.82,-244.85,-9.21,45.48,1.71,17.99,0.68,2026-04-15T15:00:00+08:00,2026-05-08T17:08:55+08:00
000045,深纺织Ａ,12.03,-0.99,流出,-626.56,-7.85,328.3,4.11,-954.86,-11.96,-108.22,-1.36,734.78,9.2,2026-04-15T15:00:00+08:00,2026-05-08T17:08:56+08:00
000048,京基智农,15.55,-0.7,流出,-1814.08,-7.11,-1125.34,-4.41,-688.75,-2.7,908.74,3.56,905.34,3.55,2026-04-15T15:00:00+08:00,2026-05-08T17:08:57+08:00
000049,德赛电池,27.17,-1.45,流出,-1943.48,-8.35,-380.26,-1.63,-1563.21,-6.71,-781.6,-3.36,2725.08,11.71,2026-04-15T15:00:00+08:00,2026-05-08T17:08:58+08:00
000050,深天马Ａ,8.25,-0.48,流入,860.15,5.96,296.02,2.05,564.13,3.91,-153.05,-1.06,-707.1,-4.9,2026-04-15T15:00:00+08:00,2026-05-08T17:08:58+08:00
000055,方大集团,3.46,-1.98,流出,-523.4,-16.03,-172.39,-5.28,-351.01,-10.75,208.54,6.39,314.87,9.65,2026-04-15T15:00:00+08:00,2026-05-08T17:08:59+08:00
000056,皇庭国际,1.88,-3.09,流入,545.53,5.95,970.56,10.58,-425.03,-4.63,-543.45,-5.92,-2.08,-0.02,2026-04-15T15:00:00+08:00,2026-05-08T17:08:59+08:00
000058,深 赛 格,7.98,-1.24,流出,-290.99,-8.39,0.0,0.0,-290.99,-8.39,161.05,4.64,129.95,3.75,2026-04-15T15:00:00+08:00,2026-05-08T17:09:02+08:00
000059,华锦股份,5.27,-0.94,流出,-486.95,-4.94,-129.64,-1.32,-357.31,-3.63,886.69,9.0,-399.75,-4.06,2026-04-15T15:00:00+08:00,2026-05-08T17:09:02+08:00
000060,中金岭南,6.38,-0.78,流出,-2500.47,-4.26,-2804.96,-4.78,304.49,0.52,1605.23,2.73,895.24,1.52,2026-04-15T15:00:00+08:00,2026-05-08T17:09:03+08:00
000061,农 产 品,7.3,0.0,流出,-824.78,-7.56,-365.81,-3.35,-458.97,-4.21,145.31,1.33,679.46,6.23,2026-04-15T15:00:00+08:00,2026-05-08T17:09:05+08:00
000062,深圳华强,27.9,-2.0,流出,-10258.97,-7.27,-6806.53,-4.82,-3452.44,-2.45,-919.63,-0.65,11178.6,7.92,2026-04-15T15:00:00+08:00,2026-05-08T17:09:06+08:00
000063,中兴通讯,35.21,-1.73,流出,-42681.89,-14.64,-15578.87,-5.34,-27103.02,-9.3,5682.93,1.95,36998.96,12.69,2026-04-15T15:00:00+08:00,2026-05-08T17:09:06+08:00
000065,北方国际,14.77,2.71,流出,-16949.99,-13.64,-9881.37,-7.95,-7068.62,-5.69,560.24,0.45,16389.75,13.19,2026-04-15T15:00:00+08:00,2026-05-08T17:09:07+08:00
000066,中国长城,15.65,0.51,流入,16358.08,8.3,16099.72,8.17,258.36,0.13,-8344.77,-4.24,-8013.31,-4.07,2026-04-15T15:00:00+08:00,2026-05-08T17:09:08+08:00
000068,华控赛格,3.26,-1.81,流出,-313.29,-11.23,0.0,0.0,-313.29,-11.23,275.83,9.89,37.46,1.34,2026-04-15T15:00:00+08:00,2026-05-08T17:09:08+08:00
000069,华侨城Ａ,2.24,-1.75,流出,-268.49,-2.65,907.93,8.97,-1176.42,-11.63,-194.43,-1.92,462.92,4.58,2026-04-15T15:00:00+08:00,2026-05-08T17:09:09+08:00
000070,特发信息,18.88,-6.9,流出,-38895.3,-13.8,-26690.62,-9.47,-12204.68,-4.33,3247.52,1.15,35647.78,12.65,2026-04-15T15:00:00+08:00,2026-05-08T17:09:09+08:00
000078,海王生物,4.02,9.84,流入,12032.7,6.57,7247.46,3.95,4785.23,2.61,-4303.37,-2.35,-7729.33,-4.22,2026-04-15T15:00:00+08:00,2026-05-08T17:09:11+08:00
000088,盐 田 港,4.6,0.44,流出,-497.26,-5.33,-351.74,-3.77,-145.52,-1.56,326.61,3.5,170.65,1.83,2026-04-15T15:00:00+08:00,2026-05-08T17:09:11+08:00
000089,深圳机场,6.81,0.15,流出,-132.53,-4.21,-36.09,-1.15,-96.44,-3.06,13.11,0.42,119.41,3.79,2026-04-15T15:00:00+08:00,2026-05-08T17:09:12+08:00
000090,天健集团,3.64,-0.82,流出,-707.3,-12.87,-700.4,-12.74,-6.9,-0.13,471.52,8.58,235.78,4.29,2026-04-15T15:00:00+08:00,2026-05-08T17:09:12+08:00
000096,广聚能源,9.77,-1.51,流出,-958.55,-14.85,-599.32,-9.29,-359.22,-5.57,45.81,0.71,912.73,14.14,2026-04-15T15:00:00+08:00,2026-05-08T17:09:13+08:00
000099,中信海直,17.64,-1.51,流出,-2393.16,-12.1,-397.93,-2.01,-1995.24,-10.09,94.65,0.48,2298.51,11.62,2026-04-15T15:00:00+08:00,2026-05-08T17:09:15+08:00
000100,TCL科技,4.35,-0.68,流出,-38.18,-0.03,971.9,0.82,-1010.09,-0.85,-1042.99,-0.88,1081.17,0.91,2026-04-15T15:00:00+08:00,2026-05-08T17:09:17+08:00
000151,中成股份,11.8,0.0,流出,-89.41,-1.74,0.0,0.0,-89.41,-1.74,-243.88,-4.74,333.29,6.48,2026-04-15T15:00:00+08:00,2026-05-08T17:09:18+08:00
000153,丰原药业,6.98,6.4,流入,1380.84,3.37,812.71,1.98,568.13,1.39,-1228.45,-3.0,-152.39,-0.37,2026-04-15T15:00:00+08:00,2026-05-08T17:09:20+08:00
000155,川能动力,15.99,-5.5,流出,-30288.54,-20.16,-21090.75,-14.04,-9197.79,-6.12,9327.02,6.21,20961.51,13.95,2026-04-15T15:00:00+08:00,2026-05-08T17:09:22+08:00
000156,华数传媒,7.52,-0.66,流入,18.57,0.27,129.54,1.87,-110.97,-1.6,-121.03,-1.75,102.47,1.48,2026-04-15T15:00:00+08:00,2026-05-08T17:09:23+08:00
000157,中联重科,8.68,-0.12,流出,-2155.61,-4.01,-4735.88,-8.81,2580.27,4.8,1688.25,3.14,467.36,0.87,2026-04-15T15:00:00+08:00,2026-05-08T17:09:26+08:00
000158,常山北明,17.56,-0.23,流出,-2795.31,-4.25,-2420.53,-3.68,-374.79,-0.57,2582.55,3.93,212.76,0.32,2026-04-15T15:00:00+08:00,2026-05-08T17:09:28+08:00
000159,国际实业,6.2,-1.12,流出,-144.33,-1.98,221.86,3.04,-366.19,-5.01,55.52,0.76,88.81,1.22,2026-04-15T15:00:00+08:00,2026-05-08T17:09:29+08:00
000166,申万宏源,4.75,-0.42,流出,-3049.74,-11.84,-3022.32,-11.74,-27.43,-0.11,2004.78,7.79,1044.96,4.06,2026-04-15T15:00:00+08:00,2026-05-08T17:09:31+08:00
000301,东方盛虹,11.46,0.53,流入,8.83,0.04,-36.74,-0.18,45.57,0.22,-38.34,-0.18,29.51,0.14,2026-04-15T15:00:00+08:00,2026-05-08T17:09:32+08:00
000333,美的集团,77.49,1.23,流入,13101.1,5.32,-11693.48,-4.75,24794.58,10.07,-269.12,-0.11,-12831.98,-5.21,2026-04-15T15:00:00+08:00,2026-05-08T17:09:34+08:00
000338,潍柴动力,26.6,1.6,流入,16592.86,4.93,16833.63,5.01,-240.77,-0.07,-5045.76,-1.5,-11547.1,-3.43,2026-04-15T15:00:00+08:00,2026-05-08T17:09:35+08:00
000400,许继电气,26.24,1.74,流入,2956.82,2.15,3977.71,2.89,-1020.89,-0.74,-1846.18,-1.34,-1110.64,-0.81,2026-04-15T15:00:00+08:00,2026-05-08T17:09:36+08:00
000401,金隅冀东,4.73,-0.42,流入,142.84,3.08,-96.87,-2.09,239.72,5.17,134.05,2.89,-276.9,-5.98,2026-04-15T15:00:00+08:00,2026-05-08T17:09:38+08:00
000402,金 融 街,2.88,-5.88,流出,-362.28,-0.79,-2445.07,-5.3,2082.79,4.52,-569.07,-1.23,931.35,2.02,2026-04-15T15:00:00+08:00,2026-05-08T17:09:40+08:00
000403,派林生物,12.79,0.24,流入,314.15,3.27,361.11,3.76,-46.96,-0.49,-869.46,-9.06,555.31,5.79,2026-04-15T15:00:00+08:00,2026-05-08T17:09:48+08:00
000404,长虹华意,7.05,-0.14,流出,-34.82,-0.81,0.0,0.0,-34.82,-0.81,-516.86,-12.02,551.68,12.83,2026-04-15T15:00:00+08:00,2026-05-08T17:09:50+08:00
000407,胜利股份,4.59,-1.71,流出,-754.95,-10.15,-120.08,-1.61,-634.87,-8.54,293.06,3.94,461.88,6.21,2026-04-15T15:00:00+08:00,2026-05-08T17:09:51+08:00
000408,藏格矿业,82.98,-0.4,流入,2789.45,2.22,3261.79,2.59,-472.34,-0.38,-4279.53,-3.4,1490.08,1.18,2026-04-15T15:00:00+08:00,2026-05-08T17:09:56+08:00
000409,云鼎科技,10.59,-0.84,流出,-715.49,-15.59,0.0,0.0,-715.49,-15.59,-187.24,-4.08,902.73,19.68,2026-04-15T15:00:00+08:00,2026-05-08T17:09:58+08:00
000410,沈阳机床,6.61,-2.07,流出,-2032.85,-23.33,-930.28,-10.68,-1102.58,-12.66,981.9,11.27,1050.95,12.06,2026-04-15T15:00:00+08:00,2026-05-08T17:10:00+08:00
000411,英特集团,11.28,3.96,流入,591.27,5.08,142.6,1.22,448.67,3.85,-544.17,-4.67,-47.11,-0.4,2026-04-15T15:00:00+08:00,2026-05-08T17:10:02+08:00
000415,渤海租赁,4.5,2.51,流入,4710.05,14.75,4563.82,14.3,146.23,0.46,-3632.67,-11.38,-1077.38,-3.37,2026-04-15T15:00:00+08:00,2026-05-08T17:10:04+08:00
000417,合百集团,6.55,-1.21,流出,-801.58,-15.45,-2.84,-0.05,-798.74,-15.4,371.67,7.17,429.91,8.29,2026-04-15T15:00:00+08:00,2026-05-08T17:10:07+08:00
000419,通程控股,5.88,-1.18,流入,197.2,4.42,0.0,0.0,197.2,4.42,390.35,8.76,-587.54,-13.18,2026-04-15T15:00:00+08:00,2026-05-08T17:10:08+08:00
000420,吉林化纤,4.98,-0.99,流出,-2402.01,-5.65,259.34,0.61,-2661.34,-6.26,-728.02,-1.71,3130.03,7.36,2026-04-15T15:00:00+08:00,2026-05-08T17:10:12+08:00
000421,南京公用,6.05,-0.49,流入,354.91,7.3,105.22,2.16,249.7,5.14,301.03,6.19,-655.94,-13.49,2026-04-15T15:00:00+08:00,2026-05-08T17:10:14+08:00
000422,湖北宜化,15.51,-3.36,流出,-8977.4,-12.27,-11831.05,-16.17,2853.65,3.9,7356.42,10.05,1620.98,2.21,2026-04-15T15:00:00+08:00,2026-05-08T17:10:16+08:00
000423,东阿阿胶,55.29,1.0,流出,-328.51,-0.83,-836.03,-2.11,507.51,1.28,327.4,0.83,1.12,0.0,2026-04-15T15:00:00+08:00,2026-05-08T17:10:20+08:00
000425,徐工机械,10.53,1.15,流出,-4625.01,-4.97,-5931.0,-6.37,1305.99,1.4,550.36,0.59,4074.64,4.38,2026-04-15T15:00:00+08:00,2026-05-08T17:10:23+08:00
000426,兴业银锡,43.87,0.62,流入,40373.97,10.76,31078.45,8.28,9295.53,2.48,-6717.87,-1.79,-33656.1,-8.97,2026-04-15T15:00:00+08:00,2026-05-08T17:10:24+08:00
000428,华天酒店,3.89,0.26,流出,-523.02,-8.84,-62.1,-1.05,-460.92,-7.79,-33.94,-0.57,556.96,9.41,2026-04-15T15:00:00+08:00,2026-05-08T17:10:26+08:00
000429,粤高速Ａ,12.82,1.67,流出,-182.89,-2.56,46.86,0.65,-229.75,-3.21,-554.47,-7.75,737.36,10.3,2026-04-15T15:00:00+08:00,2026-05-08T17:10:27+08:00
