代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.06,0.45,流入,273.61,0.39,1363.35,1.96,-1089.73,-1.57,-1546.14,-2.22,1272.53,1.83,2026-04-20T15:00:00+08:00,2026-05-08T17:08:11+08:00
000002,万 科Ａ,3.93,-0.76,流出,-3197.19,-10.14,-1654.91,-5.25,-1542.28,-4.89,-1012.84,-3.21,4210.03,13.35,2026-04-20T15:00:00+08:00,2026-05-08T17:08:15+08:00
000006,深振业Ａ,9.73,1.67,流出,-1859.04,-5.25,-904.3,-2.55,-954.74,-2.7,-291.23,-0.82,2150.26,6.07,2026-04-20T15:00:00+08:00,2026-05-08T17:08:17+08:00
000007,全新好,13.83,1.77,流出,-838.71,-7.6,-179.83,-1.63,-658.88,-5.97,276.3,2.5,562.41,5.1,2026-04-20T15:00:00+08:00,2026-05-08T17:08:18+08:00
000008,神州高铁,2.72,0.37,流入,264.06,1.67,1511.56,9.57,-1247.5,-7.9,-667.18,-4.22,403.12,2.55,2026-04-20T15:00:00+08:00,2026-05-08T17:08:20+08:00
000009,中国宝安,8.93,-0.56,流出,-2660.3,-15.7,-1203.45,-7.1,-1456.85,-8.6,575.04,3.39,2085.25,12.31,2026-04-20T15:00:00+08:00,2026-05-08T17:08:24+08:00
000010,美丽生态,3.9,-4.18,流出,-3945.08,-17.88,-3087.65,-13.99,-857.43,-3.89,-501.65,-2.27,4446.73,20.15,2026-04-20T15:00:00+08:00,2026-05-08T17:08:25+08:00
000011,深物业A,8.43,-0.94,流出,-483.32,-11.89,-198.04,-4.87,-285.28,-7.02,39.82,0.98,443.5,10.91,2026-04-20T15:00:00+08:00,2026-05-08T17:08:28+08:00
000012,南 玻Ａ,4.53,0.0,流出,-195.27,-2.93,-52.69,-0.79,-142.58,-2.14,-86.63,-1.3,281.91,4.24,2026-04-20T15:00:00+08:00,2026-05-08T17:08:31+08:00
000014,沙河股份,13.57,1.19,流出,-551.68,-6.02,25.62,0.28,-577.3,-6.3,-48.43,-0.53,600.11,6.55,2026-04-20T15:00:00+08:00,2026-05-08T17:08:34+08:00
000016,深康佳Ａ,3.26,2.52,流入,4261.24,23.11,3307.75,17.94,953.49,5.17,-1974.45,-10.71,-2286.79,-12.4,2026-04-20T15:00:00+08:00,2026-05-08T17:08:38+08:00
000017,深中华A,6.73,-0.59,流出,-53.91,-1.33,19.28,0.48,-73.18,-1.81,288.24,7.13,-234.33,-5.79,2026-04-20T15:00:00+08:00,2026-05-08T17:08:41+08:00
000019,深粮控股,8.03,5.94,流入,1617.6,5.75,895.62,3.18,721.98,2.57,715.15,2.54,-2332.75,-8.29,2026-04-20T15:00:00+08:00,2026-05-08T17:08:41+08:00
000020,深华发Ａ,16.06,1.77,流出,-433.12,-4.69,-119.45,-1.29,-313.67,-3.39,-663.53,-7.18,1096.65,11.87,2026-04-20T15:00:00+08:00,2026-05-08T17:08:42+08:00
000021,深科技,29.1,0.34,流出,-3836.77,-2.08,-4616.9,-2.5,780.12,0.42,1771.78,0.96,2064.99,1.12,2026-04-20T15:00:00+08:00,2026-05-08T17:08:43+08:00
000025,特 力Ａ,16.23,0.31,流出,-380.26,-9.63,-14.96,-0.38,-365.3,-9.25,-222.87,-5.65,603.13,15.28,2026-04-20T15:00:00+08:00,2026-05-08T17:08:44+08:00
000026,飞亚达,17.8,1.02,流出,-1667.18,-5.14,-321.68,-0.99,-1345.49,-4.15,755.11,2.33,912.07,2.81,2026-04-20T15:00:00+08:00,2026-05-08T17:08:45+08:00
000027,深圳能源,6.76,1.2,流出,-429.38,-1.85,293.08,1.26,-722.46,-3.12,29.88,0.13,399.5,1.72,2026-04-20T15:00:00+08:00,2026-05-08T17:08:45+08:00
000028,国药一致,25.93,-0.46,流出,-452.76,-5.0,-518.77,-5.72,66.01,0.73,155.55,1.72,297.21,3.28,2026-04-20T15:00:00+08:00,2026-05-08T17:08:46+08:00
000029,深深房Ａ,19.96,-2.01,流出,-1312.5,-17.25,-597.08,-7.85,-715.42,-9.4,342.17,4.5,970.32,12.75,2026-04-20T15:00:00+08:00,2026-05-08T17:08:46+08:00
000030,富奥股份,5.67,3.09,流出,-229.78,-0.6,-3035.54,-7.98,2805.76,7.38,1814.53,4.77,-1584.75,-4.17,2026-04-20T15:00:00+08:00,2026-05-08T17:08:47+08:00
000031,大悦城,2.92,0.0,流入,204.29,3.06,430.34,6.46,-226.05,-3.39,-261.63,-3.92,57.33,0.86,2026-04-20T15:00:00+08:00,2026-05-08T17:08:48+08:00
000032,深桑达Ａ,18.76,1.13,流出,-1695.83,-5.58,0.33,0.0,-1696.15,-5.58,-1578.86,-5.19,3274.68,10.77,2026-04-20T15:00:00+08:00,2026-05-08T17:08:48+08:00
000034,神州数码,37.53,2.29,流入,7040.2,6.68,6415.18,6.09,625.02,0.59,-3596.73,-3.41,-3443.47,-3.27,2026-04-20T15:00:00+08:00,2026-05-08T17:08:51+08:00
000035,中国天楹,7.15,0.7,流入,3581.47,5.28,3438.78,5.07,142.69,0.21,-2578.01,-3.8,-1003.47,-1.48,2026-04-20T15:00:00+08:00,2026-05-08T17:08:51+08:00
000036,华联控股,5.1,-1.35,流入,1018.98,6.71,902.72,5.94,116.26,0.77,-599.63,-3.95,-419.35,-2.76,2026-04-20T15:00:00+08:00,2026-05-08T17:08:52+08:00
000037,深南电A,10.92,-1.36,流入,490.59,0.69,-2322.64,-3.27,2813.23,3.96,405.4,0.57,-895.99,-1.26,2026-04-20T15:00:00+08:00,2026-05-08T17:08:53+08:00
000039,中集集团,11.45,-1.63,流出,-9808.29,-12.51,721.32,0.92,-10529.61,-13.43,-1315.97,-1.68,11124.26,14.19,2026-04-20T15:00:00+08:00,2026-05-08T17:08:54+08:00
000042,中洲控股,8.88,0.0,流出,-543.52,-11.68,-295.59,-6.35,-247.92,-5.33,-267.72,-5.76,811.24,17.44,2026-04-20T15:00:00+08:00,2026-05-08T17:08:55+08:00
000045,深纺织Ａ,11.89,-0.67,流出,-2889.7,-27.0,-2597.88,-24.28,-291.82,-2.73,740.84,6.92,2148.86,20.08,2026-04-20T15:00:00+08:00,2026-05-08T17:08:56+08:00
000048,京基智农,15.02,1.08,流出,-1019.66,-5.56,21.75,0.12,-1041.41,-5.68,260.15,1.42,759.51,4.14,2026-04-20T15:00:00+08:00,2026-05-08T17:08:57+08:00
000049,德赛电池,27.64,-0.65,流出,-2362.5,-10.95,-481.6,-2.23,-1880.9,-8.72,-26.1,-0.12,2388.6,11.07,2026-04-20T15:00:00+08:00,2026-05-08T17:08:58+08:00
