代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.5,2.04,0.55,流入,4278.86,3.88,4718.81,4.27,-439.95,-0.4,-3215.06,-2.91,-1063.8,-0.96,2026-07-06T15:08:30+08:00,2026-07-06T15:08:39+08:00
000002,万  科Ａ,3.07,-0.65,0.96,流出,-1565.28,-5.46,-427.64,-1.49,-1137.64,-3.97,-709.21,-2.47,2274.49,7.93,2026-07-06T15:08:00+08:00,2026-07-06T15:08:39+08:00
000004,国华退,0.41,-8.89,5.54,流出,-8.64,-2.78,-101.15,-32.59,92.5,29.81,29.3,9.44,-20.66,-6.66,2026-07-06T15:08:15+08:00,2026-07-06T15:08:39+08:00
000006,深振业Ａ,7.09,-4.32,1.56,流出,-2497.9,-16.47,-1663.08,-10.97,-834.82,-5.5,1102.97,7.27,1394.93,9.2,2026-07-06T15:07:45+08:00,2026-07-06T15:08:39+08:00
000007,全新好,12.88,6.45,5.11,流入,2233.47,9.7,-447.13,-1.94,2680.59,11.64,0.29,0.0,-2233.75,-9.7,2026-07-06T15:08:00+08:00,2026-07-06T15:08:39+08:00
000008,神州高铁,2.36,-0.42,0.73,流出,-33.94,-0.72,4.64,0.1,-38.58,-0.82,11.41,0.24,22.54,0.48,2026-07-06T15:08:15+08:00,2026-07-06T15:08:39+08:00
000009,中国宝安,6.39,0.0,0.92,流出,-1546.94,-10.19,-361.81,-2.38,-1185.13,-7.81,-15.58,-0.1,1562.52,10.3,2026-07-06T15:08:30+08:00,2026-07-06T15:08:39+08:00
000010,*ST美丽,1.77,-5.35,2.66,流出,-243.26,-5.6,-176.72,-4.07,-66.54,-1.53,-30.97,-0.71,274.23,6.31,2026-07-06T15:08:30+08:00,2026-07-06T15:08:39+08:00
000011,深物业A,6.57,-0.9,0.57,流出,-135.36,-6.91,0.0,0.0,-135.36,-6.91,5.26,0.27,130.1,6.64,2026-07-06T15:08:00+08:00,2026-07-06T15:08:39+08:00
000012,南  玻Ａ,4.62,-9.41,5.75,流出,-5260.9,-9.78,-2530.88,-4.7,-2730.02,-5.07,669.49,1.24,4591.41,8.54,2026-07-06T15:08:30+08:00,2026-07-06T15:08:39+08:00
000014,沙河股份,9.23,-2.84,2.07,流出,-86.24,-1.85,0.0,0.0,-86.24,-1.85,379.84,8.13,-293.61,-6.28,2026-07-06T15:08:30+08:00,2026-07-06T15:08:39+08:00
000016,*ST康佳A,2.56,-4.12,2.65,流出,-773.95,-6.85,-21.81,-0.19,-752.15,-6.66,231.18,2.05,542.78,4.81,2026-07-06T15:07:45+08:00,2026-07-06T15:08:39+08:00
000017,深中华A,6.03,-0.99,2.72,流入,249.22,3.44,0.0,0.0,249.22,3.44,-312.23,-4.31,63.01,0.87,2026-07-06T15:08:15+08:00,2026-07-06T15:08:39+08:00
000019,深粮控股,6.01,1.52,1.34,流入,12.45,0.37,0.0,0.0,12.45,0.37,-35.49,-1.07,23.04,0.69,2026-07-06T15:08:15+08:00,2026-07-06T15:08:39+08:00
