代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.25,-0.27,流出,-4300.29,-3.71,-5000.98,-4.32,700.68,0.6,489.77,0.42,3810.53,3.29,2026-05-12T15:09:39+08:00,2026-05-12T15:10:05+08:00
000002,万  科Ａ,4.1,0.24,流入,3554.91,4.9,3583.67,4.94,-28.75,-0.04,-1038.18,-1.43,-2516.73,-3.47,2026-05-12T15:09:42+08:00,2026-05-12T15:10:05+08:00
000006,深振业Ａ,10.45,10.0,流入,24452.23,29.41,21619.55,26.0,2832.68,3.41,-15925.32,-19.15,-8526.91,-10.26,2026-05-12T15:09:39+08:00,2026-05-12T15:10:05+08:00
000007,全新好,14.85,-10.0,流出,-8785.88,-21.59,-4397.83,-10.81,-4388.05,-10.78,2468.06,6.06,6317.82,15.52,2026-05-12T15:09:42+08:00,2026-05-12T15:10:05+08:00
000008,神州高铁,2.76,-1.43,流出,-935.58,-6.77,-714.19,-5.17,-221.4,-1.6,-198.07,-1.43,1133.65,8.21,2026-05-12T15:09:39+08:00,2026-05-12T15:10:05+08:00
000009,中国宝安,8.43,-1.75,流出,-3338.11,-12.65,-4099.02,-15.54,760.91,2.88,3192.64,12.1,145.47,0.55,2026-05-12T15:09:39+08:00,2026-05-12T15:10:05+08:00
000010,*ST美丽,2.73,5.0,流出,-2033.71,-7.98,-330.81,-1.3,-1702.9,-6.68,1303.46,5.12,730.25,2.87,2026-05-12T15:09:39+08:00,2026-05-12T15:10:05+08:00
000011,深物业A,8.31,2.72,流入,598.73,4.59,-185.47,-1.42,784.2,6.02,412.72,3.17,-1011.45,-7.76,2026-05-12T15:09:48+08:00,2026-05-12T15:10:05+08:00
000012,南  玻Ａ,3.9,-2.99,流出,-5479.95,-33.57,-4476.38,-27.42,-1003.57,-6.15,1221.3,7.48,4258.65,26.09,2026-05-12T15:09:51+08:00,2026-05-12T15:10:05+08:00
000014,沙河股份,13.0,0.39,流入,744.79,4.52,430.23,2.61,314.56,1.91,1456.96,8.85,-2201.76,-13.38,2026-05-12T15:09:54+08:00,2026-05-12T15:10:05+08:00
000016,*ST康佳A,3.19,2.24,流出,-76.24,-0.39,-704.84,-3.59,628.59,3.2,-92.25,-0.47,168.5,0.86,2026-05-12T15:09:45+08:00,2026-05-12T15:10:05+08:00
000017,深中华A,6.18,-2.83,流出,-306.44,-5.08,-172.42,-2.86,-134.02,-2.22,426.41,7.07,-119.97,-1.99,2026-05-12T15:09:48+08:00,2026-05-12T15:10:05+08:00
000019,深粮控股,7.27,-2.81,流出,-608.82,-4.15,-345.16,-2.36,-263.66,-1.8,-516.0,-3.52,1124.82,7.68,2026-05-12T15:09:57+08:00,2026-05-12T15:10:05+08:00
000020,深华发Ａ,14.1,-2.69,流出,-361.92,-2.89,-325.03,-2.6,-36.89,-0.29,-1322.46,-10.57,1684.38,13.47,2026-05-12T15:09:42+08:00,2026-05-12T15:10:05+08:00
000021,深科技,32.31,-2.0,流出,-34045.92,-9.84,-32586.53,-9.42,-1459.38,-0.42,9149.02,2.64,24896.89,7.2,2026-05-12T15:09:42+08:00,2026-05-12T15:10:05+08:00
000025,特  力Ａ,16.0,-1.72,流出,-247.35,-3.66,50.72,0.75,-298.06,-4.41,293.86,4.35,-46.51,-0.69,2026-05-12T15:10:00+08:00,2026-05-12T15:10:05+08:00
000026,飞亚达,20.51,1.84,流入,1032.21,2.38,-793.18,-1.83,1825.39,4.21,182.92,0.42,-1215.13,-2.8,2026-05-12T15:09:42+08:00,2026-05-12T15:10:05+08:00
000027,深圳能源,7.32,1.81,流入,3876.97,8.3,2506.48,5.37,1370.49,2.94,-216.71,-0.46,-3660.26,-7.84,2026-05-12T15:09:45+08:00,2026-05-12T15:10:05+08:00
000028,国药一致,24.64,-0.48,流出,-157.05,-2.16,-416.54,-5.72,259.49,3.56,222.09,3.05,-65.04,-0.89,2026-05-12T15:09:48+08:00,2026-05-12T15:10:05+08:00
