代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.66,-0.93,0.46,流出,-13889.3,-14.41,-9920.8,-10.29,-3968.51,-4.12,9534.74,9.89,4354.56,4.52,2026-05-28T15:19:00+08:00,2026-05-28T15:19:52+08:00
000002,万  科Ａ,3.31,-0.6,1.24,流出,-1548.1,-3.85,-364.58,-0.91,-1183.52,-2.94,-2245.1,-5.58,3793.2,9.43,2026-05-28T15:19:00+08:00,2026-05-28T15:19:52+08:00
000006,深振业Ａ,9.57,-2.84,2.68,流出,-3234.98,-9.34,-1457.44,-4.21,-1777.54,-5.13,927.38,2.68,2307.6,6.67,2026-05-28T15:19:03+08:00,2026-05-28T15:19:52+08:00
000007,全新好,11.89,-0.75,1.93,流出,-346.08,-4.36,-207.7,-2.62,-138.37,-1.74,6.38,0.08,339.69,4.28,2026-05-28T15:19:06+08:00,2026-05-28T15:19:52+08:00
000008,神州高铁,2.56,-0.78,0.99,流出,-795.44,-11.59,-624.42,-9.1,-171.02,-2.49,367.21,5.35,428.23,6.24,2026-05-28T15:19:00+08:00,2026-05-28T15:19:52+08:00
000009,中国宝安,7.45,0.4,0.78,流出,-613.9,-4.11,-332.14,-2.22,-281.76,-1.89,1.71,0.01,612.18,4.1,2026-05-28T15:19:00+08:00,2026-05-28T15:19:52+08:00
000010,*ST美丽,2.0,4.71,7.97,流出,-968.4,-7.23,-204.1,-1.52,-764.3,-5.7,901.73,6.73,66.67,0.5,2026-05-28T15:19:06+08:00,2026-05-28T15:19:52+08:00
000011,深物业A,7.29,0.97,0.72,流出,-472.79,-17.06,0.0,0.0,-472.79,-17.06,241.26,8.71,231.53,8.36,2026-05-28T15:19:09+08:00,2026-05-28T15:19:52+08:00
000012,南  玻Ａ,4.38,-1.57,4.31,流出,-2762.86,-7.44,-434.19,-1.17,-2328.67,-6.27,1395.08,3.75,1367.78,3.68,2026-05-28T15:19:09+08:00,2026-05-28T15:19:52+08:00
000014,沙河股份,10.76,0.56,2.74,流出,-149.72,-2.11,-602.91,-8.49,453.19,6.38,224.64,3.16,-74.91,-1.05,2026-05-28T15:19:03+08:00,2026-05-28T15:19:52+08:00
000016,*ST康佳A,3.46,-1.42,1.86,流出,-498.41,-4.8,335.34,3.23,-833.75,-8.04,-44.12,-0.43,542.53,5.23,2026-05-28T15:19:03+08:00,2026-05-28T15:19:52+08:00
000017,深中华A,5.5,1.85,1.61,流出,-72.24,-1.86,0.0,0.0,-72.24,-1.86,222.53,5.73,-150.29,-3.87,2026-05-28T15:19:06+08:00,2026-05-28T15:19:52+08:00
000019,深粮控股,6.42,-0.77,2.17,流出,-623.55,-10.82,-104.12,-1.81,-519.42,-9.01,-75.63,-1.31,699.17,12.13,2026-05-28T15:19:00+08:00,2026-05-28T15:19:52+08:00
000020,深华发Ａ,12.68,1.6,2.61,流出,-160.12,-2.69,-245.48,-4.12,85.36,1.43,-352.87,-5.93,512.99,8.62,2026-05-28T15:19:06+08:00,2026-05-28T15:19:52+08:00
000021,深科技,42.65,-3.02,14.07,流出,-103348.77,-10.98,-130790.05,-13.9,27441.28,2.92,53914.19,5.73,49434.58,5.25,2026-05-28T15:19:12+08:00,2026-05-28T15:19:52+08:00
000025,特  力Ａ,14.24,0.07,0.92,流出,-296.92,-5.83,-0.32,-0.01,-296.6,-5.82,63.83,1.25,233.09,4.58,2026-05-28T15:19:03+08:00,2026-05-28T15:19:52+08:00
000026,飞亚达,23.06,2.08,7.33,流入,409.11,0.69,69.06,0.12,340.05,0.57,-4308.69,-7.21,3899.58,6.53,2026-05-28T15:19:06+08:00,2026-05-28T15:19:52+08:00
000027,深圳能源,8.05,4.68,2.66,流入,11493.32,11.54,4447.27,4.46,7046.05,7.07,-800.58,-0.8,-10692.74,-10.73,2026-05-28T15:19:09+08:00,2026-05-28T15:19:52+08:00
000028,国药一致,22.99,-1.67,0.54,流出,-557.85,-9.3,-191.71,-3.2,-366.14,-6.11,354.91,5.92,202.94,3.38,2026-05-28T15:19:15+08:00,2026-05-28T15:19:52+08:00
000029,深深房Ａ,25.08,-1.57,0.91,流入,2298.46,11.24,277.27,1.36,2021.19,9.89,105.47,0.52,-2403.93,-11.76,2026-05-28T15:19:09+08:00,2026-05-28T15:19:52+08:00
000030,富奥股份,4.59,-0.43,0.69,流入,167.18,3.15,24.01,0.45,143.16,2.7,-27.45,-0.52,-139.72,-2.64,2026-05-28T15:19:18+08:00,2026-05-28T15:19:52+08:00
000031,大悦城,2.54,1.6,0.72,流入,1474.51,18.87,866.56,11.09,607.95,7.78,-933.16,-11.94,-541.35,-6.93,2026-05-28T15:19:12+08:00,2026-05-28T15:19:52+08:00
000032,深桑达Ａ,17.63,1.03,2.52,流出,-1662.85,-3.32,-1533.68,-3.07,-129.17,-0.26,2224.19,4.45,-561.34,-1.12,2026-05-28T15:19:15+08:00,2026-05-28T15:19:52+08:00
000034,神州数码,26.27,1.51,4.59,流出,-5837.13,-5.79,-2467.95,-2.45,-3369.18,-3.34,-2668.58,-2.65,8505.71,8.44,2026-05-28T15:19:18+08:00,2026-05-28T15:19:52+08:00
000035,中国天楹,6.09,0.83,1.43,流入,1340.13,6.68,1567.15,7.81,-227.02,-1.13,-1592.35,-7.94,252.22,1.26,2026-05-28T15:19:21+08:00,2026-05-28T15:19:52+08:00
000036,华联控股,5.3,0.76,2.07,流出,-420.69,-2.76,-347.9,-2.29,-72.8,-0.48,-656.6,-4.31,1077.29,7.08,2026-05-28T15:19:24+08:00,2026-05-28T15:19:52+08:00
000037,深南电A,10.45,1.65,9.67,流入,16.77,0.05,-609.96,-1.79,626.73,1.84,-308.97,-0.91,292.2,0.86,2026-05-28T15:19:27+08:00,2026-05-28T15:19:52+08:00
000039,中集集团,11.15,7.83,3.99,流入,8614.8,8.64,1309.69,1.31,7305.1,7.33,2720.9,2.73,-11335.69,-11.37,2026-05-28T15:19:09+08:00,2026-05-28T15:19:52+08:00
000042,中洲控股,9.94,0.81,0.74,流出,-269.58,-5.51,138.36,2.83,-407.94,-8.34,84.47,1.73,185.11,3.78,2026-05-28T15:19:30+08:00,2026-05-28T15:19:52+08:00
000045,深纺织Ａ,11.91,1.79,1.46,流出,-389.49,-4.92,-19.24,-0.24,-370.25,-4.68,-289.68,-3.66,679.17,8.58,2026-05-28T15:19:12+08:00,2026-05-28T15:19:52+08:00
000048,京基智农,12.66,-1.48,1.36,流出,-876.59,-9.63,-354.48,-3.89,-522.11,-5.73,-269.25,-2.96,1145.84,12.58,2026-05-28T15:19:12+08:00,2026-05-28T15:19:52+08:00
000049,德赛电池,26.29,0.61,1.83,流出,-488.66,-2.66,-54.01,-0.29,-434.65,-2.37,-64.3,-0.35,552.95,3.01,2026-05-28T15:19:15+08:00,2026-05-28T15:19:52+08:00
000050,深天马Ａ,8.18,-0.49,1.86,流出,-2972.85,-8.07,-902.09,-2.45,-2070.76,-5.62,-1218.32,-3.31,4191.17,11.37,2026-05-28T15:19:21+08:00,2026-05-28T15:19:52+08:00
000055,方大集团,3.46,1.47,1.69,流出,-218.45,-5.51,-279.4,-7.05,60.95,1.54,87.31,2.2,131.14,3.31,2026-05-28T15:19:15+08:00,2026-05-28T15:19:52+08:00
000056,*ST皇庭,1.53,4.79,3.03,流入,356.67,8.64,338.56,8.2,18.11,0.44,-167.95,-4.07,-188.72,-4.57,2026-05-28T15:19:33+08:00,2026-05-28T15:19:52+08:00
000058,深 赛 格,7.22,1.12,0.67,流入,97.36,2.04,0.0,0.0,97.36,2.04,-114.47,-2.4,17.11,0.36,2026-05-28T15:19:36+08:00,2026-05-28T15:19:52+08:00
000059,华锦股份,4.5,-0.44,1.1,流出,-630.56,-7.92,-555.7,-6.98,-74.86,-0.94,483.02,6.07,147.54,1.85,2026-05-28T15:19:18+08:00,2026-05-28T15:19:52+08:00
000060,中金岭南,7.78,3.05,5.52,流入,7021.33,3.74,-1619.14,-0.86,8640.48,4.6,6027.52,3.21,-13048.86,-6.95,2026-05-28T15:19:18+08:00,2026-05-28T15:19:52+08:00
000061,农 产 品,6.34,-1.55,0.62,流出,-796.76,-11.28,-189.1,-2.68,-607.66,-8.6,-342.66,-4.85,1139.42,16.13,2026-05-28T15:19:21+08:00,2026-05-28T15:19:52+08:00
000062,深圳华强,31.29,-1.97,3.61,流出,-7088.76,-6.02,-3236.38,-2.75,-3852.39,-3.27,136.16,0.12,6952.6,5.91,2026-05-28T15:19:21+08:00,2026-05-28T15:19:52+08:00
000063,中兴通讯,38.3,9.99,5.53,流入,223188.06,27.34,243393.49,29.82,-20205.43,-2.48,-101326.26,-12.41,-121861.8,-14.93,2026-05-28T15:19:12+08:00,2026-05-28T15:19:52+08:00
000065,北方国际,12.04,-3.68,2.35,流出,-2841.11,-10.2,-113.48,-0.41,-2727.63,-9.79,100.58,0.36,2740.54,9.83,2026-05-28T15:19:39+08:00,2026-05-28T15:19:52+08:00
000066,中国长城,18.71,1.91,5.4,流入,1382.25,0.43,1079.02,0.33,303.23,0.09,-680.07,-0.21,-702.18,-0.22,2026-05-28T15:19:42+08:00,2026-05-28T15:19:52+08:00
000068,华控赛格,3.23,9.86,2.13,流入,2482.25,36.5,1185.47,17.43,1296.78,19.07,-876.87,-12.9,-1605.38,-23.61,2026-05-28T15:19:45+08:00,2026-05-28T15:19:52+08:00
000069,华侨城Ａ,1.88,0.53,0.65,流出,-1189.43,-14.18,-1059.79,-12.64,-129.64,-1.55,164.91,1.97,1024.52,12.22,2026-05-28T15:19:24+08:00,2026-05-28T15:19:52+08:00
000070,特发信息,17.84,3.66,6.9,流入,959.87,0.93,2494.32,2.42,-1534.46,-1.49,-21.13,-0.02,-938.74,-0.91,2026-05-28T15:19:15+08:00,2026-05-28T15:19:52+08:00
000078,ST海王,1.6,5.26,5.0,流入,2497.31,12.05,728.1,3.51,1769.21,8.54,-932.48,-4.5,-1564.83,-7.55,2026-05-28T15:19:24+08:00,2026-05-28T15:19:52+08:00
000088,盐 田 港,4.42,-0.9,0.93,流出,-1412.79,-10.84,-1212.44,-9.31,-200.36,-1.54,965.54,7.41,447.26,3.43,2026-05-28T15:19:18+08:00,2026-05-28T15:19:52+08:00
000089,深圳机场,6.68,-1.18,0.41,流入,301.46,5.37,198.78,3.54,102.69,1.83,-221.92,-3.95,-79.54,-1.42,2026-05-28T15:19:21+08:00,2026-05-28T15:19:52+08:00
000090,天健集团,3.5,10.06,1.62,流入,4089.63,39.48,5149.23,49.71,-1059.6,-10.23,-1621.17,-15.65,-2468.47,-23.83,2026-05-28T15:19:48+08:00,2026-05-28T15:19:52+08:00
000096,广聚能源,8.22,0.49,1.04,流出,-271.95,-6.27,0.0,0.0,-271.95,-6.27,64.73,1.49,207.22,4.78,2026-05-28T15:19:27+08:00,2026-05-28T15:19:52+08:00
000099,中信海直,15.95,-1.24,1.28,流出,-2122.96,-13.44,13.55,0.09,-2136.51,-13.52,-17.7,-0.11,2140.66,13.55,2026-05-28T15:19:24+08:00,2026-05-28T15:19:52+08:00
000100,TCL科技,4.59,-1.92,5.12,流出,-13526.48,-3.02,5072.89,1.13,-18599.37,-4.15,2814.09,0.63,10712.39,2.39,2026-05-28T15:19:51+08:00,2026-05-28T15:19:52+08:00
000151,中成股份,12.1,3.6,4.87,流出,-350.91,-1.96,-607.44,-3.4,256.54,1.43,554.23,3.1,-203.33,-1.14,2026-05-28T15:19:27+08:00,2026-05-28T15:19:52+08:00
000153,丰原药业,5.67,-0.53,1.46,流出,-360.58,-9.48,-203.9,-5.36,-156.68,-4.12,194.94,5.13,165.64,4.36,2026-05-28T15:19:30+08:00,2026-05-28T15:19:52+08:00
000155,川能动力,14.03,0.43,2.02,流出,-3123.11,-6.04,-431.96,-0.84,-2691.16,-5.21,-935.55,-1.81,4058.66,7.85,2026-05-28T15:19:24+08:00,2026-05-28T15:19:52+08:00
000156,华数传媒,6.93,-2.26,0.81,流出,-683.11,-7.09,-568.26,-5.89,-114.85,-1.19,73.95,0.77,609.16,6.32,2026-05-28T15:18:54+08:00,2026-05-28T15:19:52+08:00
000157,中联重科,7.21,-0.55,0.78,流出,-4203.52,-10.67,-3075.92,-7.81,-1127.6,-2.86,-739.74,-1.88,4943.26,12.55,2026-05-28T15:18:57+08:00,2026-05-28T15:19:52+08:00
000158,常山北明,15.84,-0.06,1.56,流出,-412.45,-1.06,213.31,0.55,-625.76,-1.6,-1537.44,-3.94,1949.89,4.99,2026-05-28T15:19:27+08:00,2026-05-28T15:19:52+08:00
000159,国际实业,6.67,0.76,3.83,流入,607.06,5.03,-117.2,-0.97,724.26,6.0,-542.84,-4.49,-64.22,-0.53,2026-05-28T15:19:33+08:00,2026-05-28T15:19:52+08:00
000166,申万宏源,4.36,-2.02,0.43,流出,-3129.19,-7.34,-3725.45,-8.74,596.26,1.4,2323.06,5.45,806.13,1.89,2026-05-28T15:19:00+08:00,2026-05-28T15:19:52+08:00
000301,东方盛虹,12.2,-0.33,0.27,流出,-1464.92,-6.7,-1312.08,-6.0,-152.84,-0.7,3198.94,14.64,-1734.02,-7.93,2026-05-28T15:19:30+08:00,2026-05-28T15:19:52+08:00
000333,美的集团,78.95,-1.35,0.35,流入,288.71,0.15,14.48,0.01,274.22,0.14,301.64,0.16,-590.34,-0.31,2026-05-28T15:19:33+08:00,2026-05-28T15:19:52+08:00
000338,潍柴动力,35.31,2.35,1.92,流入,6496.57,1.97,-2620.87,-0.79,9117.44,2.76,-5307.94,-1.61,-1188.63,-0.36,2026-05-28T15:19:27+08:00,2026-05-28T15:19:52+08:00
000400,许继电气,26.7,1.21,2.52,流入,1056.66,1.56,-195.82,-0.29,1252.47,1.85,301.25,0.45,-1357.91,-2.01,2026-05-28T15:19:36+08:00,2026-05-28T15:19:52+08:00
