代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000598,兴蓉环境,6.54,-1.65,0.97,流入,312.01,1.63,-1583.89,-8.28,1895.89,9.91,-1276.95,-6.67,964.94,5.04,2026-07-03T15:15:54+08:00,2026-07-03T15:16:30+08:00
000599,青岛双星,4.41,2.08,1.9,流入,273.2,3.99,410.65,6.0,-137.45,-2.01,-621.61,-9.08,348.41,5.09,2026-07-03T15:15:45+08:00,2026-07-03T15:16:30+08:00
000600,建投能源,9.01,-1.53,2.91,流出,-3212.12,-11.16,-1378.84,-4.79,-1833.27,-6.37,1067.68,3.71,2144.44,7.45,2026-07-03T15:15:48+08:00,2026-07-03T15:16:30+08:00
000601,韶能股份,6.6,-6.78,14.21,流入,3024.83,3.06,2369.29,2.39,655.54,0.66,1258.72,1.27,-4283.56,-4.33,2026-07-03T15:15:51+08:00,2026-07-03T15:16:30+08:00
000603,盛达资源,24.42,-1.21,11.23,流出,-3103.67,-1.65,-1070.72,-0.57,-2032.95,-1.08,3042.97,1.62,60.7,0.03,2026-07-03T15:15:57+08:00,2026-07-03T15:16:30+08:00
000605,渤海股份,5.6,1.08,1.44,流入,9.09,0.32,0.0,0.0,9.09,0.32,-14.52,-0.51,5.43,0.19,2026-07-03T15:16:00+08:00,2026-07-03T15:16:30+08:00
000607,华媒控股,3.23,1.25,1.61,流出,-8.99,-0.2,-237.02,-5.17,228.03,4.97,-451.34,-9.84,460.34,10.03,2026-07-03T15:16:06+08:00,2026-07-03T15:16:30+08:00
000608,阳光股份,5.96,-1.65,3.15,流出,-942.77,-6.63,-647.77,-4.55,-295.0,-2.07,-111.31,-0.78,1054.09,7.41,2026-07-03T15:16:09+08:00,2026-07-03T15:16:30+08:00
000609,*ST中迪,12.92,-5.0,3.45,流出,-2209.08,-16.91,-1784.72,-13.66,-424.36,-3.25,525.04,4.02,1684.05,12.89,2026-07-03T15:15:54+08:00,2026-07-03T15:16:30+08:00
000610,*ST西旅,6.06,1.51,1.47,流入,37.25,1.78,0.0,0.0,37.25,1.78,119.72,5.72,-156.97,-7.5,2026-07-03T15:16:12+08:00,2026-07-03T15:16:30+08:00
