代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000016,深康佳Ａ,3.27,-3.54,流出,-32.36,-0.31,312.69,3.02,-345.04,-3.33,-911.73,-8.81,944.08,9.12,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000017,深中华A,6.35,-2.16,流入,301.66,7.59,0.0,0.0,301.66,7.59,-69.87,-1.76,-231.79,-5.83,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000019,深粮控股,8.09,5.06,流入,1108.75,3.59,-215.57,-0.7,1324.33,4.29,-284.21,-0.92,-824.54,-2.67,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000020,深华发Ａ,15.49,-2.46,流出,-1208.73,-17.24,-138.59,-1.98,-1070.14,-15.26,-6.03,-0.09,1214.76,17.32,2026-04-23T13:55:33+08:00,2026-04-23T13:55:38+08:00
000021,深科技,28.87,-2.0,流出,-20986.56,-11.77,-14673.01,-8.23,-6313.54,-3.54,3744.94,2.1,17241.62,9.67,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000025,特  力Ａ,15.7,-1.38,流出,-237.19,-5.12,0.0,0.0,-237.19,-5.12,78.96,1.7,158.23,3.42,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000026,飞亚达,18.23,4.77,流入,3631.54,7.86,4444.15,9.61,-812.6,-1.76,-1088.83,-2.36,-2542.71,-5.5,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000027,深圳能源,7.02,1.59,流出,-2057.74,-5.87,204.46,0.58,-2262.21,-6.45,473.21,1.35,1584.53,4.52,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000028,国药一致,25.06,-0.52,流入,374.55,4.8,-152.74,-1.96,527.29,6.76,31.6,0.41,-406.15,-5.21,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000029,深深房Ａ,20.4,1.29,流出,-184.23,-2.55,387.75,5.36,-571.98,-7.91,319.47,4.42,-135.24,-1.87,2026-04-23T13:55:30+08:00,2026-04-23T13:55:38+08:00
000030,富奥股份,5.21,-2.43,流入,350.33,2.35,226.8,1.52,123.53,0.83,517.61,3.47,-867.94,-5.82,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000031,大悦城,2.89,-0.34,流入,197.3,4.11,98.03,2.04,99.27,2.07,-230.42,-4.8,33.12,0.69,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000032,深桑达Ａ,18.38,-0.27,流出,-972.92,-4.55,-205.0,-0.96,-767.92,-3.59,577.25,2.7,395.67,1.85,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000034,神州数码,36.81,-1.68,流出,-8280.47,-16.91,-4927.43,-10.06,-3353.05,-6.85,2253.17,4.6,6027.31,12.31,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000035,中国天楹,6.96,-0.85,流入,85.44,0.34,-432.73,-1.73,518.17,2.07,-524.68,-2.1,439.24,1.76,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000036,华联控股,5.05,-1.37,流出,-186.87,-1.52,185.11,1.5,-371.99,-3.02,161.67,1.31,25.2,0.2,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000037,深南电A,11.61,2.93,流出,-464.98,-0.79,70.08,0.12,-535.06,-0.9,647.88,1.1,-182.9,-0.31,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000039,中集集团,11.33,-2.33,流出,-4276.96,-11.87,12.34,0.03,-4289.29,-11.91,678.35,1.88,3598.61,9.99,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000042,中洲控股,9.08,0.67,流出,-677.4,-10.13,-527.39,-7.89,-150.01,-2.24,644.12,9.63,33.29,0.5,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000045,深纺织Ａ,11.72,-1.84,流出,-703.18,-11.34,-481.38,-7.76,-221.8,-3.58,-288.4,-4.65,991.58,15.99,2026-04-23T13:55:33+08:00,2026-04-23T13:55:38+08:00
000048,京基智农,14.5,-1.89,流出,-3098.52,-23.63,-296.61,-2.26,-2801.91,-21.37,-279.04,-2.13,3377.56,25.76,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000049,德赛电池,28.85,-4.38,流出,-7431.1,-10.36,-5928.55,-8.26,-1502.55,-2.09,421.97,0.59,7009.14,9.77,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000050,深天马Ａ,8.34,-1.88,流出,-1089.8,-8.33,-814.68,-6.22,-275.11,-2.1,481.52,3.68,608.28,4.65,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000055,方大集团,3.4,0.29,流出,-74.25,-3.34,54.07,2.43,-128.32,-5.77,-114.67,-5.16,188.92,8.5,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000056,皇庭国际,1.94,-2.02,流入,542.34,4.4,353.81,2.87,188.53,1.53,-750.73,-6.09,208.4,1.69,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000058,深 赛 格,8.04,-0.99,流出,-466.74,-7.53,133.79,2.16,-600.53,-9.69,51.85,0.84,414.89,6.69,2026-04-23T13:55:27+08:00,2026-04-23T13:55:38+08:00
000059,华锦股份,5.29,0.95,流出,-282.43,-2.22,79.8,0.63,-362.23,-2.85,-405.59,-3.19,688.02,5.41,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000060,中金岭南,6.5,-4.55,流出,-8261.59,-9.99,-6349.69,-7.68,-1911.9,-2.31,3718.67,4.5,4542.93,5.49,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000061,农 产 品,7.51,0.13,流出,-377.51,-5.59,-175.51,-2.6,-202.0,-2.99,-402.16,-5.96,779.66,11.55,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000062,深圳华强,31.21,-4.38,流出,-23946.22,-12.03,-20010.38,-10.05,-3935.84,-1.98,4196.11,2.11,19750.11,9.92,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000063,中兴通讯,36.88,-1.23,流出,-64969.9,-15.23,-51689.61,-12.11,-13280.29,-3.11,7693.36,1.8,57276.54,13.42,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000065,北方国际,13.67,-2.84,流出,-5317.81,-14.27,-4717.74,-12.66,-600.08,-1.61,-151.51,-0.41,5469.32,14.68,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000066,中国长城,16.15,3.46,流入,58221.52,16.73,44149.65,12.68,14071.88,4.04,-19166.1,-5.51,-39055.42,-11.22,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000068,华控赛格,3.18,-0.31,流出,-122.47,-3.86,103.75,3.27,-226.22,-7.12,-39.75,-1.25,162.22,5.11,2026-04-23T13:55:21+08:00,2026-04-23T13:55:38+08:00
000069,华侨城Ａ,2.17,-1.36,流出,-755.85,-10.63,-136.45,-1.92,-619.4,-8.71,147.07,2.07,608.78,8.56,2026-04-23T13:55:30+08:00,2026-04-23T13:55:38+08:00
000070,特发信息,20.98,-1.27,流出,-3858.83,-1.9,-2060.2,-1.01,-1798.63,-0.89,-4937.98,-2.43,8796.8,4.33,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000078,海王生物,3.37,-5.07,流出,-5660.83,-13.04,-2850.76,-6.57,-2810.07,-6.47,-1215.64,-2.8,6876.47,15.84,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000088,盐 田 港,4.5,-0.88,流出,-536.64,-5.3,-304.47,-3.01,-232.17,-2.29,1568.23,15.49,-1031.58,-10.19,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000089,深圳机场,6.88,0.0,流出,-279.34,-6.28,-259.3,-5.83,-20.05,-0.45,24.12,0.54,255.22,5.74,2026-04-23T13:55:27+08:00,2026-04-23T13:55:38+08:00
000090,天健集团,3.59,-1.64,流出,-1212.51,-16.11,-817.01,-10.86,-395.49,-5.26,862.47,11.46,350.03,4.65,2026-04-23T13:55:30+08:00,2026-04-23T13:55:38+08:00
000096,广聚能源,9.76,1.35,流入,870.95,10.42,313.19,3.75,557.76,6.67,-482.25,-5.77,-388.7,-4.65,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000099,中信海直,17.93,-0.94,流出,-1365.64,-12.32,-706.1,-6.37,-659.54,-5.95,-331.63,-2.99,1697.27,15.32,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000100,TCL科技,4.26,-2.07,流出,-25183.06,-19.07,-24888.27,-18.85,-294.79,-0.22,14134.51,10.71,11048.55,8.37,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000151,中成股份,10.56,-2.4,流出,-162.59,-2.6,-198.29,-3.17,35.7,0.57,401.56,6.42,-238.97,-3.82,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000153,丰原药业,6.34,-2.31,流入,159.78,2.53,14.32,0.23,145.46,2.3,-529.88,-8.4,370.1,5.86,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000155,川能动力,16.87,-1.46,流出,-7374.07,-6.78,-5731.42,-5.27,-1642.66,-1.51,4134.66,3.8,3239.42,2.98,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000156,华数传媒,7.53,0.27,流出,-64.93,-0.91,-457.62,-6.44,392.69,5.53,-269.05,-3.79,333.98,4.7,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000157,中联重科,8.03,-0.37,流出,-4240.32,-11.81,-3827.24,-10.66,-413.08,-1.15,1844.31,5.13,2396.01,6.67,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000158,常山北明,18.56,2.54,流入,6312.14,6.16,3690.77,3.6,2621.36,2.56,-86.24,-0.08,-6225.9,-6.07,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000159,国际实业,6.71,2.29,流入,1371.65,6.48,-200.48,-0.95,1572.13,7.43,-470.2,-2.22,-901.46,-4.26,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000166,申万宏源,4.65,-0.85,流出,-2240.63,-7.48,-3176.25,-10.61,935.61,3.13,2071.23,6.92,169.41,0.57,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000301,东方盛虹,12.51,-3.17,流出,-1932.63,-6.24,476.29,1.54,-2408.92,-7.78,-993.46,-3.21,2926.08,9.45,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000333,美的集团,80.02,0.91,流入,12918.16,6.73,13417.44,6.99,-499.28,-0.26,-6501.0,-3.39,-6417.15,-3.35,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000338,潍柴动力,29.54,5.58,流出,-39158.04,-7.46,-23276.61,-4.43,-15881.44,-3.02,33729.09,6.42,5428.96,1.03,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000400,许继电气,26.2,-0.15,流出,-7779.49,-11.5,-6776.21,-10.01,-1003.28,-1.48,3586.91,5.3,4192.58,6.2,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000401,金隅冀东,4.68,0.43,流出,-259.06,-5.95,-640.64,-14.71,381.58,8.76,-342.7,-7.87,601.76,13.82,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000402,金 融 街,2.68,-2.55,流出,-1121.85,-14.71,-741.73,-9.73,-380.12,-4.99,384.32,5.04,737.53,9.67,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000403,派林生物,12.68,-0.94,流出,-1220.55,-21.96,-111.01,-2.0,-1109.54,-19.97,340.61,6.13,879.94,15.83,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000404,长虹华意,8.69,7.42,流入,2984.08,5.17,2086.65,3.62,897.43,1.56,-684.06,-1.19,-2300.01,-3.99,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000407,胜利股份,4.74,0.42,流出,-413.13,-4.98,-407.1,-4.91,-6.03,-0.07,617.01,7.44,-203.88,-2.46,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000408,藏格矿业,87.56,-0.83,流出,-1814.47,-1.64,-6289.42,-5.68,4474.95,4.04,-900.43,-0.81,2714.9,2.45,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000409,云鼎科技,10.15,-5.58,流出,-993.12,-7.19,-349.07,-2.53,-644.05,-4.66,1611.37,11.66,-618.25,-4.48,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000410,沈阳机床,6.71,-1.76,流出,-551.32,-7.03,149.95,1.91,-701.27,-8.95,428.0,5.46,123.32,1.57,2026-04-23T13:55:33+08:00,2026-04-23T13:55:38+08:00
000411,英特集团,11.16,3.14,流出,-410.84,-3.99,147.82,1.44,-558.66,-5.42,-628.75,-6.1,1039.59,10.09,2026-04-23T13:55:33+08:00,2026-04-23T13:55:38+08:00
000415,渤海租赁,4.54,-3.81,流出,-6647.4,-20.19,-4995.17,-15.17,-1652.23,-5.02,2967.21,9.01,3680.19,11.18,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000417,合百集团,6.37,-1.85,流出,-1522.17,-24.63,-534.67,-8.65,-987.5,-15.98,455.57,7.37,1066.59,17.25,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000419,通程控股,5.6,0.18,流出,-627.37,-11.25,-39.44,-0.71,-587.93,-10.55,-273.03,-4.9,900.41,16.15,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000420,吉林化纤,5.29,0.19,流出,-1997.25,-3.56,-1705.38,-3.04,-291.87,-0.52,-315.97,-0.56,2313.22,4.12,2026-04-23T13:55:33+08:00,2026-04-23T13:55:38+08:00
000421,南京公用,5.99,0.17,流出,-185.92,-4.54,-216.4,-5.29,30.48,0.74,369.61,9.03,-183.68,-4.49,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000422,湖北宜化,16.24,-2.7,流出,-5317.32,-8.35,-3317.01,-5.21,-2000.31,-3.14,2808.08,4.41,2509.24,3.94,2026-04-23T13:55:36+08:00,2026-04-23T13:55:38+08:00
000423,东阿阿胶,52.15,-0.52,流入,1054.59,4.42,-224.13,-0.94,1278.71,5.36,-542.27,-2.27,-512.32,-2.15,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000425,徐工机械,9.84,-1.3,流出,-9153.15,-13.07,-8694.39,-12.41,-458.77,-0.65,1647.28,2.35,7505.87,10.72,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000426,兴业银锡,40.85,-6.35,流出,-58781.27,-19.43,-36699.78,-12.13,-22081.49,-7.3,15831.18,5.23,42950.09,14.19,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000428,华天酒店,3.75,-1.57,流入,239.68,5.5,338.38,7.76,-98.7,-2.26,-235.3,-5.4,-4.38,-0.1,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000429,粤高速Ａ,12.78,0.79,流入,39.06,0.8,184.72,3.79,-145.65,-2.99,30.33,0.62,-69.39,-1.42,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000498,山东路桥,5.76,0.17,流出,-307.17,-5.63,-104.07,-1.91,-203.1,-3.72,-153.15,-2.81,460.32,8.43,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000501,武商集团,8.28,0.0,流出,-666.99,-15.69,0.0,0.0,-666.99,-15.69,150.65,3.54,516.34,12.14,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000503,国新健康,7.58,2.85,流入,1046.68,4.54,317.31,1.38,729.37,3.17,985.48,4.28,-2032.16,-8.82,2026-04-23T13:55:27+08:00,2026-04-23T13:55:41+08:00
000505,京粮控股,6.49,-0.46,流出,-93.98,-1.77,117.52,2.21,-211.5,-3.98,-102.76,-1.93,196.75,3.7,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000506,招金黄金,16.41,-6.12,流出,-10813.85,-18.52,-2258.63,-3.87,-8555.21,-14.65,-2409.16,-4.13,13223.0,22.64,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000507,珠海港,5.27,0.38,流入,457.37,7.35,-101.44,-1.63,558.81,8.98,-218.36,-3.51,-239.01,-3.84,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000509,华塑控股,3.51,-2.23,流出,-388.0,-7.85,-178.88,-3.62,-209.11,-4.23,18.6,0.38,369.39,7.47,2026-04-23T13:55:27+08:00,2026-04-23T13:55:41+08:00
000510,新金路,13.48,-8.61,流出,-11511.15,-12.9,-4462.87,-5.0,-7048.28,-7.9,1729.92,1.94,9781.23,10.96,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000513,丽珠集团,33.55,-0.45,流出,-372.02,-3.94,-147.4,-1.56,-224.63,-2.38,835.2,8.84,-463.17,-4.9,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000514,渝 开 发,4.71,-1.05,流出,-167.86,-6.86,0.0,0.0,-167.86,-6.86,-92.03,-3.76,259.89,10.62,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000516,国际医学,4.58,-0.87,流出,-1146.93,-12.68,-506.47,-5.6,-640.47,-7.08,5.84,0.06,1141.09,12.61,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000517,荣安地产,1.87,-0.53,流出,-135.83,-4.99,-93.0,-3.42,-42.83,-1.57,38.48,1.41,97.34,3.58,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000519,中兵红箭,17.73,-1.06,流出,-1940.01,-6.65,-524.41,-1.8,-1415.6,-4.85,96.85,0.33,1843.16,6.32,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000520,凤凰航运,3.91,-1.51,流出,-497.09,-13.87,-208.9,-5.83,-288.19,-8.04,-179.01,-5.0,676.1,18.87,2026-04-23T13:55:36+08:00,2026-04-23T13:55:41+08:00
000521,长虹美菱,5.69,1.25,流入,383.27,6.59,535.64,9.21,-152.37,-2.62,-442.57,-7.61,59.3,1.02,2026-04-23T13:55:36+08:00,2026-04-23T13:55:41+08:00
000523,红棉股份,3.19,-1.24,流出,-212.58,-5.04,101.69,2.41,-314.28,-7.45,55.21,1.31,157.38,3.73,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000524,岭南控股,10.11,-1.08,流入,77.13,1.13,325.17,4.78,-248.04,-3.64,-139.85,-2.06,62.73,0.92,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000525,红太阳,5.6,-1.41,流出,-848.89,-8.82,-1114.29,-11.58,265.41,2.76,75.42,0.78,773.47,8.04,2026-04-23T13:55:36+08:00,2026-04-23T13:55:41+08:00
000526,学大教育,34.54,1.41,流出,-138.76,-1.18,-60.24,-0.51,-78.52,-0.67,-123.45,-1.05,262.22,2.23,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000528,柳    工,9.75,-0.71,流入,29.98,0.18,-1068.29,-6.42,1098.26,6.6,1113.12,6.69,-1143.09,-6.87,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000529,广弘控股,5.5,-1.61,流出,-667.91,-22.6,-632.04,-21.39,-35.87,-1.21,578.69,19.58,89.22,3.02,2026-04-23T13:55:36+08:00,2026-04-23T13:55:41+08:00
000530,冰山冷热,5.96,-2.3,流出,-1422.4,-15.7,-482.72,-5.33,-939.69,-10.37,87.24,0.96,1335.17,14.73,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000531,穗恒运Ａ,7.15,1.56,流出,-1094.59,-4.37,-840.14,-3.36,-254.44,-1.02,129.51,0.52,965.07,3.85,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000532,华金资本,13.73,-0.72,流入,287.79,3.69,284.81,3.65,2.98,0.04,113.41,1.45,-401.2,-5.14,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000533,顺钠股份,14.45,-9.97,流出,-19788.12,-14.62,-7458.74,-5.51,-12329.38,-9.11,-4222.34,-3.12,24010.46,17.74,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000534,万泽股份,44.44,4.1,流出,-3608.34,-2.55,-1854.83,-1.31,-1753.51,-1.24,1735.78,1.23,1872.56,1.32,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000536,华映科技,4.1,-1.91,流出,-1051.62,-8.65,232.97,1.92,-1284.59,-10.56,-741.48,-6.1,1793.1,14.74,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000537,绿发电力,11.65,10.01,流入,23076.88,14.7,24620.86,15.68,-1543.98,-0.98,-7435.42,-4.74,-15641.45,-9.96,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000538,云南白药,54.32,-0.29,流入,710.56,2.64,741.5,2.75,-30.94,-0.11,1756.01,6.51,-2466.57,-9.15,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000539,粤电力Ａ,7.21,10.08,流入,11655.41,6.7,12054.31,6.93,-398.9,-0.23,-1423.14,-0.82,-10232.27,-5.89,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000541,佛山照明,5.63,-1.4,流出,-124.14,-3.8,91.47,2.8,-215.6,-6.59,121.47,3.71,2.67,0.08,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000543,皖能电力,8.27,0.36,流出,-2541.65,-8.8,-1437.72,-4.98,-1103.93,-3.82,626.79,2.17,1914.86,6.63,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000544,中原环保,8.39,0.96,流入,21.83,0.46,-471.2,-9.97,493.03,10.44,-283.45,-6.0,261.63,5.54,2026-04-23T13:55:36+08:00,2026-04-23T13:55:41+08:00
000545,金浦钛业,2.89,-3.99,流出,-1685.74,-12.9,-232.62,-1.78,-1453.12,-11.12,164.05,1.26,1521.69,11.64,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000546,金圆股份,6.56,-1.94,流出,-3912.37,-9.23,-47.56,-0.11,-3864.81,-9.12,-1901.01,-4.48,5813.38,13.71,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000547,航天发展,26.4,-2.94,流出,-55647.09,-19.38,-28200.88,-9.82,-27446.21,-9.56,-5392.73,-1.88,61039.82,21.26,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000548,湖南投资,5.14,-0.77,流入,82.48,2.42,309.0,9.06,-226.52,-6.64,-141.63,-4.15,59.14,1.73,2026-04-23T13:55:27+08:00,2026-04-23T13:55:41+08:00
000550,江铃汽车,19.21,-0.41,流入,12.35,0.21,0.0,0.0,12.35,0.21,-301.27,-5.19,288.92,4.98,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000551,创元科技,15.08,2.17,流入,2081.34,5.84,1878.49,5.28,202.85,0.57,1377.7,3.87,-3459.03,-9.71,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000552,甘肃能化,2.65,1.15,流入,2898.1,13.99,1789.33,8.64,1108.77,5.35,-1073.31,-5.18,-1824.79,-8.81,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000553,安道麦A,6.11,0.0,流出,-328.17,-9.09,-426.14,-11.81,97.96,2.71,114.61,3.17,213.57,5.92,2026-04-23T13:55:21+08:00,2026-04-23T13:55:41+08:00
000554,泰山石油,8.01,2.56,流入,1504.43,6.76,454.06,2.04,1050.37,4.72,4.05,0.02,-1508.48,-6.77,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000555,神州信息,15.02,-3.1,流出,-6824.15,-19.48,-2773.85,-7.92,-4050.3,-11.56,-399.23,-1.14,7223.38,20.62,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000557,西部创业,4.62,-1.07,流出,-412.45,-18.16,-138.9,-6.12,-273.55,-12.05,278.85,12.28,133.6,5.88,2026-04-23T13:55:30+08:00,2026-04-23T13:55:41+08:00
000558,天府文旅,4.28,-2.95,流出,-1770.27,-12.36,-700.09,-4.89,-1070.18,-7.47,575.71,4.02,1194.56,8.34,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000559,万向钱潮,18.44,7.52,流入,22359.9,7.9,19723.63,6.97,2636.28,0.93,-10631.56,-3.76,-11728.34,-4.14,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000560,我爱我家,2.91,-1.02,流出,-4530.42,-24.76,-5560.65,-30.39,1030.23,5.63,2189.36,11.97,2341.06,12.79,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000561,烽火电子,9.68,-2.12,流出,-1320.46,-13.81,-253.27,-2.65,-1067.19,-11.16,-995.08,-10.4,2315.53,24.21,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
000563,陕国投Ａ,3.37,-0.88,流出,-513.42,-5.47,-804.67,-8.58,291.25,3.1,418.6,4.46,94.83,1.01,2026-04-23T13:55:39+08:00,2026-04-23T13:55:41+08:00
