代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.24,0.1,0.58,流入,4853.22,4.24,8558.07,7.48,-3704.85,-3.24,59.39,0.05,-4912.61,-4.29,2026-06-29T15:05:42+08:00,2026-06-29T15:06:28+08:00
000002,万  科Ａ,3.04,1.0,1.6,流入,4125.39,8.77,1951.13,4.15,2174.25,4.62,-1402.87,-2.98,-2722.52,-5.79,2026-06-29T15:05:42+08:00,2026-06-29T15:06:28+08:00
000004,国华退,0.31,10.71,7.38,流入,31.3,11.2,44.81,16.04,-13.51,-4.83,6.94,2.49,-38.24,-13.69,2026-06-29T15:05:45+08:00,2026-06-29T15:06:28+08:00
000006,深振业Ａ,7.33,2.23,1.68,流出,-41.58,-0.25,407.69,2.47,-449.27,-2.72,-8.75,-0.05,50.34,0.3,2026-06-29T15:05:42+08:00,2026-06-29T15:06:28+08:00
000007,全新好,12.29,-2.92,1.71,流出,-722.43,-9.85,-520.13,-7.09,-202.29,-2.76,167.2,2.28,555.23,7.57,2026-06-29T15:05:45+08:00,2026-06-29T15:06:28+08:00
000008,神州高铁,2.35,4.44,1.81,流入,879.08,7.87,489.88,4.38,389.2,3.48,-32.34,-0.29,-846.74,-7.58,2026-06-29T15:05:42+08:00,2026-06-29T15:06:28+08:00
000009,中国宝安,6.14,-0.81,1.2,流出,-2197.11,-11.59,-1066.48,-5.63,-1130.63,-5.96,-660.39,-3.48,2857.5,15.07,2026-06-29T15:05:48+08:00,2026-06-29T15:06:28+08:00
000010,*ST美丽,1.7,-4.49,2.25,流出,-220.01,-6.55,-117.59,-3.5,-102.42,-3.05,-22.59,-0.67,242.6,7.23,2026-06-29T15:05:48+08:00,2026-06-29T15:06:28+08:00
000011,深物业A,6.58,-0.75,0.69,流出,-19.92,-0.83,-109.49,-4.57,89.57,3.74,-143.23,-5.98,163.16,6.81,2026-06-29T15:05:51+08:00,2026-06-29T15:06:28+08:00
000012,南  玻Ａ,4.69,-2.29,5.89,流出,-2652.15,-4.86,-1422.77,-2.61,-1229.38,-2.25,1649.65,3.02,1002.49,1.84,2026-06-29T15:05:42+08:00,2026-06-29T15:06:28+08:00
000014,沙河股份,9.18,-1.08,2.24,流出,-117.2,-2.36,0.0,0.0,-117.2,-2.36,-250.66,-5.06,367.87,7.42,2026-06-29T15:05:51+08:00,2026-06-29T15:06:28+08:00
000016,*ST康佳A,2.19,-5.19,1.82,流出,-667.27,-10.37,-134.51,-2.09,-532.76,-8.28,363.77,5.65,303.5,4.72,2026-06-29T15:05:45+08:00,2026-06-29T15:06:28+08:00
000017,深中华A,5.56,10.1,4.88,流入,1907.49,16.52,1387.38,12.02,520.11,4.5,-77.53,-0.67,-1829.96,-15.85,2026-06-29T15:05:45+08:00,2026-06-29T15:06:28+08:00
000019,深粮控股,5.8,1.93,1.67,流出,-7.03,-0.18,71.52,1.81,-78.55,-1.99,-330.58,-8.37,337.61,8.55,2026-06-29T15:05:54+08:00,2026-06-29T15:06:28+08:00
000020,深华发Ａ,10.76,-0.83,2.42,流出,-269.92,-5.77,0.0,0.0,-269.92,-5.77,-82.09,-1.75,352.01,7.52,2026-06-29T15:05:48+08:00,2026-06-29T15:06:28+08:00
000021,深科技,58.86,10.0,15.22,流入,96554.96,7.01,196661.35,14.28,-100106.39,-7.27,-73260.5,-5.32,-23294.45,-1.69,2026-06-29T15:05:45+08:00,2026-06-29T15:06:28+08:00
000025,特  力Ａ,13.32,-8.01,2.31,流出,-2277.6,-18.56,-266.3,-2.17,-2011.3,-16.39,669.42,5.46,1608.18,13.1,2026-06-29T15:05:54+08:00,2026-06-29T15:06:28+08:00
000026,飞亚达,19.58,-0.71,2.86,流出,-1099.65,-5.42,-68.43,-0.34,-1031.23,-5.08,-374.58,-1.85,1474.23,7.27,2026-06-29T15:05:48+08:00,2026-06-29T15:06:28+08:00
000027,深圳能源,6.35,-0.94,0.79,流入,684.0,2.91,-40.36,-0.17,724.36,3.08,860.73,3.66,-1544.73,-6.56,2026-06-29T15:05:51+08:00,2026-06-29T15:06:28+08:00
000028,国药一致,19.4,1.57,0.52,流出,-176.46,-3.36,0.0,0.0,-176.46,-3.36,-551.02,-10.49,727.49,13.85,2026-06-29T15:05:51+08:00,2026-06-29T15:06:28+08:00
000029,深深房Ａ,22.06,-5.48,1.26,流出,-3005.82,-11.75,-2851.45,-11.15,-154.37,-0.6,2250.47,8.8,755.34,2.95,2026-06-29T15:05:57+08:00,2026-06-29T15:06:28+08:00
000030,富奥股份,3.92,-0.25,0.58,流出,-188.14,-4.96,-26.38,-0.7,-161.76,-4.26,-209.44,-5.52,397.58,10.48,2026-06-29T15:06:00+08:00,2026-06-29T15:06:28+08:00
000031,大悦城,2.16,-0.46,0.78,流出,-738.23,-10.27,-343.88,-4.78,-394.35,-5.48,32.66,0.45,705.57,9.81,2026-06-29T15:05:57+08:00,2026-06-29T15:06:28+08:00
000032,深桑达Ａ,24.08,-0.58,7.52,流出,-1286.7,-0.63,-7985.06,-3.93,6698.36,3.29,-4828.49,-2.37,6115.2,3.01,2026-06-29T15:05:48+08:00,2026-06-29T15:06:28+08:00
000034,神州数码,25.81,-3.04,4.75,流出,-4865.64,-4.63,-4751.5,-4.52,-114.14,-0.11,315.7,0.3,4549.94,4.33,2026-06-29T15:06:00+08:00,2026-06-29T15:06:28+08:00
000035,中国天楹,4.88,-1.41,1.53,流出,-1114.68,-6.45,-173.14,-1.0,-941.54,-5.44,895.99,5.18,218.69,1.26,2026-06-29T15:05:51+08:00,2026-06-29T15:06:28+08:00
000036,华联控股,4.47,-0.22,1.66,流入,743.58,7.17,631.24,6.09,112.34,1.08,-283.9,-2.74,-459.68,-4.43,2026-06-29T15:05:54+08:00,2026-06-29T15:06:28+08:00
