代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.01,-0.72,流出,-17421.5,-21.84,-16922.34,-21.21,-499.15,-0.63,11587.35,14.53,5834.15,7.31,2026-04-17T15:00:00+08:00,2026-05-08T17:08:11+08:00
000002,万 科Ａ,3.96,0.0,流出,-155.88,-0.4,280.5,0.72,-436.38,-1.11,548.63,1.4,-392.74,-1.0,2026-04-17T15:00:00+08:00,2026-05-08T17:08:15+08:00
000006,深振业Ａ,9.57,1.81,流入,2936.3,6.92,1618.5,3.81,1317.8,3.1,-991.12,-2.33,-1945.18,-4.58,2026-04-17T15:00:00+08:00,2026-05-08T17:08:17+08:00
000007,全新好,13.59,-0.73,流出,-1071.39,-12.89,-987.4,-11.88,-83.99,-1.01,579.45,6.97,491.94,5.92,2026-04-17T15:00:00+08:00,2026-05-08T17:08:18+08:00
000008,神州高铁,2.71,0.37,流出,-225.51,-1.48,-29.17,-0.19,-196.34,-1.29,-669.51,-4.39,895.02,5.87,2026-04-17T15:00:00+08:00,2026-05-08T17:08:20+08:00
000009,中国宝安,8.98,0.45,流出,-268.88,-1.58,766.08,4.49,-1034.96,-6.07,-556.85,-3.26,825.73,4.84,2026-04-17T15:00:00+08:00,2026-05-08T17:08:24+08:00
000010,美丽生态,4.07,-0.25,流入,2571.8,8.59,-552.86,-1.85,3124.66,10.44,1198.3,4.0,-3770.1,-12.6,2026-04-17T15:00:00+08:00,2026-05-08T17:08:25+08:00
000011,深物业A,8.51,1.43,流入,250.92,3.9,0.0,0.0,250.92,3.9,-675.91,-10.5,424.99,6.6,2026-04-17T15:00:00+08:00,2026-05-08T17:08:28+08:00
000012,南 玻Ａ,4.53,-0.22,流出,-750.05,-13.15,-346.36,-6.07,-403.7,-7.08,82.69,1.45,667.36,11.7,2026-04-17T15:00:00+08:00,2026-05-08T17:08:31+08:00
000014,沙河股份,13.41,0.6,流入,981.5,10.69,-41.13,-0.45,1022.63,11.14,255.44,2.78,-1236.94,-13.48,2026-04-17T15:00:00+08:00,2026-05-08T17:08:34+08:00
000016,深康佳Ａ,3.18,-3.34,流出,-3172.53,-21.63,-2465.8,-16.81,-706.73,-4.82,1190.87,8.12,1981.66,13.51,2026-04-17T15:00:00+08:00,2026-05-08T17:08:38+08:00
000017,深中华A,6.77,-1.74,流出,-650.28,-15.11,-117.67,-2.73,-532.61,-12.38,-63.87,-1.48,714.15,16.6,2026-04-17T15:00:00+08:00,2026-05-08T17:08:41+08:00
