代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.3,-0.62,流出,-1340.94,-1.48,-12876.19,-14.22,11535.25,12.74,-2469.29,-2.73,3810.24,4.21,2026-05-08T15:19:42+08:00,2026-05-08T15:19:44+08:00
000002,万  科Ａ,4.0,0.5,流出,-458.55,-1.03,-321.83,-0.73,-136.72,-0.31,282.62,0.64,175.93,0.4,2026-05-08T15:18:45+08:00,2026-05-08T15:19:44+08:00
000006,深振业Ａ,9.45,0.11,流出,-584.38,-2.48,-1427.98,-6.07,843.59,3.58,432.26,1.84,152.13,0.65,2026-05-08T15:19:42+08:00,2026-05-08T15:19:44+08:00
000007,全新好,17.21,1.12,流出,-3251.13,-9.6,-1066.74,-3.15,-2184.39,-6.45,1763.84,5.21,1487.29,4.39,2026-05-08T15:18:45+08:00,2026-05-08T15:19:44+08:00
000008,神州高铁,2.81,2.93,流入,2009.39,6.5,-516.49,-1.67,2525.89,8.17,-581.95,-1.88,-1427.45,-4.62,2026-05-08T15:19:42+08:00,2026-05-08T15:19:44+08:00
000009,中国宝安,8.62,0.12,流入,658.97,2.56,-526.82,-2.05,1185.79,4.61,675.54,2.62,-1334.51,-5.19,2026-05-08T15:19:42+08:00,2026-05-08T15:19:44+08:00
000010,*ST美丽,2.48,-4.98,流入,105.41,19.56,124.0,23.01,-18.59,-3.45,-160.01,-29.7,54.61,10.14,2026-05-08T15:18:45+08:00,2026-05-08T15:19:44+08:00
000011,深物业A,8.05,2.29,流入,731.97,14.68,369.19,7.41,362.78,7.28,-403.14,-8.09,-328.83,-6.6,2026-05-08T15:18:48+08:00,2026-05-08T15:19:44+08:00
000012,南  玻Ａ,4.03,-0.25,流出,-366.4,-5.13,-8.05,-0.11,-358.35,-5.02,330.4,4.62,36.0,0.5,2026-05-08T15:18:48+08:00,2026-05-08T15:19:44+08:00
000014,沙河股份,13.11,1.31,流出,-777.87,-8.95,-344.51,-3.96,-433.35,-4.99,-370.03,-4.26,1147.9,13.21,2026-05-08T15:18:51+08:00,2026-05-08T15:19:44+08:00
000016,*ST康佳A,3.09,5.1,流入,4774.89,18.19,509.89,1.94,4265.0,16.25,-1091.57,-4.16,-3683.31,-14.03,2026-05-08T15:18:48+08:00,2026-05-08T15:19:44+08:00
000017,深中华A,6.43,0.63,流入,145.18,4.0,0.0,0.0,145.18,4.0,-438.48,-12.08,293.3,8.08,2026-05-08T15:18:51+08:00,2026-05-08T15:19:44+08:00
000019,深粮控股,7.65,0.39,流入,165.49,1.08,-307.0,-2.0,472.49,3.08,272.74,1.78,-438.23,-2.86,2026-05-08T15:18:45+08:00,2026-05-08T15:19:44+08:00
000020,深华发Ａ,14.42,-9.99,流出,-2105.45,-18.41,-766.72,-6.7,-1338.73,-11.71,-61.91,-0.54,2167.36,18.95,2026-05-08T15:18:54+08:00,2026-05-08T15:19:44+08:00
000021,深科技,31.02,-1.65,流出,-22156.88,-7.96,-14306.07,-5.14,-7850.81,-2.82,3012.76,1.08,19144.11,6.88,2026-05-08T15:18:54+08:00,2026-05-08T15:19:44+08:00
000025,特  力Ａ,16.05,-0.43,流出,-1336.87,-17.69,-393.06,-5.2,-943.8,-12.49,262.06,3.47,1074.8,14.22,2026-05-08T15:18:48+08:00,2026-05-08T15:19:44+08:00
000026,飞亚达,19.9,6.3,流入,7582.92,12.97,1558.53,2.66,6024.39,10.3,-761.15,-1.3,-6821.77,-11.66,2026-05-08T15:18:45+08:00,2026-05-08T15:19:44+08:00
000027,深圳能源,7.08,-0.14,流出,-2140.21,-6.97,-449.57,-1.46,-1690.63,-5.51,965.23,3.14,1174.97,3.83,2026-05-08T15:18:51+08:00,2026-05-08T15:19:44+08:00
000028,国药一致,24.53,0.04,流出,-202.52,-2.65,-372.52,-4.88,170.0,2.22,372.62,4.88,-170.1,-2.23,2026-05-08T15:18:57+08:00,2026-05-08T15:19:44+08:00
000029,深深房Ａ,21.89,2.34,流入,106.14,0.78,-142.65,-1.05,248.79,1.83,232.92,1.71,-339.05,-2.5,2026-05-08T15:19:00+08:00,2026-05-08T15:19:44+08:00
000030,富奥股份,5.11,0.39,流入,887.97,12.97,902.99,13.19,-15.02,-0.22,281.16,4.11,-1169.13,-17.07,2026-05-08T15:18:51+08:00,2026-05-08T15:19:44+08:00
000031,大悦城,3.09,2.32,流入,332.92,4.17,0.15,0.0,332.77,4.16,-213.09,-2.67,-119.83,-1.5,2026-05-08T15:18:57+08:00,2026-05-08T15:19:44+08:00
000032,深桑达Ａ,18.29,0.38,流出,-123.64,-0.41,952.61,3.12,-1076.24,-3.53,-2582.85,-8.46,2706.49,8.87,2026-05-08T15:19:00+08:00,2026-05-08T15:19:44+08:00
000034,神州数码,40.02,-3.33,流出,-20671.08,-13.64,-10886.34,-7.18,-9784.74,-6.46,5877.45,3.88,14793.63,9.76,2026-05-08T15:19:03+08:00,2026-05-08T15:19:44+08:00
000035,中国天楹,6.59,-1.49,流出,-6492.48,-18.39,-3169.0,-8.98,-3323.48,-9.42,3268.11,9.26,3224.37,9.13,2026-05-08T15:19:03+08:00,2026-05-08T15:19:44+08:00
000036,华联控股,6.07,9.96,流入,16474.3,27.88,16474.87,27.88,-0.57,0.0,-7234.17,-12.24,-9240.13,-15.64,2026-05-08T15:19:06+08:00,2026-05-08T15:19:44+08:00
000037,深南电A,11.15,-1.33,流出,-1271.64,-3.33,-216.82,-0.57,-1054.82,-2.76,-1566.99,-4.1,2838.64,7.43,2026-05-08T15:19:09+08:00,2026-05-08T15:19:44+08:00
000039,中集集团,12.81,-3.03,流出,-11004.5,-15.1,-6533.64,-8.96,-4470.86,-6.13,5727.78,7.86,5276.72,7.24,2026-05-08T15:19:12+08:00,2026-05-08T15:19:44+08:00
000042,中洲控股,10.16,5.72,流入,895.65,6.16,487.8,3.35,407.86,2.8,-60.71,-0.42,-834.94,-5.74,2026-05-08T15:19:15+08:00,2026-05-08T15:19:44+08:00
000045,深纺织Ａ,12.27,0.74,流入,103.58,1.03,183.1,1.83,-79.52,-0.79,-137.96,-1.38,34.38,0.34,2026-05-08T15:18:54+08:00,2026-05-08T15:19:44+08:00
