代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.03,0.46,0.56,流入,3211.6,2.67,-10958.13,-9.1,14169.73,11.77,-3532.39,-2.93,320.79,0.27,2026-06-08T15:01:42+08:00,2026-06-08T15:01:44+08:00
000002,万  科Ａ,3.14,-3.38,1.57,流出,-7029.93,-14.48,-4216.43,-8.69,-2813.5,-5.8,1181.69,2.43,5848.24,12.05,2026-06-08T15:01:42+08:00,2026-06-08T15:01:44+08:00
000004,*ST国华,,,0.0,,,,,,,,,,,,2026-06-08T15:01:42+08:00,2026-06-08T15:01:44+08:00
000006,深振业Ａ,7.96,-6.46,2.89,流入,851.27,2.69,-1249.78,-3.95,2101.05,6.63,931.96,2.94,-1783.23,-5.63,2026-06-08T15:01:42+08:00,2026-06-08T15:01:44+08:00
000007,全新好,12.24,-0.57,3.22,流入,315.71,2.3,218.48,1.59,97.24,0.71,371.78,2.71,-687.49,-5.02,2026-06-08T15:01:42+08:00,2026-06-08T15:01:44+08:00
000008,神州高铁,2.55,-1.54,1.37,流出,-1404.89,-14.84,-58.72,-0.62,-1346.17,-14.22,414.96,4.38,989.93,10.46,2026-06-08T15:00:00+08:00,2026-06-08T15:01:44+08:00
000009,中国宝安,6.95,-3.34,1.01,流出,-933.04,-5.13,-607.66,-3.34,-325.38,-1.79,285.49,1.57,647.55,3.56,2026-06-08T15:00:00+08:00,2026-06-08T15:01:44+08:00
000010,*ST美丽,2.31,2.21,6.51,流入,632.81,4.81,-314.46,-2.39,947.27,7.19,-304.59,-2.31,-328.22,-2.49,2026-06-08T15:00:00+08:00,2026-06-08T15:01:44+08:00
000011,深物业A,7.17,-5.41,1.1,流出,-92.07,-2.19,-56.87,-1.35,-35.2,-0.84,349.05,8.31,-256.98,-6.12,2026-06-08T15:00:00+08:00,2026-06-08T15:01:44+08:00
000012,南  玻Ａ,4.31,-1.6,4.23,流出,-1274.22,-3.55,-595.21,-1.66,-679.01,-1.89,1430.68,3.99,-156.46,-0.44,2026-06-08T15:00:00+08:00,2026-06-08T15:01:44+08:00
000014,沙河股份,10.35,-3.0,2.19,流出,-98.9,-1.79,0.0,0.0,-98.9,-1.79,-44.93,-0.81,143.83,2.6,2026-06-08T15:00:00+08:00,2026-06-08T15:01:44+08:00
000016,*ST康佳A,3.06,-3.77,1.8,流出,-2073.59,-23.38,-529.47,-5.97,-1544.13,-17.41,945.04,10.66,1128.56,12.72,2026-06-08T15:00:00+08:00,2026-06-08T15:01:44+08:00
000017,深中华A,5.05,-5.08,2.21,流出,-33.54,-0.67,0.0,0.0,-33.54,-0.67,86.04,1.72,-52.5,-1.05,2026-06-08T15:00:00+08:00,2026-06-08T15:01:44+08:00
000019,深粮控股,6.34,-1.25,2.23,流入,61.94,1.05,-319.69,-5.43,381.63,6.48,-76.5,-1.3,14.55,0.25,2026-06-08T15:00:00+08:00,2026-06-08T15:01:44+08:00
