代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.65,1.24,0.65,流出,-4837.13,-3.62,-7252.85,-5.43,2415.73,1.81,4117.14,3.08,719.99,0.54,2026-06-22T15:03:18+08:00,2026-06-22T15:04:00+08:00
000002,万  科Ａ,3.11,1.63,1.71,流出,-1588.67,-3.15,-1969.03,-3.9,380.36,0.75,1394.49,2.76,194.18,0.38,2026-06-22T15:03:18+08:00,2026-06-22T15:04:00+08:00
000004,*ST国华,,,0.0,,,,,,,,,,,,2026-06-22T15:03:18+08:00,2026-06-22T15:04:00+08:00
000006,深振业Ａ,7.79,-5.12,3.18,流出,-1336.16,-4.02,187.21,0.56,-1523.37,-4.58,856.01,2.57,480.15,1.44,2026-06-22T15:03:21+08:00,2026-06-22T15:04:00+08:00
000007,全新好,13.19,-3.58,3.09,流出,-1807.93,-12.84,-939.66,-6.67,-868.27,-6.17,794.98,5.65,1012.95,7.19,2026-06-22T15:03:24+08:00,2026-06-22T15:04:00+08:00
000008,神州高铁,2.46,0.41,1.0,流入,32.91,0.5,486.91,7.43,-454.0,-6.92,-365.12,-5.57,332.21,5.07,2026-06-22T15:03:18+08:00,2026-06-22T15:04:00+08:00
000009,中国宝安,6.88,0.58,1.06,流出,-1612.53,-8.74,-746.34,-4.04,-866.19,-4.69,-38.19,-0.21,1650.72,8.95,2026-06-22T15:03:21+08:00,2026-06-22T15:04:00+08:00
000010,*ST美丽,1.94,2.11,3.76,流出,-173.67,-2.84,90.59,1.48,-264.26,-4.32,-2.29,-0.04,175.96,2.88,2026-06-22T15:03:18+08:00,2026-06-22T15:04:00+08:00
000011,深物业A,7.21,-1.64,1.51,流出,-715.61,-12.59,-915.96,-16.12,200.35,3.52,400.78,7.05,314.83,5.54,2026-06-22T15:03:24+08:00,2026-06-22T15:04:00+08:00
000012,南  玻Ａ,4.73,10.0,4.67,流入,13152.81,31.56,14250.68,34.2,-1097.87,-2.63,-5172.72,-12.41,-7980.09,-19.15,2026-06-22T15:03:21+08:00,2026-06-22T15:04:00+08:00
000014,沙河股份,9.95,0.2,2.98,流出,-179.11,-2.57,-205.92,-2.95,26.81,0.38,-691.55,-9.91,870.66,12.47,2026-06-22T15:03:24+08:00,2026-06-22T15:04:00+08:00
000016,*ST康佳A,2.56,-4.48,1.93,流出,-767.25,-9.73,-353.58,-4.48,-413.67,-5.25,59.08,0.75,708.17,8.98,2026-06-22T15:03:21+08:00,2026-06-22T15:04:00+08:00
000017,深中华A,5.23,1.55,1.99,流出,-99.48,-2.23,0.0,0.0,-99.48,-2.23,-12.41,-0.28,111.89,2.51,2026-06-22T15:03:27+08:00,2026-06-22T15:04:00+08:00
000019,深粮控股,6.1,0.99,1.86,流出,-543.21,-11.66,-201.3,-4.32,-341.91,-7.34,-93.45,-2.01,636.66,13.66,2026-06-22T15:03:21+08:00,2026-06-22T15:04:00+08:00
000020,深华发Ａ,11.64,0.87,2.21,流出,-47.5,-1.05,0.0,0.0,-47.5,-1.05,-109.98,-2.43,157.48,3.48,2026-06-22T15:03:27+08:00,2026-06-22T15:04:00+08:00
000021,深科技,46.68,5.99,12.23,流入,4892.78,0.56,3548.26,0.4,1344.52,0.15,-11619.44,-1.32,6726.66,0.77,2026-06-22T15:03:24+08:00,2026-06-22T15:04:00+08:00
000025,特  力Ａ,15.61,1.56,1.94,流入,111.68,0.96,466.71,4.01,-355.03,-3.05,-65.63,-0.56,-46.05,-0.4,2026-06-22T15:03:27+08:00,2026-06-22T15:04:00+08:00
000026,飞亚达,21.81,2.35,4.12,流入,3096.05,9.69,1342.77,4.2,1753.28,5.48,503.64,1.58,-3599.69,-11.26,2026-06-22T15:03:24+08:00,2026-06-22T15:04:00+08:00
000027,深圳能源,7.02,2.03,1.02,流入,1010.23,3.04,1400.41,4.21,-390.19,-1.17,-1734.97,-5.21,724.75,2.18,2026-06-22T15:03:27+08:00,2026-06-22T15:04:00+08:00
000028,国药一致,22.55,-0.22,0.64,流出,-1049.05,-15.53,-468.28,-6.93,-580.77,-8.6,794.67,11.77,254.38,3.77,2026-06-22T15:03:27+08:00,2026-06-22T15:04:00+08:00
000029,深深房Ａ,29.24,0.03,1.3,流出,-617.84,-1.88,-2594.07,-7.88,1976.23,6.0,566.02,1.72,51.82,0.16,2026-06-22T15:03:30+08:00,2026-06-22T15:04:00+08:00
000030,富奥股份,4.28,0.47,0.67,流出,-33.8,-0.72,-309.05,-6.55,275.25,5.83,144.53,3.06,-110.74,-2.35,2026-06-22T15:03:33+08:00,2026-06-22T15:04:00+08:00
000031,大悦城,2.35,0.86,1.07,流入,1236.97,11.75,900.13,8.55,336.84,3.2,-1898.09,-18.03,661.12,6.28,2026-06-22T15:03:30+08:00,2026-06-22T15:04:00+08:00
000032,深桑达Ａ,24.59,-0.04,7.99,流出,-19173.44,-8.59,-4748.57,-2.13,-14424.86,-6.46,-6833.84,-3.06,26007.28,11.66,2026-06-22T15:03:30+08:00,2026-06-22T15:04:00+08:00
000034,神州数码,26.26,-1.2,3.97,流出,-2478.52,-2.81,-1375.61,-1.56,-1102.92,-1.25,-3220.95,-3.65,5699.47,6.46,2026-06-22T15:03:30+08:00,2026-06-22T15:04:00+08:00
000035,中国天楹,5.24,3.35,1.82,流入,1145.03,5.33,73.57,0.34,1071.46,4.98,221.48,1.03,-1366.51,-6.36,2026-06-22T15:03:33+08:00,2026-06-22T15:04:00+08:00
