代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.1,0.18,0.59,流出,-5837.71,-4.6,-3914.03,-3.08,-1923.67,-1.52,-4598.6,-3.62,10436.31,8.22,2026-07-24T15:24:00+08:00,2026-07-24T15:24:33+08:00
000002,万  科Ａ,3.07,-3.15,1.16,流出,-1791.83,-5.13,2275.17,6.52,-4067.01,-11.65,-228.28,-0.65,2020.11,5.79,2026-07-24T15:24:15+08:00,2026-07-24T15:24:33+08:00
000004,国华退,,,0.0,,,,,,,,,,,,2026-07-24T08:00:00+08:00,2026-07-24T15:24:33+08:00
000006,深振业Ａ,6.05,-1.47,1.1,流出,-939.44,-10.44,-210.89,-2.34,-728.55,-8.1,611.22,6.8,328.23,3.65,2026-07-24T15:24:30+08:00,2026-07-24T15:24:33+08:00
000007,全新好,9.34,0.76,2.36,流入,283.06,3.73,0.0,0.0,283.06,3.73,628.5,8.28,-911.55,-12.01,2026-07-24T15:23:45+08:00,2026-07-24T15:24:33+08:00
000008,神州高铁,2.28,-2.56,0.78,流出,-511.29,-10.53,-237.2,-4.88,-274.09,-5.64,358.3,7.38,152.99,3.15,2026-07-24T15:24:15+08:00,2026-07-24T15:24:33+08:00
000009,中国宝安,6.08,-2.56,0.86,流出,-1448.82,-10.61,-912.06,-6.68,-536.76,-3.93,492.79,3.61,956.02,7.0,2026-07-24T15:24:15+08:00,2026-07-24T15:24:33+08:00
000010,*ST美丽,1.44,-5.88,1.86,流出,-523.13,-21.8,-110.82,-4.62,-412.31,-17.18,122.04,5.09,401.09,16.72,2026-07-24T15:24:30+08:00,2026-07-24T15:24:33+08:00
000011,深物业A,8.26,9.99,4.76,流入,74.19,0.36,916.36,4.49,-842.17,-4.12,749.45,3.67,-823.64,-4.03,2026-07-24T15:24:00+08:00,2026-07-24T15:24:33+08:00
000012,南  玻Ａ,3.74,-1.84,1.05,流出,-108.27,-1.41,-258.63,-3.36,150.36,1.96,-271.75,-3.53,380.01,4.94,2026-07-24T15:24:00+08:00,2026-07-24T15:24:33+08:00
000014,沙河股份,8.79,-1.24,2.55,流入,8.53,0.16,0.0,0.0,8.53,0.16,-58.98,-1.07,50.44,0.92,2026-07-24T15:24:15+08:00,2026-07-24T15:24:33+08:00
000016,*ST康佳A,2.46,0.0,0.9,流出,-104.63,-2.99,0.0,0.0,-104.63,-2.99,175.79,5.03,-71.16,-2.04,2026-07-24T15:24:30+08:00,2026-07-24T15:24:33+08:00
000017,深中华A,5.8,2.11,5.19,流入,451.97,3.39,428.35,3.21,23.62,0.18,937.83,7.03,-1389.81,-10.41,2026-07-24T15:23:45+08:00,2026-07-24T15:24:33+08:00
000019,深粮控股,5.87,-2.81,1.21,流出,-201.53,-6.74,0.0,0.0,-201.53,-6.74,226.0,7.56,-24.47,-0.82,2026-07-24T15:24:00+08:00,2026-07-24T15:24:33+08:00
000020,深华发Ａ,9.74,-2.21,1.26,流出,-97.13,-4.32,0.0,0.0,-97.13,-4.32,5.92,0.26,91.21,4.06,2026-07-24T15:24:15+08:00,2026-07-24T15:24:33+08:00
000021,深科技,41.99,7.42,13.32,流入,58868.22,6.85,36358.38,4.23,22509.84,2.62,4747.65,0.55,-63615.87,-7.4,2026-07-24T15:24:30+08:00,2026-07-24T15:24:33+08:00
000025,特  力Ａ,14.14,1.43,1.91,流入,169.38,1.61,459.37,4.36,-289.99,-2.75,64.01,0.61,-233.39,-2.21,2026-07-24T15:24:00+08:00,2026-07-24T15:24:33+08:00
000026,飞亚达,15.93,0.06,1.3,流出,-242.23,-3.22,202.57,2.69,-444.8,-5.91,252.54,3.36,-10.31,-0.14,2026-07-24T15:24:00+08:00,2026-07-24T15:24:33+08:00
