代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.46,0.7,流出,-26985.56,-14.14,-12222.16,-6.4,-14763.39,-7.74,3671.53,1.92,23314.02,12.22,2026-04-28T15:21:00+08:00,2026-04-28T15:21:13+08:00
000002,万  科Ａ,3.75,0.54,流入,2173.02,6.3,1235.25,3.58,937.77,2.72,-964.38,-2.8,-1208.64,-3.5,2026-04-28T15:21:00+08:00,2026-04-28T15:21:13+08:00
000006,深振业Ａ,9.18,-1.82,流出,-2608.92,-13.25,115.38,0.59,-2724.3,-13.84,192.07,0.98,2416.84,12.27,2026-04-28T15:21:00+08:00,2026-04-28T15:21:13+08:00
000007,全新好,14.53,4.01,流入,537.7,4.23,375.87,2.96,161.82,1.27,-332.97,-2.62,-204.73,-1.61,2026-04-28T15:21:03+08:00,2026-04-28T15:21:13+08:00
000008,神州高铁,2.65,-0.38,流出,-164.6,-2.05,-550.38,-6.85,385.78,4.8,141.73,1.76,22.87,0.28,2026-04-28T15:21:06+08:00,2026-04-28T15:21:13+08:00
000009,中国宝安,8.82,-0.45,流出,-1781.13,-8.66,-1105.0,-5.37,-676.13,-3.29,523.87,2.55,1257.27,6.11,2026-04-28T15:21:03+08:00,2026-04-28T15:21:13+08:00
000010,美丽生态,3.04,-10.06,流出,-1948.85,-50.67,-428.37,-11.14,-1520.49,-39.54,410.76,10.68,1538.09,39.99,2026-04-28T15:21:00+08:00,2026-04-28T15:21:13+08:00
000011,深物业A,8.27,-2.36,流出,-104.71,-2.43,0.0,0.0,-104.71,-2.43,489.22,11.33,-384.52,-8.91,2026-04-28T15:21:00+08:00,2026-04-28T15:21:13+08:00
000012,南  玻Ａ,4.03,-9.23,流出,-4611.21,-15.5,-1951.17,-6.56,-2660.04,-8.94,2714.68,9.13,1896.53,6.38,2026-04-28T15:21:06+08:00,2026-04-28T15:21:13+08:00
000014,沙河股份,13.04,-1.29,流出,-336.15,-6.14,0.0,0.0,-336.15,-6.14,-213.44,-3.9,549.59,10.04,2026-04-28T15:21:03+08:00,2026-04-28T15:21:13+08:00
000016,深康佳Ａ,3.41,0.29,流入,702.57,3.73,912.6,4.84,-210.03,-1.11,-979.51,-5.2,276.94,1.47,2026-04-28T15:21:09+08:00,2026-04-28T15:21:13+08:00
000017,深中华A,6.3,-1.41,流出,-66.45,-1.68,0.0,0.0,-66.45,-1.68,3.48,0.09,62.97,1.6,2026-04-28T15:21:03+08:00,2026-04-28T15:21:13+08:00
000019,深粮控股,7.56,-4.79,流出,-1063.92,-4.85,-759.72,-3.46,-304.19,-1.39,669.42,3.05,394.5,1.8,2026-04-28T15:21:06+08:00,2026-04-28T15:21:13+08:00
000020,深华发Ａ,15.73,-0.69,流入,615.96,7.63,280.46,3.47,335.5,4.15,86.57,1.07,-702.53,-8.7,2026-04-28T15:21:12+08:00,2026-04-28T15:21:13+08:00
000021,深科技,28.6,-2.36,流出,-9078.9,-4.78,-4173.32,-2.2,-4905.58,-2.58,5291.16,2.78,3787.74,1.99,2026-04-28T15:21:06+08:00,2026-04-28T15:21:13+08:00
000025,特  力Ａ,16.32,1.56,流入,267.08,1.87,-195.69,-1.37,462.77,3.25,-166.68,-1.17,-100.4,-0.7,2026-04-28T15:21:09+08:00,2026-04-28T15:21:13+08:00
