代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.52,0.52,流出,-10471.74,-6.61,-2658.12,-1.68,-7813.62,-4.94,3445.31,2.18,7026.43,4.44,2026-04-29T15:00:00+08:00,2026-05-07T16:44:14+08:00
000002,万 科Ａ,3.87,3.2,流入,12727.5,22.74,8951.45,15.99,3776.05,6.75,-5476.23,-9.79,-7251.27,-12.96,2026-04-29T15:00:00+08:00,2026-05-07T16:44:15+08:00
000006,深振业Ａ,9.51,3.59,流入,3263.66,14.73,856.04,3.86,2407.61,10.87,-2416.69,-10.91,-846.97,-3.82,2026-04-29T15:00:00+08:00,2026-05-07T16:44:16+08:00
000007,全新好,14.1,-2.96,流出,-729.48,-4.34,-531.11,-3.16,-198.36,-1.18,2085.42,12.41,-1355.94,-8.07,2026-04-29T15:00:00+08:00,2026-05-07T16:44:18+08:00
000008,神州高铁,2.7,1.89,流入,1560.58,11.69,1632.52,12.23,-71.94,-0.54,-831.51,-6.23,-729.07,-5.46,2026-04-29T15:00:00+08:00,2026-05-07T16:44:19+08:00
000009,中国宝安,9.28,5.22,流入,5782.38,10.06,7369.0,12.82,-1586.62,-2.76,-5300.8,-9.22,-481.58,-0.84,2026-04-29T15:00:00+08:00,2026-05-07T16:44:21+08:00
000011,深物业A,8.07,-2.42,流出,-88.8,-0.96,89.91,0.98,-178.7,-1.94,1194.41,12.96,-1105.61,-11.99,2026-04-29T15:00:00+08:00,2026-05-07T16:44:23+08:00
000012,南 玻Ａ,4.06,0.74,流入,1388.62,12.63,1342.11,12.21,46.52,0.42,18.74,0.17,-1407.36,-12.8,2026-04-29T15:00:00+08:00,2026-05-07T16:44:25+08:00
000014,沙河股份,13.2,1.23,流出,-158.08,-1.73,3.69,0.04,-161.78,-1.77,-229.94,-2.52,388.02,4.25,2026-04-29T15:00:00+08:00,2026-05-07T16:44:26+08:00
000017,深中华A,6.41,1.75,流出,-87.8,-1.66,0.0,0.0,-87.8,-1.66,-168.56,-3.19,256.36,4.85,2026-04-29T15:00:00+08:00,2026-05-07T16:44:30+08:00
000019,深粮控股,7.75,2.51,流出,-737.31,-3.85,-349.29,-1.82,-388.02,-2.03,207.83,1.09,529.48,2.77,2026-04-29T15:00:00+08:00,2026-05-07T16:44:31+08:00
000020,深华发Ａ,15.93,1.27,流入,362.2,3.82,0.0,0.0,362.2,3.82,226.38,2.39,-588.58,-6.21,2026-04-29T15:00:00+08:00,2026-05-07T16:44:32+08:00
000021,深科技,29.23,2.2,流出,-3759.68,-1.54,-1407.52,-0.58,-2352.16,-0.97,-3711.78,-1.52,7471.46,3.07,2026-04-29T15:00:00+08:00,2026-05-07T16:44:34+08:00
000025,特 力Ａ,16.39,0.43,流入,1335.23,12.88,-440.99,-4.25,1776.21,17.14,503.5,4.86,-1838.73,-17.74,2026-04-29T15:00:00+08:00,2026-05-07T16:44:35+08:00
