代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.86,-1.18,流出,-10014.57,-10.75,-14129.61,-15.17,4115.05,4.42,5142.91,5.52,4871.66,5.23,2026-05-18T15:34:06+08:00,2026-05-18T15:36:22+08:00
000002,万  科Ａ,3.68,-2.65,流出,-11919.58,-21.15,-5820.01,-10.33,-6099.57,-10.82,1372.7,2.44,10546.89,18.72,2026-05-18T15:34:09+08:00,2026-05-18T15:36:22+08:00
000006,深振业Ａ,10.69,9.98,流入,8484.91,23.65,7293.22,20.33,1191.69,3.32,-2485.48,-6.93,-5999.43,-16.72,2026-05-18T15:34:06+08:00,2026-05-18T15:36:22+08:00
000007,全新好,12.24,-3.55,流出,-2173.74,-12.8,-862.73,-5.08,-1311.01,-7.72,1460.08,8.59,713.66,4.2,2026-05-18T15:34:09+08:00,2026-05-18T15:36:22+08:00
000008,神州高铁,2.68,-0.37,流入,120.63,1.11,-99.22,-0.91,219.85,2.02,585.57,5.37,-706.2,-6.48,2026-05-18T15:34:12+08:00,2026-05-18T15:36:22+08:00
000009,中国宝安,7.84,-1.01,流出,-1851.45,-10.8,-1755.58,-10.24,-95.88,-0.56,393.68,2.3,1457.77,8.5,2026-05-18T15:34:06+08:00,2026-05-18T15:36:22+08:00
000010,*ST美丽,2.67,-1.11,流出,-800.9,-7.45,-487.44,-4.54,-313.46,-2.92,294.25,2.74,506.65,4.72,2026-05-18T15:34:15+08:00,2026-05-18T15:36:22+08:00
000011,深物业A,7.82,2.89,流入,278.96,6.28,0.0,0.0,278.96,6.28,433.2,9.75,-712.16,-16.02,2026-05-18T15:34:06+08:00,2026-05-18T15:36:22+08:00
000012,南  玻Ａ,3.71,-0.54,流入,1016.83,15.1,473.93,7.04,542.91,8.06,-567.47,-8.42,-449.36,-6.67,2026-05-18T15:34:09+08:00,2026-05-18T15:36:22+08:00
000014,沙河股份,12.14,0.25,流入,278.69,4.37,408.3,6.4,-129.61,-2.03,-8.24,-0.13,-270.45,-4.24,2026-05-18T15:34:12+08:00,2026-05-18T15:36:22+08:00
000016,*ST康佳A,3.05,-4.39,流出,-2820.15,-23.99,-1640.11,-13.95,-1180.04,-10.04,555.37,4.73,2264.78,19.27,2026-05-18T15:34:12+08:00,2026-05-18T15:36:22+08:00
000017,深中华A,5.88,-0.51,流入,312.25,6.92,0.0,0.0,312.25,6.92,151.08,3.35,-463.33,-10.27,2026-05-18T15:34:15+08:00,2026-05-18T15:36:22+08:00
000019,深粮控股,7.05,0.0,流入,382.49,4.85,673.85,8.54,-291.36,-3.69,-119.66,-1.52,-262.83,-3.33,2026-05-18T15:34:09+08:00,2026-05-18T15:36:22+08:00
000020,深华发Ａ,13.49,-0.66,流出,-8.61,-0.14,9.94,0.17,-18.55,-0.31,-161.98,-2.71,170.59,2.85,2026-05-18T15:34:09+08:00,2026-05-18T15:36:22+08:00
000021,深科技,37.03,10.01,流入,73308.08,21.21,91802.64,26.56,-18494.56,-5.35,-36305.7,-10.51,-37002.38,-10.71,2026-05-18T15:34:18+08:00,2026-05-18T15:36:22+08:00
000025,特  力Ａ,15.29,-0.78,流出,-210.51,-3.92,-336.12,-6.27,125.61,2.34,237.44,4.43,-26.93,-0.5,2026-05-18T15:34:12+08:00,2026-05-18T15:36:22+08:00
000026,飞亚达,20.2,-0.1,流出,-267.51,-0.99,113.73,0.42,-381.24,-1.41,-566.43,-2.1,833.94,3.09,2026-05-18T15:34:12+08:00,2026-05-18T15:36:22+08:00
000027,深圳能源,7.41,2.07,流入,840.14,1.95,804.87,1.86,35.27,0.08,-213.01,-0.49,-627.13,-1.45,2026-05-18T15:34:21+08:00,2026-05-18T15:36:22+08:00
000028,国药一致,23.88,-1.08,流出,-495.68,-7.84,207.53,3.28,-703.2,-11.13,-379.75,-6.01,875.43,13.85,2026-05-18T15:34:15+08:00,2026-05-18T15:36:22+08:00
000029,深深房Ａ,29.82,3.15,流出,-723.2,-1.81,-906.89,-2.27,183.7,0.46,-330.98,-0.83,1054.17,2.64,2026-05-18T15:34:24+08:00,2026-05-18T15:36:22+08:00
000030,富奥股份,4.75,-1.25,流入,843.75,9.99,-74.42,-0.88,918.17,10.87,876.91,10.38,-1720.66,-20.37,2026-05-18T15:34:18+08:00,2026-05-18T15:36:22+08:00
000031,大悦城,2.78,-2.8,流入,1321.76,15.99,-162.85,-1.97,1484.61,17.96,38.62,0.47,-1360.38,-16.46,2026-05-18T15:34:15+08:00,2026-05-18T15:36:22+08:00
000032,深桑达Ａ,18.9,2.77,流入,3846.81,6.53,814.97,1.38,3031.85,5.15,-597.88,-1.01,-3248.93,-5.51,2026-05-18T15:34:18+08:00,2026-05-18T15:36:22+08:00
000034,神州数码,41.57,2.09,流入,6256.85,3.95,3756.67,2.37,2500.19,1.58,-5233.83,-3.3,-1023.02,-0.65,2026-05-18T15:34:21+08:00,2026-05-18T15:36:22+08:00
000035,中国天楹,6.19,0.0,流出,-1604.06,-8.22,168.08,0.86,-1772.14,-9.08,358.07,1.83,1245.99,6.38,2026-05-18T15:34:15+08:00,2026-05-18T15:36:22+08:00
000036,华联控股,5.62,-1.58,流入,308.44,1.35,-436.08,-1.91,744.52,3.26,408.11,1.79,-716.55,-3.14,2026-05-18T15:34:27+08:00,2026-05-18T15:36:22+08:00
