代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.16,1.09,0.47,流入,7082.43,7.73,7266.27,7.93,-183.84,-0.2,-2905.84,-3.17,-4176.59,-4.56,2026-07-01T15:01:24+08:00,2026-07-01T15:01:55+08:00
000002,万  科Ａ,3.08,4.05,1.7,流入,6390.03,12.71,3997.4,7.95,2392.63,4.76,-3914.2,-7.78,-2475.82,-4.92,2026-07-01T15:01:27+08:00,2026-07-01T15:01:55+08:00
000004,国华退,0.37,8.82,9.11,流出,-19.84,-4.77,-72.34,-17.38,52.5,12.61,37.48,9.01,-17.64,-4.24,2026-07-01T15:01:24+08:00,2026-07-01T15:01:55+08:00
000006,深振业Ａ,7.53,0.67,1.33,流出,-702.08,-5.17,-103.67,-0.76,-598.41,-4.41,-71.96,-0.53,774.04,5.7,2026-07-01T15:01:24+08:00,2026-07-01T15:01:55+08:00
000007,全新好,12.29,-0.89,1.73,流出,-481.33,-6.56,-161.05,-2.19,-320.28,-4.36,357.54,4.87,123.79,1.69,2026-07-01T15:01:27+08:00,2026-07-01T15:01:55+08:00
000008,神州高铁,2.39,2.58,1.25,流入,540.41,6.69,387.41,4.79,153.0,1.89,-59.08,-0.73,-481.33,-5.96,2026-07-01T15:01:30+08:00,2026-07-01T15:01:55+08:00
000009,中国宝安,6.27,0.64,0.88,流入,161.77,1.14,292.18,2.07,-130.42,-0.92,-928.59,-6.57,766.83,5.42,2026-07-01T15:01:24+08:00,2026-07-01T15:01:55+08:00
000010,*ST美丽,1.79,5.29,2.17,流入,726.02,21.61,-76.86,-2.29,802.88,23.9,-337.09,-10.04,-388.93,-11.58,2026-07-01T15:01:30+08:00,2026-07-01T15:01:55+08:00
000011,深物业A,6.62,2.16,0.63,流出,-82.06,-3.79,0.0,0.0,-82.06,-3.79,-274.76,-12.7,356.82,16.49,2026-07-01T15:01:27+08:00,2026-07-01T15:01:55+08:00
000012,南  玻Ａ,5.25,1.74,10.66,流出,-5636.45,-5.26,-6837.93,-6.38,1201.48,1.12,1175.78,1.1,4460.67,4.16,2026-07-01T15:01:30+08:00,2026-07-01T15:01:55+08:00
000014,沙河股份,9.31,1.97,2.53,流出,-140.63,-2.47,0.0,0.0,-140.63,-2.47,-459.79,-8.07,600.42,10.54,2026-07-01T15:01:33+08:00,2026-07-01T15:01:55+08:00
000016,*ST康佳A,2.42,5.22,0.8,流入,419.56,13.8,241.27,7.93,178.29,5.86,-147.0,-4.83,-272.56,-8.96,2026-07-01T15:01:27+08:00,2026-07-01T15:01:55+08:00
000017,深中华A,6.08,-0.65,6.49,流出,-208.03,-1.19,179.66,1.03,-387.68,-2.22,926.11,5.3,-718.08,-4.11,2026-07-01T15:01:33+08:00,2026-07-01T15:01:55+08:00
000019,深粮控股,5.8,2.29,1.69,流出,-181.15,-4.44,-186.94,-4.58,5.8,0.14,-246.66,-6.04,427.81,10.48,2026-07-01T15:01:36+08:00,2026-07-01T15:01:55+08:00
000020,深华发Ａ,11.17,2.48,3.43,流入,310.48,4.48,227.27,3.28,83.21,1.2,305.62,4.41,-616.1,-8.9,2026-07-01T15:01:33+08:00,2026-07-01T15:01:55+08:00
