代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.36,-1.13,流入,4105.38,2.97,309.33,0.22,3796.05,2.75,3900.33,2.82,-8005.71,-5.8,2026-05-06T15:00:00+08:00,2026-05-07T16:44:14+08:00
000002,万 科Ａ,4.01,2.56,流入,12805.44,17.63,7896.89,10.87,4908.56,6.76,-5670.48,-7.81,-7134.96,-9.82,2026-05-06T15:00:00+08:00,2026-05-07T16:44:15+08:00
000006,深振业Ａ,9.47,-2.37,流出,-1144.89,-2.85,-1864.75,-4.64,719.87,1.79,2719.9,6.77,-1575.02,-3.92,2026-05-06T15:00:00+08:00,2026-05-07T16:44:16+08:00
000007,全新好,15.97,2.97,流出,-2728.38,-9.57,-379.79,-1.33,-2348.59,-8.23,564.63,1.98,2163.75,7.59,2026-05-06T15:00:00+08:00,2026-05-07T16:44:18+08:00
000008,神州高铁,2.7,0.37,流出,-414.81,-3.2,-429.61,-3.32,14.81,0.11,139.61,1.08,275.19,2.12,2026-05-06T15:00:00+08:00,2026-05-07T16:44:19+08:00
000009,中国宝安,8.74,1.04,流入,406.29,1.09,120.4,0.32,285.89,0.76,-2642.83,-7.07,2236.53,5.98,2026-05-06T15:00:00+08:00,2026-05-07T16:44:21+08:00
000010,美丽生态,2.75,-4.84,流出,-154.96,-36.8,-338.66,-80.43,183.7,43.63,28.96,6.88,126.0,29.92,2026-05-06T15:00:00+08:00,2026-05-07T16:44:22+08:00
000011,深物业A,8.0,-0.87,流出,-720.65,-12.41,-247.19,-4.26,-473.46,-8.15,781.86,13.46,-61.21,-1.05,2026-05-06T15:00:00+08:00,2026-05-07T16:44:23+08:00
000012,南 玻Ａ,4.03,0.0,流出,-1389.72,-11.61,-613.8,-5.13,-775.92,-6.48,396.98,3.32,992.74,8.29,2026-05-06T15:00:00+08:00,2026-05-07T16:44:25+08:00
000014,沙河股份,13.1,-0.76,流出,-896.44,-8.69,323.92,3.14,-1220.36,-11.83,86.1,0.83,810.34,7.85,2026-05-06T15:00:00+08:00,2026-05-07T16:44:26+08:00
000016,深康佳Ａ,3.08,-4.94,流入,1008.48,6.52,-60.05,-0.39,1068.53,6.9,-116.82,-0.75,-891.66,-5.76,2026-05-06T15:00:00+08:00,2026-05-07T16:44:27+08:00
000017,深中华A,6.41,0.0,流入,201.35,4.4,0.0,0.0,201.35,4.4,379.67,8.3,-581.02,-12.7,2026-05-06T15:00:00+08:00,2026-05-07T16:44:30+08:00
000019,深粮控股,7.82,1.69,流入,367.63,2.54,-238.08,-1.65,605.71,4.19,-215.59,-1.49,-152.04,-1.05,2026-05-06T15:00:00+08:00,2026-05-07T16:44:31+08:00
000020,深华发Ａ,15.95,-0.06,流出,-1922.29,-16.56,-1682.88,-14.5,-239.41,-2.06,943.22,8.13,979.08,8.44,2026-05-06T15:00:00+08:00,2026-05-07T16:44:32+08:00
000021,深科技,30.72,5.13,流入,17195.32,4.41,16141.84,4.14,1053.48,0.27,-11873.95,-3.05,-5321.38,-1.37,2026-05-06T15:00:00+08:00,2026-05-07T16:44:34+08:00
000025,特 力Ａ,16.31,-1.75,流出,-250.4,-2.04,-713.31,-5.81,462.91,3.77,1796.57,14.63,-1546.16,-12.59,2026-05-06T15:00:00+08:00,2026-05-07T16:44:35+08:00
000026,飞亚达,17.85,-1.54,流出,-5481.13,-20.28,-3390.64,-12.55,-2090.48,-7.74,1131.05,4.19,4350.08,16.1,2026-05-06T15:00:00+08:00,2026-05-07T16:44:37+08:00
000027,深圳能源,7.04,2.92,流出,-825.43,-2.29,33.28,0.09,-858.71,-2.38,-807.89,-2.24,1633.32,4.53,2026-05-06T15:00:00+08:00,2026-05-07T16:44:38+08:00
000028,国药一致,24.57,0.12,流入,546.12,5.19,-365.51,-3.48,911.63,8.67,941.44,8.96,-1487.56,-14.15,2026-05-06T15:00:00+08:00,2026-05-07T16:44:39+08:00
000029,深深房Ａ,21.14,-0.56,流入,2089.47,10.2,1326.61,6.47,762.87,3.72,2221.68,10.84,-4311.16,-21.04,2026-05-06T15:00:00+08:00,2026-05-07T16:45:01+08:00
000030,富奥股份,5.1,0.2,流入,1595.97,18.8,394.89,4.65,1201.07,14.15,173.52,2.04,-1769.48,-20.85,2026-05-06T15:00:00+08:00,2026-05-07T16:45:03+08:00
000031,大悦城,3.09,0.98,流出,-135.37,-1.68,142.8,1.77,-278.17,-3.45,-161.66,-2.01,297.02,3.69,2026-05-06T15:00:00+08:00,2026-05-07T16:45:04+08:00
000032,深桑达Ａ,17.84,2.88,流出,-5101.88,-9.88,-2889.37,-5.59,-2212.52,-4.28,-635.17,-1.23,5737.05,11.11,2026-05-06T15:00:00+08:00,2026-05-07T16:45:05+08:00
000034,神州数码,39.43,4.67,流入,2820.61,1.58,6090.45,3.42,-3269.84,-1.84,-3641.03,-2.04,820.42,0.46,2026-05-06T15:00:00+08:00,2026-05-07T16:45:07+08:00
000035,中国天楹,6.59,0.92,流出,-1528.99,-5.17,-919.63,-3.11,-609.36,-2.06,-53.68,-0.18,1582.67,5.36,2026-05-06T15:00:00+08:00,2026-05-07T16:45:08+08:00
000036,华联控股,5.59,0.0,流入,450.04,1.7,328.42,1.24,121.62,0.46,-159.71,-0.6,-290.33,-1.09,2026-05-06T15:00:00+08:00,2026-05-07T16:45:09+08:00
000037,深南电A,11.18,3.52,流入,721.34,1.8,642.41,1.6,78.93,0.2,969.62,2.41,-1690.96,-4.21,2026-05-06T15:00:00+08:00,2026-05-07T16:45:11+08:00
000039,中集集团,13.36,7.83,流入,27626.54,17.63,20794.58,13.27,6831.95,4.36,-10827.31,-6.91,-16799.23,-10.72,2026-05-06T15:00:00+08:00,2026-05-07T16:45:23+08:00
000042,中洲控股,9.76,1.35,流出,-2372.29,-8.72,-1217.4,-4.48,-1154.89,-4.25,1138.04,4.18,1234.25,4.54,2026-05-06T15:00:00+08:00,2026-05-07T16:45:24+08:00
000045,深纺织Ａ,12.14,1.08,流出,-44.57,-0.46,-187.96,-1.92,143.39,1.47,-123.1,-1.26,167.67,1.72,2026-05-06T15:00:00+08:00,2026-05-07T16:45:26+08:00
000048,京基智农,14.67,-0.47,流出,-1768.57,-9.67,-1380.49,-7.55,-388.09,-2.12,739.27,4.04,1029.3,5.63,2026-05-06T15:00:00+08:00,2026-05-07T16:45:27+08:00
000049,德赛电池,29.39,1.21,流入,3016.65,5.62,-1749.79,-3.26,4766.44,8.87,2271.04,4.23,-5287.69,-9.84,2026-05-06T15:00:00+08:00,2026-05-07T16:45:28+08:00
000050,深天马Ａ,7.6,-0.26,流出,-670.39,-2.62,-58.64,-0.23,-611.75,-2.39,-734.02,-2.87,1404.41,5.49,2026-05-06T15:00:00+08:00,2026-05-07T16:45:30+08:00
000055,方大集团,3.71,1.64,流出,-376.57,-6.73,-244.92,-4.37,-131.65,-2.35,176.41,3.15,200.16,3.57,2026-05-06T15:00:00+08:00,2026-05-07T16:45:31+08:00
000056,皇庭国际,1.79,2.87,流入,733.25,3.67,-1401.3,-7.02,2134.54,10.69,-274.38,-1.37,-458.87,-2.3,2026-05-06T15:00:00+08:00,2026-05-07T16:45:34+08:00
000058,深 赛 格,8.23,0.37,流出,-306.57,-4.94,-42.96,-0.69,-263.61,-4.25,68.31,1.1,238.26,3.84,2026-05-06T15:00:00+08:00,2026-05-07T16:45:35+08:00
000059,华锦股份,5.48,-3.69,流入,2012.82,6.44,-588.98,-1.89,2601.8,8.33,1801.98,5.77,-3814.8,-12.21,2026-05-06T15:00:00+08:00,2026-05-07T16:45:36+08:00
000060,中金岭南,7.43,10.07,流入,45842.15,23.76,47553.63,24.65,-1711.47,-0.89,-17762.37,-9.21,-28079.79,-14.55,2026-05-06T15:00:00+08:00,2026-05-07T16:45:38+08:00
000061,农 产 品,7.53,2.03,流入,1719.0,9.62,218.89,1.23,1500.12,8.4,1002.55,5.61,-2721.56,-15.23,2026-05-06T15:00:00+08:00,2026-05-07T16:45:39+08:00
000062,深圳华强,36.88,-0.11,流出,-35259.76,-7.22,-8346.63,-1.71,-26913.13,-5.51,-7004.87,-1.43,42264.63,8.66,2026-05-06T15:00:00+08:00,2026-05-07T16:45:48+08:00
000063,中兴通讯,38.25,4.22,流入,99674.68,11.98,108500.22,13.04,-8825.55,-1.06,-50116.07,-6.02,-49558.61,-5.96,2026-05-06T15:00:00+08:00,2026-05-07T16:45:49+08:00
000065,北方国际,13.21,3.28,流入,580.91,1.21,-3691.96,-7.71,4272.87,8.92,346.28,0.72,-927.19,-1.94,2026-05-06T15:00:00+08:00,2026-05-07T16:45:51+08:00
000066,中国长城,21.8,9.99,流入,29554.35,34.88,40064.96,47.29,-10510.61,-12.4,-15620.57,-18.44,-13933.78,-16.44,2026-05-06T15:00:00+08:00,2026-05-07T16:45:52+08:00
000068,华控赛格,3.27,-0.3,流入,319.25,7.25,130.4,2.96,188.85,4.29,-42.4,-0.96,-276.86,-6.29,2026-05-06T15:00:00+08:00,2026-05-07T16:45:53+08:00
000069,华侨城Ａ,2.27,0.44,流入,867.4,6.22,905.41,6.49,-38.01,-0.27,-721.92,-5.18,-145.48,-1.04,2026-05-06T15:00:00+08:00,2026-05-07T16:45:55+08:00
000070,特发信息,18.28,1.11,流出,-20550.95,-13.24,-6507.67,-4.19,-14043.29,-9.05,2930.87,1.89,17620.09,11.35,2026-05-06T15:00:00+08:00,2026-05-07T16:45:56+08:00
000078,海王生物,3.02,-5.03,流出,-72.78,-21.27,-18.94,-5.53,-53.85,-15.74,-68.98,-20.16,141.76,41.43,2026-05-06T15:00:00+08:00,2026-05-07T16:48:15+08:00
000088,盐 田 港,4.53,0.0,流出,-416.8,-4.14,305.92,3.04,-722.72,-7.19,-669.44,-6.66,1086.24,10.8,2026-05-06T15:00:00+08:00,2026-05-07T16:48:16+08:00
000089,深圳机场,7.05,-1.12,流入,700.88,6.55,58.61,0.55,642.27,6.0,-354.2,-3.31,-346.68,-3.24,2026-05-06T15:00:00+08:00,2026-05-07T16:48:17+08:00
000090,天健集团,3.54,0.57,流入,635.04,8.63,288.36,3.92,346.67,4.71,-482.72,-6.56,-152.32,-2.07,2026-05-06T15:00:00+08:00,2026-05-07T16:48:19+08:00
000096,广聚能源,9.61,-1.23,流入,4.65,0.06,-84.43,-1.1,89.08,1.16,295.72,3.84,-300.37,-3.9,2026-05-06T15:00:00+08:00,2026-05-07T16:48:20+08:00
000099,中信海直,17.84,0.96,流出,-97.21,-0.67,778.82,5.39,-876.03,-6.06,-870.51,-6.02,967.72,6.69,2026-05-06T15:00:00+08:00,2026-05-07T16:48:22+08:00
000100,TCL科技,4.29,0.47,流入,24479.9,9.54,17256.51,6.73,7223.39,2.82,-5947.98,-2.32,-18531.91,-7.22,2026-05-06T15:00:00+08:00,2026-05-07T16:48:23+08:00
000151,中成股份,11.94,0.84,流出,-282.71,-2.77,-125.45,-1.23,-157.26,-1.54,361.23,3.55,-78.52,-0.77,2026-05-06T15:00:00+08:00,2026-05-07T16:48:24+08:00
000153,丰原药业,6.5,0.78,流入,370.72,5.75,75.54,1.17,295.18,4.58,-7.02,-0.11,-363.7,-5.64,2026-05-06T15:00:00+08:00,2026-05-07T16:48:26+08:00
000155,川能动力,17.85,2.47,流出,-21432.24,-9.45,-18053.37,-7.96,-3378.87,-1.49,7224.3,3.18,14207.94,6.26,2026-05-06T15:00:00+08:00,2026-05-07T16:48:27+08:00
000156,华数传媒,7.51,1.35,流入,320.31,3.27,-270.33,-2.76,590.64,6.03,-494.84,-5.05,174.53,1.78,2026-05-06T15:00:00+08:00,2026-05-07T16:48:30+08:00
000157,中联重科,8.02,0.88,流入,5316.12,6.07,7252.02,8.27,-1935.9,-2.21,1169.36,1.33,-6485.49,-7.4,2026-05-06T15:00:00+08:00,2026-05-07T16:48:31+08:00
000158,常山北明,17.75,3.2,流入,5993.67,9.13,3706.45,5.64,2287.22,3.48,-2801.54,-4.27,-3192.13,-4.86,2026-05-06T15:00:00+08:00,2026-05-07T16:48:33+08:00
000159,国际实业,6.56,0.92,流出,-0.78,-0.01,-352.69,-3.36,351.91,3.35,160.79,1.53,-160.01,-1.52,2026-05-06T15:00:00+08:00,2026-05-07T16:48:35+08:00
000166,申万宏源,4.78,0.84,流入,667.21,1.6,753.14,1.81,-85.93,-0.21,-1398.87,-3.35,731.66,1.75,2026-05-06T15:00:00+08:00,2026-05-07T16:48:36+08:00
000301,东方盛虹,13.35,0.6,流出,-6052.19,-13.6,-5513.44,-12.39,-538.75,-1.21,2416.41,5.43,3635.77,8.17,2026-05-06T15:00:00+08:00,2026-05-07T16:48:38+08:00
000333,美的集团,80.44,-0.81,流入,16777.84,5.82,-3399.49,-1.18,20177.33,6.99,5147.26,1.78,-21925.1,-7.6,2026-05-06T15:00:00+08:00,2026-05-07T16:48:39+08:00
000338,潍柴动力,34.32,10.0,流入,70193.19,16.63,100442.15,23.8,-30248.96,-7.17,-39068.46,-9.26,-31124.74,-7.38,2026-05-06T15:00:00+08:00,2026-05-07T16:48:40+08:00
000400,许继电气,25.88,2.74,流入,2907.91,4.08,3650.23,5.12,-742.32,-1.04,-2817.19,-3.95,-90.72,-0.13,2026-05-06T15:00:00+08:00,2026-05-07T16:48:42+08:00
000401,金隅冀东,4.24,-0.93,流出,-298.71,-3.13,244.98,2.56,-543.69,-5.69,897.12,9.39,-598.4,-6.27,2026-05-06T15:00:00+08:00,2026-05-07T16:48:43+08:00
000402,金 融 街,3.49,10.09,流入,8427.03,11.62,9735.7,13.43,-1308.67,-1.8,-3965.79,-5.47,-4461.24,-6.15,2026-05-06T15:00:00+08:00,2026-05-07T16:48:45+08:00
000403,派林生物,11.71,-2.01,流出,-3853.4,-24.04,-1636.71,-10.21,-2216.7,-13.83,1076.85,6.72,2776.55,17.32,2026-05-06T15:00:00+08:00,2026-05-07T16:48:46+08:00
000404,长虹华意,8.66,4.59,流入,2268.39,5.88,2099.17,5.44,169.22,0.44,-868.18,-2.25,-1400.21,-3.63,2026-05-06T15:00:00+08:00,2026-05-07T16:48:47+08:00
000407,胜利股份,4.75,-1.86,流出,-324.74,-2.0,441.27,2.71,-766.01,-4.71,190.84,1.17,133.91,0.82,2026-05-06T15:00:00+08:00,2026-05-07T16:48:50+08:00
000408,藏格矿业,90.18,1.03,流出,-2581.33,-1.83,-1198.71,-0.85,-1382.63,-0.98,272.25,0.19,2309.09,1.64,2026-05-06T15:00:00+08:00,2026-05-07T16:48:51+08:00
000409,云鼎科技,10.18,0.2,流出,-874.06,-11.53,-861.33,-11.36,-12.73,-0.17,514.5,6.79,359.56,4.74,2026-05-06T15:00:00+08:00,2026-05-07T16:48:53+08:00
000410,沈阳机床,6.13,-0.49,流出,-1443.6,-10.06,-85.55,-0.6,-1358.06,-9.46,40.24,0.28,1403.37,9.78,2026-05-06T15:00:00+08:00,2026-05-07T16:48:54+08:00
000411,英特集团,10.73,1.23,流出,-293.94,-7.6,328.58,8.49,-622.53,-16.09,-26.65,-0.69,320.6,8.29,2026-05-06T15:00:00+08:00,2026-05-07T16:48:55+08:00
000415,渤海租赁,4.61,-1.5,流出,-12154.23,-19.02,-328.92,-0.51,-11825.31,-18.51,6237.79,9.76,5916.44,9.26,2026-05-06T15:00:00+08:00,2026-05-07T16:48:57+08:00
000417,合百集团,6.76,1.05,流出,-934.5,-9.31,30.2,0.3,-964.7,-9.61,961.01,9.57,-26.5,-0.26,2026-05-06T15:00:00+08:00,2026-05-07T16:48:58+08:00
000419,通程控股,5.85,0.34,流入,19.52,0.28,0.0,0.0,19.52,0.28,876.46,12.62,-895.98,-12.9,2026-05-06T15:00:00+08:00,2026-05-07T16:48:59+08:00
