代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.86,0.0,流出,-4170.88,-4.84,1329.6,1.54,-5500.48,-6.38,4460.24,5.17,-289.36,-0.34,2026-05-19T15:34:27+08:00,2026-05-19T20:40:41+08:00
000002,万  科Ａ,3.71,0.82,流出,-202.64,-0.55,350.2,0.95,-552.84,-1.49,451.04,1.22,-248.4,-0.67,2026-05-19T15:34:27+08:00,2026-05-19T20:40:41+08:00
000006,深振业Ａ,11.14,4.21,流入,1707.28,1.64,-2916.87,-2.81,4624.15,4.45,-3531.49,-3.4,1824.21,1.76,2026-05-19T15:34:27+08:00,2026-05-19T20:40:41+08:00
000007,全新好,12.34,0.82,流出,-773.4,-6.55,-552.8,-4.68,-220.6,-1.87,168.98,1.43,604.41,5.12,2026-05-19T15:34:27+08:00,2026-05-19T20:40:41+08:00
000008,神州高铁,2.7,0.75,流入,176.01,2.3,107.27,1.4,68.74,0.9,-443.44,-5.79,267.43,3.49,2026-05-19T15:34:33+08:00,2026-05-19T20:40:41+08:00
000009,中国宝安,7.85,0.13,流出,-779.89,-5.43,-1081.52,-7.53,301.63,2.1,493.46,3.43,286.43,1.99,2026-05-19T15:34:30+08:00,2026-05-19T20:40:41+08:00
000010,*ST美丽,2.6,-2.62,流出,-1037.04,-11.55,-291.85,-3.25,-745.19,-8.3,301.79,3.36,735.25,8.19,2026-05-19T15:34:30+08:00,2026-05-19T20:40:41+08:00
000011,深物业A,7.94,1.53,流入,100.98,2.29,0.0,0.0,100.98,2.29,-373.13,-8.48,272.15,6.18,2026-05-19T15:34:33+08:00,2026-05-19T20:40:41+08:00
000012,南  玻Ａ,3.74,0.81,流出,-336.01,-6.75,-261.84,-5.26,-74.17,-1.49,-223.71,-4.49,559.72,11.24,2026-05-19T15:34:36+08:00,2026-05-19T20:40:41+08:00
000014,沙河股份,12.01,-1.07,流出,-736.28,-10.03,-251.03,-3.42,-485.24,-6.61,-39.57,-0.54,775.85,10.57,2026-05-19T15:34:27+08:00,2026-05-19T20:40:41+08:00
000016,*ST康佳A,3.2,4.92,流入,2088.8,21.0,164.56,1.65,1924.24,19.35,-478.11,-4.81,-1610.69,-16.2,2026-05-19T15:34:39+08:00,2026-05-19T20:40:41+08:00
000017,深中华A,5.91,0.51,流出,-115.3,-3.52,119.0,3.64,-234.3,-7.16,193.67,5.92,-78.37,-2.39,2026-05-19T15:34:30+08:00,2026-05-19T20:40:41+08:00
000019,深粮控股,7.0,-0.71,流出,-711.88,-11.13,-119.28,-1.86,-592.59,-9.26,536.16,8.38,175.72,2.75,2026-05-19T15:34:36+08:00,2026-05-19T20:40:41+08:00
000020,深华发Ａ,13.47,-0.15,流入,272.38,4.45,406.54,6.64,-134.16,-2.19,-126.0,-2.06,-146.38,-2.39,2026-05-19T15:34:42+08:00,2026-05-19T20:40:41+08:00
000021,深科技,37.67,1.73,流出,-27010.24,-2.41,-50257.41,-4.48,23247.18,2.07,4502.11,0.4,22508.13,2.01,2026-05-19T15:34:33+08:00,2026-05-19T20:40:41+08:00
000025,特  力Ａ,15.57,1.83,流入,615.79,11.56,67.42,1.27,548.38,10.3,53.42,1.0,-669.21,-12.56,2026-05-19T15:34:39+08:00,2026-05-19T20:40:41+08:00
000026,飞亚达,22.22,10.0,流入,9112.96,17.61,7742.13,14.96,1370.82,2.65,-4147.2,-8.01,-4965.76,-9.6,2026-05-19T15:34:33+08:00,2026-05-19T20:40:41+08:00
000027,深圳能源,7.76,4.72,流入,9810.41,12.59,4112.53,5.28,5697.87,7.31,-1377.81,-1.77,-8432.6,-10.82,2026-05-19T15:34:36+08:00,2026-05-19T20:40:41+08:00
000028,国药一致,24.15,1.13,流入,386.39,9.32,-3.13,-0.08,389.51,9.39,-225.52,-5.44,-160.87,-3.88,2026-05-19T15:34:42+08:00,2026-05-19T20:40:41+08:00
000029,深深房Ａ,29.42,-1.34,流出,-6022.96,-11.93,-2632.7,-5.21,-3390.26,-6.72,1174.07,2.33,4848.89,9.6,2026-05-19T15:34:45+08:00,2026-05-19T20:40:41+08:00
000030,富奥股份,4.81,1.26,流入,533.03,7.14,230.84,3.09,302.19,4.05,977.13,13.09,-1510.16,-20.23,2026-05-19T15:34:39+08:00,2026-05-19T20:40:41+08:00
000031,大悦城,2.86,2.88,流入,1058.1,9.74,106.22,0.98,951.88,8.77,1333.33,12.28,-2391.42,-22.02,2026-05-19T15:34:42+08:00,2026-05-19T20:40:41+08:00
000032,深桑达Ａ,19.63,3.86,流入,5512.59,7.5,3049.66,4.15,2462.93,3.35,-73.08,-0.1,-5439.5,-7.4,2026-05-19T15:34:45+08:00,2026-05-19T20:40:41+08:00
000034,神州数码,30.96,4.45,流入,7277.78,3.38,1251.27,0.58,6026.51,2.8,-7851.63,-3.65,573.85,0.27,2026-05-19T15:34:48+08:00,2026-05-19T20:40:41+08:00
000035,中国天楹,6.2,0.16,流出,-494.58,-2.77,-223.77,-1.25,-270.81,-1.52,389.89,2.19,104.69,0.59,2026-05-19T15:34:36+08:00,2026-05-19T20:40:41+08:00
000036,华联控股,5.67,0.89,流出,-406.55,-1.85,669.84,3.04,-1076.38,-4.88,1933.46,8.77,-1526.91,-6.93,2026-05-19T15:34:51+08:00,2026-05-19T20:40:41+08:00
000037,深南电A,10.89,1.87,流入,1083.1,4.37,-238.13,-0.96,1321.23,5.33,-912.24,-3.68,-170.86,-0.69,2026-05-19T15:34:30+08:00,2026-05-19T20:40:41+08:00
000039,中集集团,11.64,0.95,流出,-1021.85,-1.64,-3601.84,-5.78,2579.99,4.14,-4395.02,-7.06,5416.87,8.7,2026-05-19T15:34:33+08:00,2026-05-19T20:40:41+08:00
000042,中洲控股,10.32,0.49,流入,67.6,1.26,-14.71,-0.28,82.31,1.54,370.35,6.93,-437.95,-8.19,2026-05-19T15:34:45+08:00,2026-05-19T20:40:41+08:00
000045,深纺织Ａ,12.27,1.83,流入,597.86,6.07,-164.43,-1.67,762.29,7.74,-929.42,-9.44,331.56,3.37,2026-05-19T15:34:54+08:00,2026-05-19T20:40:41+08:00
000048,京基智农,14.51,3.94,流入,350.25,1.93,319.89,1.76,30.36,0.17,1723.74,9.48,-2073.99,-11.4,2026-05-19T15:34:57+08:00,2026-05-19T20:40:41+08:00
000049,德赛电池,26.44,-2.51,流出,-1651.94,-5.54,-1624.65,-5.45,-27.29,-0.09,832.05,2.79,819.89,2.75,2026-05-19T15:34:00+08:00,2026-05-19T20:40:41+08:00
000050,深天马Ａ,7.52,1.62,流出,-1243.76,-6.87,-409.24,-2.26,-834.52,-4.61,37.51,0.21,1206.25,6.66,2026-05-19T15:34:03+08:00,2026-05-19T20:40:41+08:00
000055,方大集团,3.73,-0.27,流出,-547.04,-7.82,-126.42,-1.81,-420.62,-6.01,-329.53,-4.71,876.57,12.52,2026-05-19T15:34:36+08:00,2026-05-19T20:40:41+08:00
000056,*ST皇庭,1.46,2.1,流入,884.29,6.47,-944.25,-6.91,1828.54,13.39,-329.86,-2.41,-554.43,-4.06,2026-05-19T15:34:06+08:00,2026-05-19T20:40:41+08:00
000058,深 赛 格,7.99,0.88,流入,129.68,3.3,0.0,0.0,129.68,3.3,133.98,3.41,-263.66,-6.71,2026-05-19T15:34:48+08:00,2026-05-19T20:40:41+08:00
