代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.13,0.91,0.59,流入,11205.4,8.77,5894.56,4.62,5310.84,4.16,-7359.67,-5.76,-3845.72,-3.01,2026-06-09T15:34:00+08:00,2026-06-09T15:59:48+08:00
000002,万  科Ａ,3.12,-0.64,1.32,流出,-4198.55,-10.58,-2619.97,-6.61,-1578.58,-3.98,249.14,0.63,3949.41,9.96,2026-06-09T15:34:03+08:00,2026-06-09T15:59:48+08:00
000004,*ST国华,,,0.0,,,,,,,,,,,,2026-06-09T15:34:00+08:00,2026-06-09T15:59:48+08:00
000006,深振业Ａ,7.96,0.0,2.17,流出,-1031.46,-4.5,-1190.03,-5.19,158.57,0.69,-581.7,-2.54,1613.16,7.04,2026-06-09T15:34:06+08:00,2026-06-09T15:59:48+08:00
000007,全新好,13.13,7.27,4.3,流入,358.18,1.86,-99.07,-0.51,457.25,2.38,30.35,0.16,-388.53,-2.02,2026-06-09T15:34:03+08:00,2026-06-09T15:59:48+08:00
000008,神州高铁,2.54,-0.39,0.66,流出,-167.25,-3.69,392.29,8.66,-559.54,-12.36,169.22,3.74,-1.97,-0.04,2026-06-09T15:34:00+08:00,2026-06-09T15:59:48+08:00
000009,中国宝安,7.03,1.15,0.73,流入,445.21,3.42,890.42,6.85,-445.22,-3.42,-530.61,-4.08,85.4,0.66,2026-06-09T15:34:06+08:00,2026-06-09T15:59:48+08:00
000010,*ST美丽,2.43,5.19,2.11,流入,1174.06,26.66,206.85,4.7,967.2,21.97,-577.04,-13.11,-597.02,-13.56,2026-06-09T15:34:03+08:00,2026-06-09T15:59:48+08:00
000011,深物业A,7.14,-0.42,0.66,流出,-7.84,-0.31,0.0,0.0,-7.84,-0.31,12.82,0.51,-4.97,-0.2,2026-06-09T15:34:00+08:00,2026-06-09T15:59:48+08:00
000012,南  玻Ａ,4.4,2.09,3.5,流入,1418.5,4.77,458.05,1.54,960.45,3.23,-179.64,-0.6,-1238.86,-4.17,2026-06-09T15:34:09+08:00,2026-06-09T15:59:48+08:00
000014,沙河股份,10.36,0.1,2.07,流出,-307.58,-5.94,-30.86,-0.6,-276.73,-5.35,-103.2,-1.99,410.79,7.94,2026-06-09T15:34:00+08:00,2026-06-09T15:59:48+08:00
000016,*ST康佳A,3.08,0.65,1.04,流出,-458.7,-8.97,253.26,4.95,-711.96,-13.92,161.59,3.16,297.11,5.81,2026-06-09T15:34:03+08:00,2026-06-09T15:59:48+08:00
000017,深中华A,5.12,1.39,1.94,流出,-157.75,-3.6,0.0,0.0,-157.75,-3.6,-295.52,-6.75,453.27,10.35,2026-06-09T15:34:06+08:00,2026-06-09T15:59:48+08:00
000019,深粮控股,6.27,-1.1,1.76,流出,-409.73,-8.88,-210.12,-4.56,-199.61,-4.33,186.34,4.04,223.39,4.84,2026-06-09T15:34:03+08:00,2026-06-09T15:59:48+08:00
000020,深华发Ａ,11.99,1.01,1.89,流入,43.95,1.07,120.3,2.93,-76.35,-1.86,-262.99,-6.41,219.04,5.34,2026-06-09T15:34:06+08:00,2026-06-09T15:59:48+08:00
000021,深科技,37.54,6.14,7.13,流入,21486.61,5.21,18428.14,4.47,3058.47,0.74,-5023.79,-1.22,-16462.82,-4.0,2026-06-09T15:34:12+08:00,2026-06-09T15:59:48+08:00
000025,特  力Ａ,14.22,-1.52,1.64,流出,-2132.74,-23.19,-2848.79,-30.97,716.05,7.79,1035.57,11.26,1097.16,11.93,2026-06-09T15:34:09+08:00,2026-06-09T15:59:48+08:00
000026,飞亚达,21.9,2.58,2.74,流入,115.09,0.53,899.56,4.16,-784.47,-3.63,322.67,1.49,-437.76,-2.03,2026-06-09T15:34:09+08:00,2026-06-09T15:59:48+08:00
000027,深圳能源,7.27,2.68,1.17,流入,2548.48,6.43,1159.46,2.92,1389.02,3.5,-936.67,-2.36,-1611.81,-4.06,2026-06-09T15:34:15+08:00,2026-06-09T15:59:48+08:00
000028,国药一致,22.24,-0.67,0.39,流出,-42.71,-1.04,0.0,0.0,-42.71,-1.04,145.42,3.54,-102.71,-2.5,2026-06-09T15:34:06+08:00,2026-06-09T15:59:48+08:00
000029,深深房Ａ,24.54,10.0,0.6,流入,3817.62,30.11,3160.4,24.93,657.22,5.18,-1525.58,-12.03,-2292.04,-18.08,2026-06-09T15:34:12+08:00,2026-06-09T15:59:48+08:00
000030,富奥股份,4.78,6.94,3.11,流入,3944.62,15.89,4366.43,17.59,-421.81,-1.7,-1003.85,-4.04,-2940.77,-11.84,2026-06-09T15:34:18+08:00,2026-06-09T15:59:48+08:00
000031,大悦城,2.52,-4.55,1.46,流出,-597.66,-3.81,-447.09,-2.85,-150.57,-0.96,489.28,3.12,108.38,0.69,2026-06-09T15:34:09+08:00,2026-06-09T15:59:48+08:00
000032,深桑达Ａ,15.54,2.91,1.28,流入,519.38,2.3,11.51,0.05,507.87,2.25,-1135.29,-5.03,615.91,2.73,2026-06-09T15:34:09+08:00,2026-06-09T15:59:48+08:00
000034,神州数码,23.45,1.69,2.96,流入,1179.84,2.03,933.26,1.6,246.57,0.42,9.4,0.02,-1189.23,-2.04,2026-06-09T15:34:21+08:00,2026-06-09T15:59:48+08:00
000035,中国天楹,5.09,-2.3,1.9,流出,-787.86,-3.53,-38.21,-0.17,-749.65,-3.36,-501.98,-2.25,1289.84,5.79,2026-06-09T15:34:12+08:00,2026-06-09T15:59:48+08:00
000036,华联控股,5.11,2.82,1.65,流入,627.87,5.39,1167.83,10.02,-539.96,-4.63,-560.46,-4.81,-67.41,-0.58,2026-06-09T15:34:12+08:00,2026-06-09T15:59:48+08:00
000037,深南电A,11.39,10.05,11.27,流入,9009.39,21.5,5186.17,12.38,3823.23,9.12,-3301.95,-7.88,-5707.44,-13.62,2026-06-09T15:34:15+08:00,2026-06-09T15:59:48+08:00
000039,中集集团,9.4,-0.32,4.33,流出,-7365.52,-8.09,-4066.42,-4.47,-3299.1,-3.63,577.63,0.63,6787.89,7.46,2026-06-09T15:34:15+08:00,2026-06-09T15:59:48+08:00
000042,中洲控股,9.42,-2.18,1.06,流出,-780.62,-11.74,0.0,0.0,-780.62,-11.74,111.99,1.68,668.63,10.05,2026-06-09T15:34:18+08:00,2026-06-09T15:59:48+08:00
000045,深纺织Ａ,11.11,1.09,1.18,流出,-565.19,-9.43,-271.91,-4.54,-293.28,-4.89,-137.78,-2.3,702.97,11.73,2026-06-09T15:34:24+08:00,2026-06-09T15:59:48+08:00
000048,京基智农,16.21,9.97,5.52,流入,8920.95,19.41,5143.91,11.19,3777.05,8.22,-5118.87,-11.14,-3802.08,-8.27,2026-06-09T15:34:21+08:00,2026-06-09T15:59:48+08:00
