代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.05,-1.86,0.57,流出,-9983.28,-8.9,-5542.81,-4.94,-4440.47,-3.96,6999.24,6.24,2984.04,2.66,2026-06-30T15:04:51+08:00,2026-06-30T15:05:17+08:00
000002,万  科Ａ,2.96,-2.63,1.13,流出,-4593.66,-14.1,-2607.43,-8.0,-1986.23,-6.1,2137.98,6.56,2455.68,7.54,2026-06-30T15:04:51+08:00,2026-06-30T15:05:17+08:00
000004,国华退,0.34,9.68,1.94,流入,25.59,31.37,43.96,53.89,-18.37,-22.52,-11.41,-13.99,-14.18,-17.38,2026-06-30T15:04:51+08:00,2026-06-30T15:05:17+08:00
000006,深振业Ａ,7.48,2.05,1.11,流入,280.87,2.52,302.76,2.72,-21.89,-0.2,-226.0,-2.03,-54.87,-0.49,2026-06-30T15:04:51+08:00,2026-06-30T15:05:17+08:00
000007,全新好,12.4,0.9,2.17,流出,-36.57,-0.4,-105.01,-1.14,68.45,0.74,-183.64,-1.99,220.2,2.38,2026-06-30T15:04:54+08:00,2026-06-30T15:05:17+08:00
000008,神州高铁,2.33,-0.85,1.02,流入,271.51,4.24,535.59,8.37,-264.09,-4.13,-212.05,-3.31,-59.45,-0.93,2026-06-30T15:04:54+08:00,2026-06-30T15:05:17+08:00
000009,中国宝安,6.23,1.47,0.88,流出,-502.82,-3.58,-110.75,-0.79,-392.07,-2.79,-483.83,-3.44,986.64,7.02,2026-06-30T15:04:54+08:00,2026-06-30T15:05:17+08:00
000010,*ST美丽,1.7,0.0,2.15,流出,-481.22,-15.16,-0.05,0.0,-481.17,-15.16,222.65,7.01,258.57,8.15,2026-06-30T15:04:57+08:00,2026-06-30T15:05:17+08:00
000011,深物业A,6.48,-1.52,0.55,流出,-243.38,-12.91,0.0,0.0,-243.38,-12.91,164.25,8.72,79.13,4.2,2026-06-30T15:04:57+08:00,2026-06-30T15:05:17+08:00
000012,南  玻Ａ,5.16,10.02,5.51,流入,21051.5,38.53,20903.26,38.26,148.24,0.27,-9424.5,-17.25,-11627.0,-21.28,2026-06-30T15:05:00+08:00,2026-06-30T15:05:17+08:00
000014,沙河股份,9.13,-0.54,1.72,流出,-119.94,-3.16,0.0,0.0,-119.94,-3.16,145.95,3.85,-26.0,-0.69,2026-06-30T15:04:57+08:00,2026-06-30T15:05:17+08:00
000016,*ST康佳A,2.3,5.02,1.73,流入,1030.23,16.6,312.54,5.04,717.69,11.56,-597.86,-9.63,-432.37,-6.97,2026-06-30T15:05:00+08:00,2026-06-30T15:05:17+08:00
000017,深中华A,6.12,10.07,6.92,流入,1887.9,10.47,1129.81,6.27,758.09,4.2,439.44,2.44,-2327.34,-12.91,2026-06-30T15:05:03+08:00,2026-06-30T15:05:17+08:00
000019,深粮控股,5.67,-2.24,1.3,流出,-449.01,-14.68,-281.0,-9.19,-168.01,-5.49,283.28,9.26,165.73,5.42,2026-06-30T15:05:00+08:00,2026-06-30T15:05:17+08:00
000020,深华发Ａ,10.9,1.3,2.25,流出,-60.6,-1.36,0.0,0.0,-60.6,-1.36,-28.25,-0.63,88.84,2.0,2026-06-30T15:04:54+08:00,2026-06-30T15:05:17+08:00
000021,深科技,64.27,9.19,16.91,流出,-122422.34,-7.48,-82103.59,-5.01,-40318.75,-2.46,44441.38,2.71,77980.96,4.76,2026-06-30T15:04:57+08:00,2026-06-30T15:05:17+08:00
000025,特  力Ａ,13.48,1.2,1.29,流入,343.53,5.09,-5.79,-0.09,349.32,5.18,-469.43,-6.96,125.9,1.87,2026-06-30T15:05:00+08:00,2026-06-30T15:05:17+08:00
000026,飞亚达,21.54,10.01,3.79,流入,3246.73,11.51,1623.36,5.75,1623.37,5.75,-540.28,-1.92,-2706.44,-9.59,2026-06-30T15:04:51+08:00,2026-06-30T15:05:17+08:00
000027,深圳能源,6.2,-2.36,0.71,流出,-2393.08,-11.4,-2978.63,-14.19,585.55,2.79,1374.56,6.55,1018.53,4.85,2026-06-30T15:05:03+08:00,2026-06-30T15:05:17+08:00
000028,国药一致,18.91,-2.53,0.38,流出,-209.28,-5.51,-59.6,-1.57,-149.68,-3.94,286.14,7.54,-76.86,-2.03,2026-06-30T15:05:03+08:00,2026-06-30T15:05:17+08:00
000029,深深房Ａ,22.05,-0.05,1.18,流出,-1572.41,-6.82,-2200.13,-9.55,627.72,2.72,2074.77,9.0,-502.35,-2.18,2026-06-30T15:04:54+08:00,2026-06-30T15:05:17+08:00
000030,富奥股份,3.87,-1.28,0.57,流出,-395.26,-10.76,-387.0,-10.54,-8.26,-0.22,104.88,2.86,290.38,7.91,2026-06-30T15:05:06+08:00,2026-06-30T15:05:17+08:00
000031,大悦城,2.12,-1.85,0.71,流出,-374.18,-5.78,-277.42,-4.29,-96.76,-1.5,186.9,2.89,187.28,2.89,2026-06-30T15:05:09+08:00,2026-06-30T15:05:17+08:00
000032,深桑达Ａ,24.95,3.61,6.03,流入,11080.42,6.49,7928.77,4.65,3151.65,1.85,-4555.63,-2.67,-6524.79,-3.82,2026-06-30T15:05:06+08:00,2026-06-30T15:05:17+08:00
000034,神州数码,27.75,7.52,6.47,流入,20561.09,13.74,10898.81,7.29,9662.28,6.46,-4297.85,-2.87,-16263.24,-10.87,2026-06-30T15:05:09+08:00,2026-06-30T15:05:17+08:00
000035,中国天楹,4.83,-1.02,1.13,流出,-669.09,-5.29,-364.15,-2.88,-304.95,-2.41,794.91,6.28,-125.82,-0.99,2026-06-30T15:05:06+08:00,2026-06-30T15:05:17+08:00
