代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.42,-0.86,0.56,流出,-1314.35,-1.16,-1655.27,-1.46,340.92,0.3,4321.04,3.8,-3006.69,-2.65,2026-06-25T15:33:21+08:00,2026-06-25T15:34:10+08:00
000002,万  科Ａ,2.95,-0.67,1.42,流入,692.01,1.7,-53.9,-0.13,745.9,1.83,-847.39,-2.08,155.39,0.38,2026-06-25T15:33:21+08:00,2026-06-25T15:34:10+08:00
000004,国华退,0.26,-7.14,10.12,流出,-12.09,-3.76,-99.81,-31.03,87.73,27.27,41.44,12.88,-29.36,-9.13,2026-06-25T15:33:21+08:00,2026-06-25T15:34:10+08:00
000006,深振业Ａ,7.36,-2.13,1.68,流出,-2125.73,-12.76,-1556.13,-9.34,-569.61,-3.42,657.99,3.95,1467.74,8.81,2026-06-25T15:33:24+08:00,2026-06-25T15:34:10+08:00
000007,全新好,13.03,-4.4,2.43,流出,-319.22,-2.88,-826.42,-7.46,507.19,4.58,1088.56,9.83,-769.34,-6.95,2026-06-25T15:33:21+08:00,2026-06-25T15:34:10+08:00
000008,神州高铁,2.34,-2.9,0.91,流出,-1244.86,-21.53,-102.98,-1.78,-1141.87,-19.75,244.93,4.24,999.93,17.29,2026-06-25T15:33:27+08:00,2026-06-25T15:34:10+08:00
000009,中国宝安,6.58,-0.9,0.91,流出,-1326.43,-8.59,-605.45,-3.92,-720.98,-4.67,49.73,0.32,1276.69,8.27,2026-06-25T15:33:30+08:00,2026-06-25T15:34:10+08:00
000010,*ST美丽,1.82,-4.71,1.95,流入,35.98,1.15,-150.43,-4.81,186.4,5.96,-124.01,-3.97,88.03,2.82,2026-06-25T15:33:24+08:00,2026-06-25T15:34:10+08:00
000011,深物业A,6.86,-2.14,0.74,流出,-65.17,-2.46,0.0,0.0,-65.17,-2.46,134.45,5.08,-69.28,-2.62,2026-06-25T15:33:27+08:00,2026-06-25T15:34:10+08:00
000012,南  玻Ａ,4.77,3.02,5.84,流入,3668.2,6.74,1307.28,2.4,2360.92,4.34,-2309.1,-4.24,-1359.1,-2.5,2026-06-25T15:33:24+08:00,2026-06-25T15:34:10+08:00
000014,沙河股份,9.58,-0.31,3.45,流出,-42.12,-0.53,-3.17,-0.04,-38.94,-0.49,797.55,9.99,-755.43,-9.46,2026-06-25T15:33:30+08:00,2026-06-25T15:34:10+08:00
000016,*ST康佳A,2.37,-4.82,1.62,流出,-421.42,-6.82,107.46,1.74,-528.88,-8.57,-53.41,-0.86,474.83,7.69,2026-06-25T15:33:33+08:00,2026-06-25T15:34:10+08:00
000017,深中华A,5.12,-1.92,1.61,流出,-52.97,-1.46,0.0,0.0,-52.97,-1.46,82.78,2.27,-29.81,-0.82,2026-06-25T15:33:36+08:00,2026-06-25T15:34:10+08:00
000019,深粮控股,5.78,-1.87,1.47,流出,-505.88,-14.31,-62.6,-1.77,-443.28,-12.54,42.04,1.19,463.84,13.12,2026-06-25T15:33:24+08:00,2026-06-25T15:34:10+08:00
000020,深华发Ａ,11.07,-1.69,2.3,流出,-365.4,-7.87,0.0,0.0,-365.4,-7.87,317.69,6.84,47.71,1.03,2026-06-25T15:33:27+08:00,2026-06-25T15:34:10+08:00
000021,深科技,53.2,5.83,14.26,流出,-129970.09,-10.9,-68794.45,-5.77,-61175.64,-5.13,36580.72,3.07,93389.37,7.83,2026-06-25T15:33:39+08:00,2026-06-25T15:34:10+08:00
000025,特  力Ａ,14.13,-9.01,3.38,流出,-3103.19,-16.16,-996.16,-5.19,-2107.04,-10.97,415.81,2.16,2687.39,13.99,2026-06-25T15:33:33+08:00,2026-06-25T15:34:10+08:00
000026,飞亚达,20.82,-4.58,3.88,流出,-879.14,-2.95,-1331.76,-4.47,452.62,1.52,1124.15,3.77,-245.01,-0.82,2026-06-25T15:33:21+08:00,2026-06-25T15:34:10+08:00
000027,深圳能源,6.67,-1.19,0.88,流出,-1727.3,-6.19,-1570.92,-5.63,-156.37,-0.56,177.52,0.64,1549.78,5.55,2026-06-25T15:33:24+08:00,2026-06-25T15:34:10+08:00
000028,国药一致,19.45,-2.26,0.5,流出,-649.23,-12.7,-255.01,-4.99,-394.22,-7.71,379.02,7.42,270.22,5.29,2026-06-25T15:33:27+08:00,2026-06-25T15:34:10+08:00
000029,深深房Ａ,24.05,-8.03,1.77,流出,-2927.51,-7.59,-2674.34,-6.94,-253.17,-0.66,3448.06,8.94,-520.55,-1.35,2026-06-25T15:33:30+08:00,2026-06-25T15:34:10+08:00
000030,富奥股份,4.16,-0.95,0.45,流入,17.32,0.55,227.51,7.2,-210.19,-6.65,239.12,7.57,-256.44,-8.12,2026-06-25T15:33:33+08:00,2026-06-25T15:34:10+08:00
000031,大悦城,2.23,-0.45,0.85,流出,-634.1,-7.81,146.41,1.8,-780.51,-9.61,379.77,4.68,254.33,3.13,2026-06-25T15:33:27+08:00,2026-06-25T15:34:10+08:00
000032,深桑达Ａ,25.68,1.34,9.69,流出,-5885.61,-2.07,-13245.29,-4.66,7359.68,2.59,-4373.19,-1.54,10258.8,3.61,2026-06-25T15:33:36+08:00,2026-06-25T15:34:10+08:00
000034,神州数码,27.94,10.0,5.06,流入,42792.73,35.97,47165.18,39.65,-4372.45,-3.68,-23339.26,-19.62,-19453.47,-16.35,2026-06-25T15:33:39+08:00,2026-06-25T15:34:10+08:00
000035,中国天楹,5.04,0.4,1.36,流入,156.75,0.99,926.67,5.87,-769.92,-4.88,-521.22,-3.3,364.47,2.31,2026-06-25T15:33:42+08:00,2026-06-25T15:34:10+08:00
000036,华联控股,4.71,-5.04,1.81,流出,-1648.0,-13.64,155.44,1.29,-1803.44,-14.92,595.09,4.92,1052.91,8.71,2026-06-25T15:33:30+08:00,2026-06-25T15:34:10+08:00
000037,深南电A,9.16,-4.18,7.09,流出,-2327.0,-10.49,-283.0,-1.28,-2044.0,-9.21,-908.2,-4.09,3235.2,14.58,2026-06-25T15:33:45+08:00,2026-06-25T15:34:10+08:00
000039,中集集团,8.81,0.46,2.09,流出,-4120.54,-9.69,-1282.37,-3.02,-2838.17,-6.68,2126.48,5.0,1994.06,4.69,2026-06-25T15:33:48+08:00,2026-06-25T15:34:10+08:00
000042,中洲控股,8.95,-9.14,2.25,流出,-957.77,-6.91,-161.1,-1.16,-796.67,-5.75,859.01,6.2,98.77,0.71,2026-06-25T15:33:30+08:00,2026-06-25T15:34:10+08:00
000045,深纺织Ａ,10.15,-2.03,1.32,流出,-551.48,-8.96,174.11,2.83,-725.59,-11.79,-88.06,-1.43,639.54,10.39,2026-06-25T15:33:51+08:00,2026-06-25T15:34:10+08:00
000048,京基智农,22.31,10.01,5.66,流入,4272.25,6.65,1943.83,3.02,2328.43,3.62,-2400.42,-3.73,-1871.83,-2.91,2026-06-25T15:33:33+08:00,2026-06-25T15:34:10+08:00
000049,德赛电池,24.78,2.69,3.39,流入,2184.63,6.75,992.55,3.07,1192.08,3.68,910.23,2.81,-3094.86,-9.56,2026-06-25T15:33:54+08:00,2026-06-25T15:34:10+08:00
000050,深天马Ａ,10.38,-3.17,6.7,流出,-23710.74,-14.02,-23653.9,-13.99,-56.84,-0.03,6304.8,3.73,17405.94,10.29,2026-06-25T15:33:42+08:00,2026-06-25T15:34:10+08:00
000055,方大集团,3.44,-1.15,1.85,流入,317.53,7.38,101.48,2.36,216.05,5.02,-146.6,-3.41,-170.93,-3.97,2026-06-25T15:33:36+08:00,2026-06-25T15:34:10+08:00
000056,*ST皇庭,1.97,4.79,8.42,流入,655.14,4.39,-2277.49,-15.25,2932.63,19.64,-189.18,-1.27,-465.96,-3.12,2026-06-25T15:33:36+08:00,2026-06-25T15:34:10+08:00
