代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.98,1.48,0.52,流入,3301.7,2.99,-9619.48,-8.73,12921.19,11.72,-4947.86,-4.49,1646.16,1.49,2026-06-05T15:34:03+08:00,2026-06-05T16:24:05+08:00
000002,万  科Ａ,3.25,1.25,1.69,流入,1288.42,2.39,4374.79,8.1,-3086.37,-5.72,-450.94,-0.84,-837.49,-1.55,2026-06-05T15:34:03+08:00,2026-06-05T16:24:05+08:00
000004,*ST国华,,,0.0,,,,,,,,,,,,2026-06-05T15:34:03+08:00,2026-06-05T16:24:05+08:00
000006,深振业Ａ,8.51,1.31,2.57,流入,4085.43,13.85,2290.98,7.77,1794.45,6.08,-907.87,-3.08,-3177.56,-10.77,2026-06-05T15:34:06+08:00,2026-06-05T16:24:05+08:00
000007,全新好,12.31,-1.12,2.45,流出,-133.12,-1.27,-393.65,-3.77,260.54,2.49,1110.47,10.62,-977.36,-9.35,2026-06-05T15:34:03+08:00,2026-06-05T16:24:05+08:00
000008,神州高铁,2.59,0.78,0.79,流入,682.99,12.39,401.51,7.28,281.48,5.11,-567.89,-10.3,-115.1,-2.09,2026-06-05T15:34:09+08:00,2026-06-05T16:24:05+08:00
000009,中国宝安,7.19,1.41,0.99,流入,1019.57,5.55,-195.66,-1.07,1215.23,6.62,32.29,0.18,-1051.86,-5.73,2026-06-05T15:34:06+08:00,2026-06-05T16:24:05+08:00
000010,*ST美丽,2.26,5.12,2.63,流入,1373.58,27.13,549.23,10.85,824.35,16.28,-657.43,-12.98,-716.15,-14.14,2026-06-05T15:34:12+08:00,2026-06-05T16:24:05+08:00
000011,深物业A,7.58,4.99,1.21,流入,180.08,3.82,-221.29,-4.7,401.36,8.52,-193.21,-4.1,13.14,0.28,2026-06-05T15:34:03+08:00,2026-06-05T16:24:05+08:00
000012,南  玻Ａ,4.38,4.29,6.55,流入,3807.82,6.82,1707.64,3.06,2100.17,3.76,340.01,0.61,-4147.83,-7.43,2026-06-05T15:34:09+08:00,2026-06-05T16:24:05+08:00
000014,沙河股份,10.67,1.91,2.35,流出,-689.21,-11.4,0.0,0.0,-689.21,-11.4,-163.3,-2.7,852.51,14.1,2026-06-05T15:34:06+08:00,2026-06-05T16:24:05+08:00
000016,*ST康佳A,3.18,-0.93,1.3,流出,-770.3,-11.64,-223.87,-3.38,-546.42,-8.26,109.94,1.66,660.36,9.98,2026-06-05T15:34:15+08:00,2026-06-05T16:24:05+08:00
000017,深中华A,5.32,1.33,2.09,流出,-213.27,-4.34,0.0,0.0,-213.27,-4.34,-178.94,-3.65,392.21,7.99,2026-06-05T15:34:06+08:00,2026-06-05T16:24:05+08:00
000019,深粮控股,6.42,0.63,1.94,流入,224.11,4.32,897.26,17.28,-673.15,-12.96,-304.66,-5.87,80.55,1.55,2026-06-05T15:34:09+08:00,2026-06-05T16:24:05+08:00
000020,深华发Ａ,12.46,0.89,2.21,流出,-92.91,-1.88,-123.89,-2.51,30.98,0.63,-475.71,-9.65,568.62,11.53,2026-06-05T15:34:09+08:00,2026-06-05T16:24:05+08:00
000021,深科技,38.13,-3.91,8.66,流出,-67795.65,-12.92,-33742.44,-6.43,-34053.21,-6.49,5919.03,1.13,61876.62,11.79,2026-06-05T15:34:06+08:00,2026-06-05T16:24:05+08:00
000025,特  力Ａ,15.28,0.26,2.12,流出,-833.22,-6.48,-369.21,-2.87,-464.01,-3.61,600.97,4.68,232.25,1.81,2026-06-05T15:34:18+08:00,2026-06-05T16:24:05+08:00
000026,飞亚达,22.56,4.64,5.48,流入,2273.34,5.13,1809.26,4.08,464.08,1.05,-2356.13,-5.31,82.78,0.19,2026-06-05T15:34:09+08:00,2026-06-05T16:24:05+08:00
000027,深圳能源,7.29,-6.42,1.98,流出,-9581.98,-13.55,-4512.92,-6.38,-5069.05,-7.17,269.52,0.38,9312.45,13.17,2026-06-05T15:34:12+08:00,2026-06-05T16:24:05+08:00
000028,国药一致,22.79,0.4,0.36,流入,79.25,2.02,-164.02,-4.18,243.27,6.2,165.23,4.21,-244.47,-6.23,2026-06-05T15:34:15+08:00,2026-06-05T16:24:05+08:00
000029,深深房Ａ,23.09,-1.49,0.57,流出,-351.55,-3.0,-131.21,-1.12,-220.34,-1.88,903.17,7.7,-551.62,-4.7,2026-06-05T15:34:12+08:00,2026-06-05T16:24:05+08:00
000030,富奥股份,4.52,0.22,0.44,流入,69.6,2.08,24.57,0.73,45.04,1.34,22.58,0.67,-92.18,-2.75,2026-06-05T15:34:21+08:00,2026-06-05T16:24:05+08:00
000031,大悦城,2.65,3.52,2.54,流入,7344.69,25.15,6061.95,20.76,1282.74,4.39,-1830.97,-6.27,-5513.72,-18.88,2026-06-05T15:34:18+08:00,2026-06-05T16:24:05+08:00
000032,深桑达Ａ,15.9,-2.81,2.01,流出,-742.59,-2.01,-1293.08,-3.51,550.49,1.49,1774.62,4.81,-1032.03,-2.8,2026-06-05T15:34:12+08:00,2026-06-05T16:24:05+08:00
000034,神州数码,24.44,-1.85,4.37,流出,-7126.05,-7.82,-3959.97,-4.35,-3166.08,-3.48,-223.05,-0.24,7349.1,8.07,2026-06-05T15:34:12+08:00,2026-06-05T16:24:05+08:00
000035,中国天楹,5.51,-3.16,1.84,流出,-2590.17,-10.96,-1433.03,-6.07,-1157.15,-4.9,568.96,2.41,2021.22,8.56,2026-06-05T15:34:15+08:00,2026-06-05T16:24:05+08:00
