代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.06,-1.6,0.79,流入,4805.9,2.81,10379.75,6.06,-5573.85,-3.26,125.88,0.07,-4931.78,-2.88,2026-06-15T15:15:18+08:00,2026-06-15T15:15:21+08:00
000002,万  科Ａ,3.13,-0.95,1.31,流出,-4769.06,-11.89,-3519.18,-8.77,-1249.88,-3.12,1768.36,4.41,3000.7,7.48,2026-06-15T15:15:21+08:00,2026-06-15T15:15:21+08:00
000004,*ST国华,,,0.0,,,,,,,,,,,,2026-06-15T15:15:18+08:00,2026-06-15T15:15:21+08:00
000006,深振业Ａ,7.88,0.38,1.53,流出,-1096.94,-6.74,-58.55,-0.36,-1038.39,-6.38,934.49,5.74,162.45,1.0,2026-06-15T15:15:18+08:00,2026-06-15T15:15:21+08:00
000007,全新好,14.09,0.07,2.76,流出,-837.13,-6.27,-1045.84,-7.83,208.71,1.56,79.05,0.59,758.07,5.68,2026-06-15T15:14:24+08:00,2026-06-15T15:15:21+08:00
000008,神州高铁,2.56,4.49,1.53,流入,1714.87,16.33,930.03,8.86,784.85,7.48,-500.6,-4.77,-1214.27,-11.57,2026-06-15T15:15:18+08:00,2026-06-15T15:15:21+08:00
000009,中国宝安,6.97,-1.27,1.42,流出,-7582.63,-29.37,292.25,1.13,-7874.88,-30.5,3379.71,13.09,4202.92,16.28,2026-06-15T15:14:27+08:00,2026-06-15T15:15:21+08:00
000010,*ST美丽,2.12,-4.07,3.26,流出,-1237.55,-20.48,-519.62,-8.6,-717.93,-11.88,383.65,6.35,853.91,14.13,2026-06-15T15:15:21+08:00,2026-06-15T15:15:21+08:00
000011,深物业A,7.61,1.6,1.77,流出,-134.4,-1.87,-42.46,-0.59,-91.94,-1.28,853.73,11.88,-719.33,-10.01,2026-06-15T15:15:21+08:00,2026-06-15T15:15:21+08:00
000012,南  玻Ａ,4.11,2.75,2.6,流出,-2873.02,-13.68,-2168.64,-10.32,-704.37,-3.35,35.13,0.17,2837.88,13.51,2026-06-15T15:14:30+08:00,2026-06-15T15:15:21+08:00
000014,沙河股份,10.29,-0.19,1.95,流入,110.72,2.28,137.96,2.84,-27.24,-0.56,37.98,0.78,-148.7,-3.06,2026-06-15T15:15:18+08:00,2026-06-15T15:15:21+08:00
000016,*ST康佳A,2.86,0.7,1.35,流出,-236.05,-3.83,413.11,6.7,-649.16,-10.53,-23.96,-0.39,260.01,4.22,2026-06-15T15:14:24+08:00,2026-06-15T15:15:21+08:00
000017,深中华A,5.19,0.97,1.79,流出,-224.63,-5.45,0.0,0.0,-224.63,-5.45,-61.02,-1.48,285.65,6.93,2026-06-15T15:14:27+08:00,2026-06-15T15:15:21+08:00
