代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.28,-0.18,流出,-7214.92,-6.89,-4635.66,-4.43,-2579.26,-2.46,2170.45,2.07,5044.47,4.82,2026-05-11T15:09:30+08:00,2026-05-11T15:10:01+08:00
000002,万  科Ａ,4.09,2.25,流入,6946.78,8.83,4571.37,5.81,2375.41,3.02,-2259.94,-2.87,-4686.84,-5.95,2026-05-11T15:09:30+08:00,2026-05-11T15:10:01+08:00
000006,深振业Ａ,9.5,0.53,流出,-1959.79,-6.14,-1237.52,-3.88,-722.28,-2.26,-569.52,-1.78,2529.32,7.92,2026-05-11T15:09:33+08:00,2026-05-11T15:10:01+08:00
000007,全新好,16.5,-4.13,流出,-42.9,-0.1,-1104.45,-2.68,1061.55,2.58,-3186.63,-7.74,3229.53,7.84,2026-05-11T15:09:36+08:00,2026-05-11T15:10:01+08:00
000008,神州高铁,2.8,-0.36,流出,-2285.49,-12.45,-2116.03,-11.53,-169.47,-0.92,-108.52,-0.59,2394.01,13.05,2026-05-11T15:09:30+08:00,2026-05-11T15:10:01+08:00
000009,中国宝安,8.58,-0.46,流出,-1182.43,-4.52,228.09,0.87,-1410.52,-5.4,282.81,1.08,899.62,3.44,2026-05-11T15:09:39+08:00,2026-05-11T15:10:01+08:00
000010,*ST美丽,2.6,4.84,流入,2457.47,6.91,-1201.08,-3.38,3658.55,10.28,829.29,2.33,-3286.76,-9.24,2026-05-11T15:09:33+08:00,2026-05-11T15:10:01+08:00
000011,深物业A,8.09,0.5,流出,-391.52,-6.93,-239.77,-4.24,-151.75,-2.69,699.57,12.38,-308.05,-5.45,2026-05-11T15:09:36+08:00,2026-05-11T15:10:01+08:00
000012,南  玻Ａ,4.02,-0.25,流出,-2056.15,-20.45,-2845.15,-28.3,789.0,7.85,1569.6,15.61,486.55,4.84,2026-05-11T15:09:42+08:00,2026-05-11T15:10:01+08:00
000014,沙河股份,12.95,-1.22,流出,-1032.98,-10.12,-413.82,-4.05,-619.16,-6.06,508.99,4.99,524.0,5.13,2026-05-11T15:09:45+08:00,2026-05-11T15:10:01+08:00
