代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.69,1.42,0.62,流出,-6952.73,-5.49,-13054.66,-10.3,6101.93,4.81,5567.24,4.39,1385.49,1.09,2026-07-14T15:22:30+08:00,2026-07-14T15:22:56+08:00
000002,万  科Ａ,3.05,0.66,0.86,流入,313.28,1.23,-847.99,-3.34,1161.26,4.58,-258.26,-1.02,-55.01,-0.22,2026-07-14T15:21:45+08:00,2026-07-14T15:22:56+08:00
000004,国华退,,,0.0,,,,,,,,,,,,2026-07-14T08:00:00+08:00,2026-07-14T15:22:56+08:00
000006,深振业Ａ,6.47,-2.12,1.73,流出,-1805.24,-12.0,-913.86,-6.07,-891.38,-5.92,386.85,2.57,1418.39,9.42,2026-07-14T15:22:30+08:00,2026-07-14T15:22:56+08:00
000007,全新好,10.18,1.7,2.49,流出,-944.99,-10.76,-569.02,-6.48,-375.97,-4.28,-370.24,-4.22,1315.23,14.97,2026-07-14T15:22:45+08:00,2026-07-14T15:22:56+08:00
000008,神州高铁,2.6,10.17,0.45,流入,1272.02,39.79,1111.97,34.79,160.06,5.01,-321.96,-10.07,-950.07,-29.72,2026-07-14T15:22:45+08:00,2026-07-14T15:22:56+08:00
000009,中国宝安,6.11,1.83,0.69,流入,189.05,1.75,139.33,1.29,49.72,0.46,-441.47,-4.1,252.42,2.34,2026-07-14T15:22:15+08:00,2026-07-14T15:22:56+08:00
000010,*ST美丽,1.75,2.94,1.9,流入,226.83,7.97,86.5,3.04,140.33,4.93,-120.26,-4.23,-106.57,-3.74,2026-07-14T15:22:15+08:00,2026-07-14T15:22:56+08:00
000011,深物业A,6.32,1.44,0.58,流出,-216.3,-11.19,-163.81,-8.48,-52.49,-2.72,-20.02,-1.04,236.32,12.23,2026-07-14T15:22:45+08:00,2026-07-14T15:22:56+08:00
000012,南  玻Ａ,3.95,1.28,1.75,流出,-806.36,-5.96,-898.14,-6.64,91.78,0.68,-149.59,-1.11,955.95,7.07,2026-07-14T15:22:45+08:00,2026-07-14T15:22:56+08:00
000014,沙河股份,9.01,1.81,2.08,流入,44.16,0.99,0.0,0.0,44.16,0.99,-140.55,-3.14,96.39,2.15,2026-07-14T15:22:15+08:00,2026-07-14T15:22:56+08:00
000016,*ST康佳A,2.36,2.16,1.09,流入,751.65,18.37,90.01,2.2,661.64,16.17,-447.37,-10.94,-304.28,-7.44,2026-07-14T15:22:30+08:00,2026-07-14T15:22:56+08:00
000017,深中华A,5.8,1.93,3.57,流出,-178.4,-1.97,0.0,0.0,-178.4,-1.97,-111.61,-1.23,290.0,3.2,2026-07-14T15:22:45+08:00,2026-07-14T15:22:56+08:00
000019,深粮控股,6.0,1.18,1.34,流出,-133.46,-4.01,147.36,4.43,-280.82,-8.44,186.13,5.59,-52.67,-1.58,2026-07-14T15:22:00+08:00,2026-07-14T15:22:56+08:00
000020,深华发Ａ,10.4,2.97,2.25,流出,-148.9,-3.57,-335.74,-8.05,186.84,4.48,152.9,3.67,-4.0,-0.1,2026-07-14T15:22:15+08:00,2026-07-14T15:22:56+08:00
000021,深科技,52.51,0.75,13.15,流出,-32903.68,-3.07,-34513.28,-3.22,1609.6,0.15,22635.28,2.11,10268.4,0.96,2026-07-14T15:22:45+08:00,2026-07-14T15:22:56+08:00
