代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.07,-0.18,流入,2055.77,4.58,-2181.99,-4.86,4237.76,9.44,1129.83,2.52,-3185.6,-7.09,2026-04-13T15:00:00+08:00,2026-05-08T17:08:11+08:00
000002,万 科Ａ,3.91,0.51,流入,2859.04,9.05,2604.41,8.25,254.62,0.81,-1294.21,-4.1,-1564.83,-4.96,2026-04-13T15:00:00+08:00,2026-05-08T17:08:15+08:00
000006,深振业Ａ,8.58,-1.15,流出,-2121.13,-12.8,-1680.41,-10.14,-440.73,-2.66,419.74,2.53,1701.39,10.27,2026-04-13T15:00:00+08:00,2026-05-08T17:08:17+08:00
000007,全新好,13.32,-2.63,流出,-539.46,-4.59,840.06,7.14,-1379.52,-11.73,464.07,3.95,75.39,0.64,2026-04-13T15:00:00+08:00,2026-05-08T17:08:18+08:00
000008,神州高铁,2.74,0.0,流出,-646.69,-3.15,286.91,1.4,-933.6,-4.55,-478.03,-2.33,1124.72,5.48,2026-04-13T15:00:00+08:00,2026-05-08T17:08:20+08:00
000009,中国宝安,8.94,0.56,流出,-36.62,-0.19,461.65,2.45,-498.27,-2.64,-1237.96,-6.56,1274.58,6.75,2026-04-13T15:00:00+08:00,2026-05-08T17:08:24+08:00
000010,美丽生态,4.13,10.13,流入,4696.08,24.5,4803.03,25.06,-106.95,-0.56,-1474.24,-7.69,-3221.84,-16.81,2026-04-13T15:00:00+08:00,2026-05-08T17:08:25+08:00
000011,深物业A,8.38,-0.12,流入,37.84,1.43,-105.39,-3.98,143.24,5.41,133.43,5.04,-171.27,-6.47,2026-04-13T15:00:00+08:00,2026-05-08T17:08:28+08:00
000012,南 玻Ａ,4.54,1.11,流入,83.06,0.95,423.64,4.86,-340.58,-3.91,190.34,2.19,-273.41,-3.14,2026-04-13T15:00:00+08:00,2026-05-08T17:08:31+08:00
000014,沙河股份,13.27,-1.85,流出,-388.35,-3.65,356.27,3.34,-744.62,-6.99,422.51,3.97,-34.16,-0.32,2026-04-13T15:00:00+08:00,2026-05-08T17:08:34+08:00
000016,深康佳Ａ,3.23,3.19,流入,2784.04,18.57,1958.36,13.07,825.68,5.51,-454.36,-3.03,-2329.68,-15.54,2026-04-13T15:00:00+08:00,2026-05-08T17:08:38+08:00
000017,深中华A,6.84,-0.29,流出,-307.32,-11.17,-301.05,-10.95,-6.27,-0.23,373.72,13.59,-66.4,-2.41,2026-04-13T15:00:00+08:00,2026-05-08T17:08:41+08:00
000019,深粮控股,8.3,4.93,流入,4085.96,10.25,-132.81,-0.33,4218.77,10.58,1337.39,3.35,-5423.35,-13.6,2026-04-13T15:00:00+08:00,2026-05-08T17:08:41+08:00
000020,深华发Ａ,15.84,0.25,流出,-1180.71,-10.71,-648.32,-5.88,-532.39,-4.83,-830.43,-7.53,2011.13,18.24,2026-04-13T15:00:00+08:00,2026-05-08T17:08:42+08:00
000021,深科技,28.25,0.53,流出,-8549.4,-4.99,-4659.38,-2.72,-3890.02,-2.27,-3292.29,-1.92,11841.69,6.91,2026-04-13T15:00:00+08:00,2026-05-08T17:08:43+08:00
000025,特 力Ａ,16.25,0.49,流出,-539.09,-12.15,-35.75,-0.81,-503.34,-11.34,128.04,2.89,411.05,9.26,2026-04-13T15:00:00+08:00,2026-05-08T17:08:44+08:00
000026,飞亚达,16.41,9.99,流入,7751.48,43.24,8272.78,46.15,-521.3,-2.91,-3627.28,-20.23,-4124.2,-23.0,2026-04-13T15:00:00+08:00,2026-05-08T17:08:45+08:00
000027,深圳能源,6.7,1.06,流入,497.16,2.69,-665.72,-3.6,1162.88,6.29,9.88,0.05,-507.05,-2.74,2026-04-13T15:00:00+08:00,2026-05-08T17:08:45+08:00
000028,国药一致,25.51,-2.78,流出,-701.36,-4.3,-221.74,-1.36,-479.62,-2.94,1371.79,8.4,-670.43,-4.11,2026-04-13T15:00:00+08:00,2026-05-08T17:08:46+08:00
000029,深深房Ａ,19.86,-2.5,流出,-184.83,-2.1,-184.06,-2.09,-0.77,-0.01,-130.66,-1.48,315.49,3.58,2026-04-13T15:00:00+08:00,2026-05-08T17:08:46+08:00
000030,富奥股份,5.11,-0.2,流出,-436.5,-6.03,-255.37,-3.53,-181.13,-2.5,84.64,1.17,351.86,4.86,2026-04-13T15:00:00+08:00,2026-05-08T17:08:47+08:00
000031,大悦城,2.97,1.02,流入,229.45,3.44,360.3,5.41,-130.85,-1.96,156.84,2.35,-386.29,-5.8,2026-04-13T15:00:00+08:00,2026-05-08T17:08:48+08:00
000032,深桑达Ａ,18.08,1.06,流入,748.31,2.86,614.31,2.35,134.01,0.51,-2251.97,-8.61,1503.66,5.75,2026-04-13T15:00:00+08:00,2026-05-08T17:08:48+08:00
000034,神州数码,34.98,-0.93,流出,-2740.33,-6.08,1169.98,2.6,-3910.3,-8.68,-1610.79,-3.58,4351.11,9.66,2026-04-13T15:00:00+08:00,2026-05-08T17:08:51+08:00
000035,中国天楹,6.68,0.91,流入,1077.67,2.76,-646.9,-1.66,1724.57,4.42,-691.89,-1.77,-385.78,-0.99,2026-04-13T15:00:00+08:00,2026-05-08T17:08:51+08:00
000036,华联控股,5.14,4.47,流入,1033.88,3.0,585.79,1.7,448.09,1.3,486.69,1.41,-1520.58,-4.42,2026-04-13T15:00:00+08:00,2026-05-08T17:08:52+08:00
000037,深南电A,9.76,4.61,流入,1799.17,5.83,1086.82,3.52,712.35,2.31,-1630.98,-5.28,-168.19,-0.54,2026-04-13T15:00:00+08:00,2026-05-08T17:08:53+08:00
000039,中集集团,11.82,-0.76,流入,204.34,0.38,-2295.61,-4.28,2499.96,4.66,-371.82,-0.69,167.48,0.31,2026-04-13T15:00:00+08:00,2026-05-08T17:08:54+08:00
000042,中洲控股,8.77,1.04,流入,244.01,8.4,0.0,0.0,244.01,8.4,-132.07,-4.55,-111.93,-3.85,2026-04-13T15:00:00+08:00,2026-05-08T17:08:55+08:00
000045,深纺织Ａ,12.04,-1.07,流出,-829.25,-7.54,-157.07,-1.43,-672.17,-6.11,-348.74,-3.17,1177.99,10.7,2026-04-13T15:00:00+08:00,2026-05-08T17:08:56+08:00
000048,京基智农,15.4,0.33,流入,195.59,0.86,-80.12,-0.35,275.72,1.21,-82.18,-0.36,-113.42,-0.5,2026-04-13T15:00:00+08:00,2026-05-08T17:08:57+08:00
