代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.84,1.4,0.51,流出,-9751.76,-9.21,-1721.26,-1.63,-8030.5,-7.58,3046.98,2.88,6704.78,6.33,2026-07-15T15:04:15+08:00,2026-07-15T15:04:36+08:00
000002,万  科Ａ,3.13,2.62,1.54,流入,3087.06,6.63,2697.06,5.79,390.0,0.84,-1860.24,-4.0,-1226.82,-2.64,2026-07-15T15:04:18+08:00,2026-07-15T15:04:36+08:00
000004,国华退,,,0.0,,,,,,,,,,,,2026-07-15T08:00:00+08:00,2026-07-15T15:04:36+08:00
000006,深振业Ａ,6.48,0.15,1.2,流出,-551.29,-5.29,309.33,2.97,-860.63,-8.27,-583.52,-5.6,1134.81,10.9,2026-07-15T15:04:15+08:00,2026-07-15T15:04:36+08:00
000007,全新好,10.21,0.29,2.19,流出,-784.96,-10.12,-624.65,-8.05,-160.3,-2.07,-393.49,-5.07,1178.45,15.19,2026-07-15T15:04:21+08:00,2026-07-15T15:04:36+08:00
000008,神州高铁,2.53,-2.69,4.95,流出,-5739.94,-16.13,-2745.21,-7.72,-2994.73,-8.42,553.0,1.55,5186.94,14.58,2026-07-15T15:04:18+08:00,2026-07-15T15:04:36+08:00
000009,中国宝安,6.13,0.33,0.81,流出,-288.75,-2.25,-262.38,-2.05,-26.38,-0.21,-344.09,-2.68,632.84,4.93,2026-07-15T15:04:15+08:00,2026-07-15T15:04:36+08:00
000010,*ST美丽,1.71,-2.29,1.8,流出,-606.12,-22.42,-64.46,-2.38,-541.66,-20.04,275.97,10.21,330.15,12.21,2026-07-15T15:04:18+08:00,2026-07-15T15:04:36+08:00
000011,深物业A,6.44,1.9,0.57,流出,-52.89,-2.75,0.0,0.0,-52.89,-2.75,-148.3,-7.72,201.19,10.47,2026-07-15T15:04:21+08:00,2026-07-15T15:04:36+08:00
000012,南  玻Ａ,3.88,-1.77,2.2,流出,-168.45,-1.02,-781.9,-4.74,613.45,3.72,-417.57,-2.53,586.02,3.56,2026-07-15T15:04:15+08:00,2026-07-15T15:04:36+08:00
000014,沙河股份,9.09,0.89,1.84,流出,-438.45,-10.82,-200.25,-4.94,-238.2,-5.88,107.82,2.66,330.63,8.16,2026-07-15T15:04:24+08:00,2026-07-15T15:04:36+08:00
000016,*ST康佳A,2.6,10.17,1.16,流入,1432.71,30.31,665.74,14.09,766.97,16.23,-196.46,-4.16,-1236.25,-26.16,2026-07-15T15:04:15+08:00,2026-07-15T15:04:36+08:00
000017,深中华A,5.89,1.55,3.27,流入,77.91,0.92,24.14,0.28,53.77,0.63,-52.86,-0.62,-25.06,-0.29,2026-07-15T15:04:18+08:00,2026-07-15T15:04:36+08:00
000019,深粮控股,6.11,1.83,1.39,流出,-447.62,-12.7,10.55,0.3,-458.17,-13.0,-31.58,-0.9,479.2,13.59,2026-07-15T15:04:24+08:00,2026-07-15T15:04:36+08:00
000020,深华发Ａ,10.43,0.29,1.44,流出,-47.16,-1.73,0.0,0.0,-47.16,-1.73,-79.95,-2.93,127.1,4.66,2026-07-15T15:04:27+08:00,2026-07-15T15:04:36+08:00
000021,深科技,47.26,-10.0,11.66,流出,-79197.51,-8.72,-29748.11,-3.28,-49449.4,-5.45,-2132.23,-0.23,81329.75,8.96,2026-07-15T15:04:21+08:00,2026-07-15T15:04:36+08:00
