代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.77,-0.83,0.39,流出,-9483.99,-11.74,-11499.81,-14.23,2015.82,2.49,6044.53,7.48,3439.46,4.26,2026-05-20T15:02:51+08:00,2026-05-20T15:03:31+08:00
000002,万  科Ａ,3.6,-2.96,1.24,流出,-9586.36,-22.01,-5889.86,-13.52,-3696.5,-8.49,3013.07,6.92,6573.29,15.09,2026-05-20T15:02:51+08:00,2026-05-20T15:03:31+08:00
000006,深振业Ａ,10.86,-2.51,3.76,流出,-5009.15,-9.07,-760.28,-1.38,-4248.88,-7.7,57.44,0.1,4951.72,8.97,2026-05-20T15:02:51+08:00,2026-05-20T15:03:31+08:00
000007,全新好,12.49,1.22,2.99,流入,473.26,3.69,325.99,2.54,147.28,1.15,408.45,3.18,-881.71,-6.87,2026-05-20T15:02:51+08:00,2026-05-20T15:03:31+08:00
000008,神州高铁,2.67,-1.11,1.74,流出,-728.32,-5.8,316.71,2.52,-1045.02,-8.32,21.2,0.17,707.11,5.63,2026-05-20T15:02:54+08:00,2026-05-20T15:03:31+08:00
000009,中国宝安,7.88,0.38,0.98,流出,-115.2,-0.59,652.76,3.33,-767.96,-3.91,-50.08,-0.26,165.29,0.84,2026-05-20T15:02:54+08:00,2026-05-20T15:03:31+08:00
000010,*ST美丽,2.47,-5.0,4.11,流出,-2004.97,-22.45,-785.74,-8.8,-1219.24,-13.65,498.93,5.59,1506.05,16.86,2026-05-20T15:02:57+08:00,2026-05-20T15:03:31+08:00
000011,深物业A,7.7,-3.02,0.7,流出,-267.47,-9.33,0.0,0.0,-267.47,-9.33,198.39,6.92,69.08,2.41,2026-05-20T15:03:00+08:00,2026-05-20T15:03:31+08:00
000012,南  玻Ａ,3.64,-2.67,1.03,流出,-1966.63,-26.59,-1840.33,-24.88,-126.29,-1.71,633.73,8.57,1332.9,18.02,2026-05-20T15:03:03+08:00,2026-05-20T15:03:31+08:00
000014,沙河股份,11.71,-2.5,2.25,流出,-596.03,-9.35,24.97,0.39,-621.0,-9.74,-146.04,-2.29,742.07,11.64,2026-05-20T15:02:57+08:00,2026-05-20T15:03:31+08:00
000016,*ST康佳A,3.23,0.94,2.33,流出,-1325.26,-10.87,-646.83,-5.31,-678.43,-5.56,835.94,6.86,489.32,4.01,2026-05-20T15:02:54+08:00,2026-05-20T15:03:31+08:00
000017,深中华A,5.77,-2.37,1.21,流出,-104.61,-3.39,0.0,0.0,-104.61,-3.39,-136.96,-4.44,241.56,7.84,2026-05-20T15:03:00+08:00,2026-05-20T15:03:31+08:00
000019,深粮控股,6.97,-0.43,2.81,流入,485.87,6.04,-94.18,-1.17,580.05,7.21,-254.11,-3.16,-231.76,-2.88,2026-05-20T15:03:06+08:00,2026-05-20T15:03:31+08:00
000020,深华发Ａ,13.25,-1.63,2.01,流入,40.42,0.84,132.3,2.74,-91.88,-1.9,-38.25,-0.79,-2.17,-0.04,2026-05-20T15:03:09+08:00,2026-05-20T15:03:31+08:00
000021,深科技,37.85,0.48,19.12,流出,-88211.94,-7.57,-54365.44,-4.67,-33846.5,-2.91,21855.4,1.88,66356.54,5.7,2026-05-20T15:02:54+08:00,2026-05-20T15:03:31+08:00
000025,特  力Ａ,15.02,-3.53,1.3,流出,-1573.04,-20.31,-1153.76,-14.9,-419.28,-5.41,739.52,9.55,833.52,10.76,2026-05-20T15:02:57+08:00,2026-05-20T15:03:31+08:00
000026,飞亚达,21.8,-1.89,6.09,流出,-87.22,-0.18,-2901.45,-6.02,2814.22,5.84,-109.55,-0.23,196.77,0.41,2026-05-20T15:03:12+08:00,2026-05-20T15:03:31+08:00
000027,深圳能源,7.39,-4.77,1.73,流出,-9462.77,-15.39,-4820.23,-7.84,-4642.54,-7.55,381.15,0.62,9081.61,14.77,2026-05-20T15:03:15+08:00,2026-05-20T15:03:31+08:00
000028,国药一致,24.0,-0.62,0.44,流出,-219.93,-4.38,-263.45,-5.25,43.52,0.87,297.88,5.94,-77.95,-1.55,2026-05-20T15:02:57+08:00,2026-05-20T15:03:31+08:00
000029,深深房Ａ,26.48,-9.99,2.59,流出,-12158.22,-19.05,-9217.68,-14.44,-2940.53,-4.61,4741.05,7.43,7417.17,11.62,2026-05-20T15:03:03+08:00,2026-05-20T15:03:31+08:00
000030,富奥股份,4.74,-1.46,0.99,流入,2231.93,28.42,1107.76,14.1,1124.17,14.31,684.26,8.71,-2916.19,-37.13,2026-05-20T15:02:54+08:00,2026-05-20T15:03:31+08:00
000031,大悦城,2.75,-3.85,0.71,流入,78.3,0.93,58.86,0.7,19.44,0.23,-691.88,-8.21,613.58,7.28,2026-05-20T15:03:06+08:00,2026-05-20T15:03:31+08:00
000032,深桑达Ａ,20.0,1.88,4.59,流入,2824.61,2.66,3129.32,2.95,-304.71,-0.29,-6405.58,-6.04,3580.96,3.38,2026-05-20T15:03:09+08:00,2026-05-20T15:03:31+08:00
000034,神州数码,30.19,-2.49,7.26,流出,-20540.03,-11.03,-9526.15,-5.12,-11013.89,-5.92,452.14,0.24,20087.89,10.79,2026-05-20T15:03:00+08:00,2026-05-20T15:03:31+08:00
000035,中国天楹,6.12,-1.29,2.16,流出,-2880.52,-9.49,-3357.91,-11.07,477.39,1.57,1526.76,5.03,1353.76,4.46,2026-05-20T15:03:18+08:00,2026-05-20T15:03:31+08:00
000036,华联控股,5.68,0.18,2.59,流出,-64.21,-0.31,238.34,1.16,-302.55,-1.47,1465.27,7.13,-1401.05,-6.82,2026-05-20T15:03:00+08:00,2026-05-20T15:03:31+08:00
000037,深南电A,9.87,-9.37,10.38,流出,-4318.73,-12.18,-466.98,-1.32,-3851.75,-10.86,810.58,2.29,3508.14,9.89,2026-05-20T15:03:03+08:00,2026-05-20T15:03:31+08:00
000039,中集集团,11.32,-2.75,2.69,流出,-11631.21,-16.47,1361.77,1.93,-12992.98,-18.4,-2275.18,-3.22,13906.39,19.69,2026-05-20T15:03:06+08:00,2026-05-20T15:03:31+08:00
000042,中洲控股,10.23,-0.87,0.75,流出,-349.04,-6.88,-34.92,-0.69,-314.13,-6.2,112.18,2.21,236.86,4.67,2026-05-20T15:02:57+08:00,2026-05-20T15:03:31+08:00
000045,深纺织Ａ,12.2,-0.57,1.48,流出,-774.64,-9.41,-211.1,-2.56,-563.54,-6.85,5.29,0.06,769.35,9.35,2026-05-20T15:03:00+08:00,2026-05-20T15:03:31+08:00
000048,京基智农,14.25,-1.79,1.33,流出,-725.82,-7.22,-3.95,-0.04,-721.87,-7.18,85.71,0.85,640.11,6.37,2026-05-20T15:03:12+08:00,2026-05-20T15:03:31+08:00
000049,德赛电池,27.06,2.34,3.18,流出,-660.91,-2.02,-397.18,-1.22,-263.72,-0.81,-318.6,-0.98,979.51,3.0,2026-05-20T15:03:03+08:00,2026-05-20T15:03:31+08:00
000050,深天马Ａ,7.35,-2.26,0.77,流出,-489.78,-3.52,-299.85,-2.16,-189.94,-1.37,780.49,5.61,-290.71,-2.09,2026-05-20T15:03:15+08:00,2026-05-20T15:03:31+08:00
000055,方大集团,3.63,-2.68,1.5,流出,-216.81,-5.87,0.0,0.0,-216.81,-5.87,156.92,4.25,59.89,1.62,2026-05-20T15:03:21+08:00,2026-05-20T15:03:31+08:00
