代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.76,-0.09,0.29,流出,-2511.63,-4.14,-1473.35,-2.43,-1038.28,-1.71,3641.9,6.0,-1130.27,-1.86,2026-05-21T11:37:06+08:00,2026-05-21T11:37:17+08:00
000002,万  科Ａ,3.58,-0.56,0.61,流出,-3110.29,-14.66,-2347.21,-11.06,-763.08,-3.6,1460.46,6.88,1649.83,7.77,2026-05-21T11:37:06+08:00,2026-05-21T11:37:17+08:00
000006,深振业Ａ,11.02,1.47,2.52,流入,5893.79,15.86,1566.05,4.21,4327.74,11.65,92.52,0.25,-5986.31,-16.11,2026-05-21T11:37:09+08:00,2026-05-21T11:37:17+08:00
000007,全新好,12.13,-2.88,1.88,流出,-522.62,-6.53,-377.21,-4.72,-145.41,-1.82,616.86,7.71,-94.24,-1.18,2026-05-21T11:37:09+08:00,2026-05-21T11:37:17+08:00
000008,神州高铁,2.64,-1.12,0.74,流出,-1220.59,-22.75,-713.47,-13.3,-507.12,-9.45,768.12,14.32,452.47,8.43,2026-05-21T11:37:06+08:00,2026-05-21T11:37:17+08:00
000009,中国宝安,7.9,0.25,0.57,流入,80.17,0.68,273.97,2.34,-193.8,-1.65,-393.07,-3.36,312.89,2.67,2026-05-21T11:37:09+08:00,2026-05-21T11:37:17+08:00
000010,*ST美丽,2.35,-4.86,2.83,流出,-1357.77,-23.28,-614.08,-10.53,-743.69,-12.75,200.81,3.44,1156.96,19.83,2026-05-21T11:37:06+08:00,2026-05-21T11:37:17+08:00
000011,深物业A,7.66,-0.52,0.3,流出,-138.9,-11.24,0.0,0.0,-138.9,-11.24,122.55,9.92,16.34,1.32,2026-05-21T11:37:12+08:00,2026-05-21T11:37:17+08:00
000012,南  玻Ａ,4.0,9.89,2.46,流入,7688.39,40.99,6427.69,34.27,1260.71,6.72,-3848.17,-20.52,-3840.22,-20.48,2026-05-21T11:37:12+08:00,2026-05-21T11:37:17+08:00
000014,沙河股份,11.63,-0.68,1.0,流入,43.27,1.52,0.0,0.0,43.27,1.52,-8.3,-0.29,-34.97,-1.23,2026-05-21T11:37:15+08:00,2026-05-21T11:37:17+08:00
000016,*ST康佳A,3.29,1.86,1.68,流入,389.27,4.38,-1055.14,-11.88,1444.41,16.27,57.85,0.65,-447.12,-5.04,2026-05-21T11:37:15+08:00,2026-05-21T11:37:17+08:00
000017,深中华A,5.78,0.17,0.7,流出,-234.7,-13.1,0.0,0.0,-234.7,-13.1,25.42,1.42,209.28,11.68,2026-05-21T11:37:12+08:00,2026-05-21T11:37:17+08:00
000019,深粮控股,6.92,-0.72,1.65,流出,-530.7,-11.03,-133.32,-2.77,-397.38,-8.26,228.6,4.75,302.1,6.28,2026-05-21T11:37:15+08:00,2026-05-21T11:37:17+08:00
000020,深华发Ａ,13.3,0.38,3.34,流入,200.22,2.42,219.02,2.65,-18.8,-0.23,469.15,5.68,-669.38,-8.1,2026-05-21T11:37:09+08:00,2026-05-21T11:37:17+08:00
000021,深科技,37.61,-0.63,10.69,流出,-10618.36,-1.65,-4550.61,-0.71,-6067.75,-0.94,-1442.66,-0.22,12061.02,1.88,2026-05-21T11:36:18+08:00,2026-05-21T11:37:17+08:00
000025,特  力Ａ,15.08,0.4,0.41,流入,372.45,15.45,0.0,0.0,372.45,15.45,-216.87,-9.0,-155.58,-6.45,2026-05-21T11:37:12+08:00,2026-05-21T11:37:17+08:00
000026,飞亚达,23.98,10.0,5.67,流入,8341.21,17.44,8502.82,17.78,-161.62,-0.34,-4566.87,-9.55,-3774.34,-7.89,2026-05-21T11:36:18+08:00,2026-05-21T11:37:17+08:00
000027,深圳能源,7.39,0.0,0.69,流出,-887.83,-3.65,-1486.7,-6.11,598.87,2.46,-1181.34,-4.86,2069.17,8.51,2026-05-21T11:36:21+08:00,2026-05-21T11:37:17+08:00
000028,国药一致,24.0,0.0,0.19,流出,-158.48,-7.24,-107.74,-4.92,-50.74,-2.32,-175.34,-8.01,333.83,15.25,2026-05-21T11:37:15+08:00,2026-05-21T11:37:17+08:00
000029,深深房Ａ,25.77,-2.68,1.64,流出,-3980.34,-10.61,-2875.41,-7.66,-1104.93,-2.94,19.38,0.05,3960.96,10.55,2026-05-21T11:37:09+08:00,2026-05-21T11:37:17+08:00
000030,富奥股份,4.77,0.63,0.57,流出,-357.4,-7.89,-164.22,-3.63,-193.18,-4.27,81.29,1.79,276.1,6.1,2026-05-21T11:36:21+08:00,2026-05-21T11:37:17+08:00
000031,大悦城,2.66,-3.27,0.66,流入,985.11,12.92,20.85,0.27,964.26,12.65,535.6,7.03,-1520.71,-19.95,2026-05-21T11:37:12+08:00,2026-05-21T11:37:17+08:00
000032,深桑达Ａ,19.87,-0.65,2.19,流入,451.13,0.9,110.02,0.22,341.11,0.68,1081.57,2.16,-1532.7,-3.06,2026-05-21T11:36:18+08:00,2026-05-21T11:37:17+08:00
