代码,名称,最新价,涨跌幅%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,11.14,-0.98,流出,-5053.66,-4.45,-454.05,-0.4,-4599.61,-4.05,3542.49,3.12,1511.16,1.33,2026-05-13T15:34:54+08:00,2026-05-13T16:50:06+08:00
000002,万  科Ａ,3.99,-2.68,流出,-6002.25,-11.44,-5961.07,-11.36,-41.18,-0.08,2653.4,5.06,3348.85,6.38,2026-05-13T15:34:57+08:00,2026-05-13T16:50:06+08:00
000006,深振业Ａ,10.38,-0.67,流出,-8212.17,-6.04,-10395.42,-7.65,2183.26,1.61,2072.92,1.53,6139.25,4.52,2026-05-13T15:34:54+08:00,2026-05-13T16:50:06+08:00
000007,全新好,13.52,-8.96,流出,-4588.97,-9.11,-5077.76,-10.08,488.79,0.97,6314.89,12.53,-1725.91,-3.42,2026-05-13T15:34:57+08:00,2026-05-13T16:50:06+08:00
000008,神州高铁,2.79,1.09,流出,-222.54,-1.37,-800.31,-4.93,577.77,3.56,81.98,0.5,140.56,0.87,2026-05-13T15:34:54+08:00,2026-05-13T16:50:06+08:00
000009,中国宝安,8.31,-1.42,流出,-4689.43,-18.2,-3144.98,-12.21,-1544.45,-6.0,2971.09,11.53,1718.35,6.67,2026-05-13T15:34:00+08:00,2026-05-13T16:50:06+08:00
000010,*ST美丽,2.73,0.0,流出,-1871.01,-9.63,-563.12,-2.9,-1307.88,-6.73,-189.81,-0.98,2060.81,10.61,2026-05-13T15:34:54+08:00,2026-05-13T16:50:06+08:00
000011,深物业A,8.03,-3.37,流出,-780.44,-9.06,-528.37,-6.13,-252.07,-2.93,208.18,2.42,572.26,6.64,2026-05-13T15:34:03+08:00,2026-05-13T16:50:06+08:00
000012,南  玻Ａ,3.83,-1.79,流出,-2657.64,-21.12,-2150.49,-17.09,-507.15,-4.03,215.66,1.71,2441.98,19.4,2026-05-13T15:34:57+08:00,2026-05-13T16:50:06+08:00
000014,沙河股份,12.71,-2.23,流出,-1222.59,-9.62,-963.3,-7.58,-259.28,-2.04,158.01,1.24,1064.58,8.37,2026-05-13T15:34:06+08:00,2026-05-13T16:50:06+08:00
000016,*ST康佳A,3.22,0.94,流入,670.08,4.84,214.94,1.55,455.14,3.29,-798.57,-5.76,128.49,0.93,2026-05-13T15:34:09+08:00,2026-05-13T16:50:06+08:00
000017,深中华A,6.17,-0.16,流入,171.79,3.63,-173.16,-3.66,344.95,7.29,126.04,2.66,-297.83,-6.3,2026-05-13T15:34:57+08:00,2026-05-13T16:50:06+08:00
000019,深粮控股,7.3,0.41,流出,-574.62,-5.52,216.07,2.07,-790.69,-7.59,181.79,1.75,392.83,3.77,2026-05-13T15:34:00+08:00,2026-05-13T16:50:06+08:00
000020,深华发Ａ,13.77,-2.34,流出,-636.03,-5.66,-142.66,-1.27,-493.37,-4.39,-792.64,-7.06,1428.66,12.72,2026-05-13T15:34:12+08:00,2026-05-13T16:50:06+08:00
000021,深科技,34.61,7.12,流入,42960.91,7.7,29558.13,5.3,13402.78,2.4,-8708.58,-1.56,-34252.33,-6.14,2026-05-13T15:34:03+08:00,2026-05-13T16:50:06+08:00
000025,特  力Ａ,15.83,-1.06,流出,-2011.13,-21.23,-1474.0,-15.56,-537.13,-5.67,982.91,10.37,1028.22,10.85,2026-05-13T15:34:00+08:00,2026-05-13T16:50:06+08:00
000026,飞亚达,20.19,-1.56,流出,-4820.26,-11.81,-2957.5,-7.25,-1862.75,-4.56,2299.54,5.63,2520.71,6.18,2026-05-13T15:34:06+08:00,2026-05-13T16:50:06+08:00
000027,深圳能源,7.54,3.01,流入,1759.24,2.73,3096.18,4.8,-1336.94,-2.07,-1707.9,-2.65,-51.35,-0.08,2026-05-13T15:34:09+08:00,2026-05-13T16:50:06+08:00
000028,国药一致,24.54,-0.41,流出,-866.29,-12.1,-202.32,-2.83,-663.97,-9.27,387.41,5.41,478.88,6.69,2026-05-13T15:34:00+08:00,2026-05-13T16:50:06+08:00
000029,深深房Ａ,26.7,0.79,流出,-7676.37,-10.99,-5049.12,-7.23,-2627.24,-3.76,-202.11,-0.29,7878.48,11.28,2026-05-13T15:34:12+08:00,2026-05-13T16:50:06+08:00
000030,富奥股份,4.95,0.0,流出,-513.61,-6.15,-414.74,-4.97,-98.86,-1.18,1610.63,19.3,-1097.02,-13.14,2026-05-13T15:34:15+08:00,2026-05-13T16:50:06+08:00
000031,大悦城,3.0,-3.54,流入,926.58,9.86,115.93,1.23,810.65,8.63,-279.6,-2.98,-646.98,-6.89,2026-05-13T15:34:57+08:00,2026-05-13T16:50:06+08:00
000032,深桑达Ａ,19.25,2.28,流入,615.01,1.07,-1717.24,-2.99,2332.25,4.06,-638.98,-1.11,23.97,0.04,2026-05-13T15:34:00+08:00,2026-05-13T16:50:06+08:00
000034,神州数码,42.84,2.51,流入,11360.36,6.73,10432.38,6.18,927.99,0.55,-2029.7,-1.2,-9330.67,-5.52,2026-05-13T15:34:03+08:00,2026-05-13T16:50:06+08:00
000035,中国天楹,6.7,3.55,流入,2490.38,5.13,3262.78,6.73,-772.4,-1.59,-1256.54,-2.59,-1233.84,-2.54,2026-05-13T15:34:15+08:00,2026-05-13T16:50:06+08:00
000036,华联控股,6.09,-1.3,流出,-3126.49,-10.21,-2800.17,-9.14,-326.32,-1.07,601.98,1.97,2524.51,8.24,2026-05-13T15:34:03+08:00,2026-05-13T16:50:06+08:00
000037,深南电A,11.61,-0.77,流入,373.94,0.5,263.45,0.35,110.49,0.15,-2295.81,-3.05,1921.87,2.55,2026-05-13T15:34:18+08:00,2026-05-13T16:50:06+08:00
000039,中集集团,13.02,1.4,流入,5078.91,8.82,3323.02,5.77,1755.89,3.05,-3862.4,-6.7,-1216.51,-2.11,2026-05-13T15:34:18+08:00,2026-05-13T16:50:06+08:00
000042,中洲控股,10.17,-0.78,流入,165.59,1.81,22.79,0.25,142.8,1.56,217.75,2.38,-383.34,-4.2,2026-05-13T15:34:21+08:00,2026-05-13T16:50:06+08:00
000045,深纺织Ａ,12.36,0.57,流出,-750.94,-6.94,-246.56,-2.28,-504.38,-4.66,-498.08,-4.6,1249.02,11.55,2026-05-13T15:34:06+08:00,2026-05-13T16:50:06+08:00
000048,京基智农,14.58,-1.95,流出,-3039.35,-20.53,-1324.51,-8.95,-1714.84,-11.58,200.26,1.35,2839.09,19.18,2026-05-13T15:34:21+08:00,2026-05-13T16:50:06+08:00
000049,德赛电池,28.22,1.0,流出,-1395.08,-4.89,860.94,3.02,-2256.02,-7.9,872.54,3.06,522.54,1.83,2026-05-13T15:34:09+08:00,2026-05-13T16:50:06+08:00
000050,深天马Ａ,7.83,1.95,流入,1089.92,5.15,604.99,2.86,484.93,2.29,14.25,0.07,-1104.17,-5.22,2026-05-13T15:34:24+08:00,2026-05-13T16:50:06+08:00
