代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),主力净占比%,超大单净流入(万),超大单净占比%,大单净流入(万),大单净占比%,中单净流入(万),中单净占比%,小单净流入(万),小单净占比%,资金流时间,抓取时间
000001,平安银行,10.51,-1.87,0.58,流出,-6935.65,-5.81,-3564.31,-2.99,-3371.33,-2.83,9613.35,8.06,-2677.7,-2.24,2026-06-24T15:01:54+08:00,2026-06-24T15:02:07+08:00
000002,万  科Ａ,2.97,-3.88,1.58,流出,-4298.61,-9.34,-2384.98,-5.18,-1913.64,-4.16,1917.32,4.16,2381.3,5.17,2026-06-24T15:01:54+08:00,2026-06-24T15:02:07+08:00
000004,国华退,0.28,-9.68,3.42,流出,-34.13,-27.9,-15.52,-12.69,-18.61,-15.21,26.92,22.01,7.2,5.89,2026-06-24T15:01:57+08:00,2026-06-24T15:02:07+08:00
000006,深振业Ａ,7.52,-4.33,2.1,流出,-3056.4,-14.28,-1647.38,-7.7,-1409.03,-6.58,1607.08,7.51,1449.32,6.77,2026-06-24T15:01:54+08:00,2026-06-24T15:02:07+08:00
000007,全新好,13.63,3.1,2.27,流出,-276.09,-2.64,-157.74,-1.51,-118.36,-1.13,756.32,7.23,-480.23,-4.59,2026-06-24T15:01:54+08:00,2026-06-24T15:02:07+08:00
000008,神州高铁,2.41,-1.63,1.24,流出,-1269.69,-15.86,-803.73,-10.04,-465.95,-5.82,186.82,2.33,1082.87,13.53,2026-06-24T15:01:54+08:00,2026-06-24T15:02:07+08:00
000009,中国宝安,6.64,-1.92,0.94,流出,-606.69,-3.76,-742.87,-4.6,136.18,0.84,221.88,1.37,384.81,2.38,2026-06-24T15:02:00+08:00,2026-06-24T15:02:07+08:00
000010,*ST美丽,1.91,-4.5,2.24,流出,-120.76,-3.22,288.0,7.68,-408.76,-10.9,-120.96,-3.23,241.73,6.45,2026-06-24T15:02:03+08:00,2026-06-24T15:02:07+08:00
000011,深物业A,7.01,-4.76,1.34,流入,184.59,3.7,-159.63,-3.2,344.23,6.89,108.59,2.17,-293.19,-5.87,2026-06-24T15:01:57+08:00,2026-06-24T15:02:07+08:00
000012,南  玻Ａ,4.63,-0.86,5.71,流出,-1200.1,-2.3,162.19,0.31,-1362.29,-2.61,-1201.46,-2.3,2401.56,4.6,2026-06-24T15:02:06+08:00,2026-06-24T15:02:07+08:00
000014,沙河股份,9.61,-5.41,2.79,流入,454.82,6.93,-32.86,-0.5,487.69,7.43,440.2,6.71,-895.02,-13.64,2026-06-24T15:01:57+08:00,2026-06-24T15:02:07+08:00
000016,*ST康佳A,2.49,-4.96,1.71,流出,-1548.93,-22.65,-1055.25,-15.43,-493.68,-7.22,487.45,7.13,1061.48,15.52,2026-06-24T15:02:00+08:00,2026-06-24T15:02:07+08:00
000017,深中华A,5.22,-1.32,1.86,流出,-105.94,-2.48,0.0,0.0,-105.94,-2.48,230.94,5.4,-125.0,-2.92,2026-06-24T15:01:09+08:00,2026-06-24T15:02:07+08:00
000019,深粮控股,5.89,-3.44,1.91,流出,-377.66,-7.99,-128.94,-2.73,-248.72,-5.27,223.85,4.74,153.81,3.26,2026-06-24T15:01:57+08:00,2026-06-24T15:02:07+08:00
000020,深华发Ａ,11.26,-4.17,2.66,流入,272.79,5.04,116.85,2.16,155.94,2.88,252.07,4.66,-524.86,-9.7,2026-06-24T15:02:03+08:00,2026-06-24T15:02:07+08:00
000021,深科技,50.27,10.0,12.13,流入,90583.91,9.88,98214.66,10.72,-7630.74,-0.83,-49863.06,-5.44,-40720.86,-4.44,2026-06-24T15:02:06+08:00,2026-06-24T15:02:07+08:00
000025,特  力Ａ,15.53,-2.27,3.11,流出,-458.5,-2.35,-460.65,-2.36,2.15,0.01,-28.31,-0.15,486.81,2.5,2026-06-24T15:01:12+08:00,2026-06-24T15:02:07+08:00
000026,飞亚达,21.82,0.79,4.04,流出,-683.52,-2.15,281.91,0.89,-965.43,-3.03,646.1,2.03,37.42,0.12,2026-06-24T15:02:00+08:00,2026-06-24T15:02:07+08:00
000027,深圳能源,6.75,-1.6,0.83,流出,-2145.57,-8.06,-508.86,-1.91,-1636.71,-6.15,590.87,2.22,1554.7,5.84,2026-06-24T15:02:03+08:00,2026-06-24T15:02:07+08:00
000028,国药一致,19.9,-2.45,0.7,流出,-80.72,-1.09,192.02,2.59,-272.74,-3.68,59.95,0.81,20.78,0.28,2026-06-24T15:01:15+08:00,2026-06-24T15:02:07+08:00
000029,深深房Ａ,26.15,-9.98,0.61,流出,-3044.33,-21.37,-3659.41,-25.69,615.08,4.32,1546.75,10.86,1497.58,10.51,2026-06-24T15:02:00+08:00,2026-06-24T15:02:07+08:00
000030,富奥股份,4.2,-2.33,0.53,流出,-54.8,-1.46,-58.23,-1.56,3.42,0.09,191.15,5.11,-136.35,-3.64,2026-06-24T15:01:57+08:00,2026-06-24T15:02:07+08:00
000031,大悦城,2.24,-5.08,1.09,流入,364.74,3.45,-266.45,-2.52,631.19,5.97,454.53,4.3,-819.27,-7.75,2026-06-24T15:02:03+08:00,2026-06-24T15:02:07+08:00
000032,深桑达Ａ,25.34,9.98,9.17,流入,33128.72,12.78,39600.11,15.28,-6471.39,-2.5,-14098.28,-5.44,-19030.44,-7.34,2026-06-24T15:02:00+08:00,2026-06-24T15:02:07+08:00
000034,神州数码,25.4,1.03,3.55,流入,2014.04,2.67,1177.26,1.56,836.78,1.11,915.83,1.22,-2929.87,-3.89,2026-06-24T15:02:03+08:00,2026-06-24T15:02:07+08:00
000035,中国天楹,5.02,-0.79,1.35,流出,-1230.86,-7.89,-1113.48,-7.13,-117.38,-0.75,629.7,4.03,601.16,3.85,2026-06-24T15:01:09+08:00,2026-06-24T15:02:07+08:00
000036,华联控股,4.96,0.0,1.76,流入,939.15,7.7,271.09,2.22,668.06,5.48,-196.76,-1.61,-742.39,-6.09,2026-06-24T15:01:18+08:00,2026-06-24T15:02:07+08:00
000037,深南电A,9.56,-3.73,7.67,流出,-1736.33,-7.03,-129.65,-0.52,-1606.69,-6.5,-868.54,-3.51,2604.87,10.54,2026-06-24T15:02:06+08:00,2026-06-24T15:02:07+08:00
000039,中集集团,8.77,2.81,2.63,流入,3743.58,7.06,3847.89,7.25,-104.31,-0.2,-6364.97,-12.0,2621.39,4.94,2026-06-24T15:01:21+08:00,2026-06-24T15:02:07+08:00
000042,中洲控股,9.85,-0.51,1.81,流入,318.42,2.63,-213.44,-1.76,531.86,4.4,343.43,2.84,-661.85,-5.47,2026-06-24T15:02:06+08:00,2026-06-24T15:02:07+08:00
000045,深纺织Ａ,10.36,-2.91,1.69,流出,-212.99,-2.66,-140.0,-1.75,-72.99,-0.91,42.56,0.53,170.42,2.13,2026-06-24T15:01:24+08:00,2026-06-24T15:02:07+08:00
000048,京基智农,20.28,-1.84,5.31,流入,716.74,1.24,-471.97,-0.81,1188.71,2.05,-2772.9,-4.78,2056.17,3.54,2026-06-24T15:01:09+08:00,2026-06-24T15:02:07+08:00
000049,德赛电池,24.13,1.73,2.01,流入,584.57,3.16,-81.11,-0.44,665.68,3.6,105.55,0.57,-690.13,-3.74,2026-06-24T15:01:12+08:00,2026-06-24T15:02:07+08:00
000050,深天马Ａ,10.72,7.31,7.52,流入,12653.67,6.69,17245.74,9.11,-4592.07,-2.43,-7755.12,-4.1,-4898.55,-2.59,2026-06-24T15:01:09+08:00,2026-06-24T15:02:07+08:00
000055,方大集团,3.48,-3.6,3.3,流入,167.13,2.16,-186.52,-2.41,353.65,4.57,-215.46,-2.78,48.33,0.62,2026-06-24T15:02:06+08:00,2026-06-24T15:02:07+08:00
000056,*ST皇庭,1.88,2.17,7.5,流入,24.87,0.19,-1139.59,-8.85,1164.46,9.05,99.47,0.77,-124.34,-0.97,2026-06-24T15:01:12+08:00,2026-06-24T15:02:07+08:00
000058,深 赛 格,6.31,-4.97,0.92,流出,-319.53,-5.52,-193.5,-3.34,-126.03,-2.18,147.03,2.54,172.5,2.98,2026-06-24T15:01:09+08:00,2026-06-24T15:02:07+08:00
000059,华锦股份,3.99,-1.48,1.27,流入,3.23,0.04,202.47,2.48,-199.24,-2.44,-97.59,-1.2,94.37,1.16,2026-06-24T15:01:12+08:00,2026-06-24T15:02:07+08:00
000060,中金岭南,8.17,3.03,7.92,流入,4675.0,1.67,-2780.55,-0.99,7455.54,2.66,-6073.78,-2.16,1398.78,0.5,2026-06-24T15:01:27+08:00,2026-06-24T15:02:07+08:00
000061,农 产 品,5.65,-3.25,1.03,流出,-1215.18,-11.44,-646.83,-6.09,-568.34,-5.35,94.17,0.89,1121.01,10.55,2026-06-24T15:01:12+08:00,2026-06-24T15:02:07+08:00
000062,深圳华强,32.88,5.18,6.63,流入,16508.44,7.5,8863.0,4.03,7645.44,3.47,-6672.7,-3.03,-9835.74,-4.47,2026-06-24T15:01:30+08:00,2026-06-24T15:02:07+08:00
000063,中兴通讯,37.42,-1.55,4.04,流出,-72449.51,-11.88,-58102.31,-9.53,-14347.2,-2.35,14850.83,2.43,57598.68,9.44,2026-06-24T15:01:15+08:00,2026-06-24T15:02:07+08:00
000065,北方国际,12.29,3.19,2.79,流入,1596.79,4.79,354.09,1.06,1242.7,3.73,1309.0,3.93,-2905.79,-8.72,2026-06-24T15:01:15+08:00,2026-06-24T15:02:07+08:00
