代码,名称,0427,0428,0429,0430,0506,0507,0508,0511,0512,0513,0514,0515,0518,0519,0520,0521,0522,0525,0526,0527
000036,华联控股,1217.19,-1648.82,1519.29,-945.24,68.74,-641.25,18331.95,6692.59,1613.35,-1979.23,-1070.6,2037.44,-312.8,-380.76,455.88,-2032.47,250.08,-564.25,-200.45,-1073.23
000037,深南电A,3456.49,-589.99,2359.91,-1197.83,3072.84,1167.0,921.8,1624.28,4105.58,-590.44,-1100.01,1305.43,668.1,408.13,-2513.64,597.14,245.04,152.27,-406.48,4305.45
000039,中集集团,4185.16,5374.6,23884.64,5405.14,35305.92,4397.15,-7065.06,-110.84,-2087.61,4010.27,3880.28,355.31,-3658.54,-6855.18,4688.03,8276.44,2046.27,400.51,3202.29,5039.45
000042,中洲控股,0.0,-192.53,169.03,10181.53,3216.2,1664.61,1742.92,-1265.44,702.91,255.23,-334.32,49.38,-103.52,0.0,-249.83,96.41,-133.8,113.89,-214.21,106.82
000045,深纺织Ａ,-284.23,-142.19,240.57,939.85,206.87,-14.19,1301.8,-497.02,119.1,-39.8,286.7,254.24,-33.49,1198.82,447.94,78.23,591.05,595.46,113.65,-118.13
000048,京基智农,912.42,871.45,1746.73,249.71,-725.21,2591.98,1616.11,1847.47,-237.36,-1496.35,728.36,5.12,92.83,1490.75,264.59,4.14,190.87,-103.26,155.57,-285.54
000049,德赛电池,-1478.52,-348.83,13243.88,-4459.28,-738.08,-3381.59,-863.33,1796.59,-1715.64,1203.49,-308.24,168.69,-100.31,-2714.89,3126.16,-708.42,2061.52,-1276.85,-62.77,1357.46
000050,深天马Ａ,895.05,-522.67,917.14,-4957.57,-1518.99,2685.86,1379.04,444.21,-1980.97,3129.67,-762.26,-2502.03,53.03,311.07,-220.58,13922.19,3151.5,4113.1,6035.27,3292.08
000055,方大集团,-343.63,1100.84,-146.85,104.62,-283.06,345.64,138.79,-11.5,0.0,0.0,-75.75,132.46,108.36,-15.81,0.0,-337.27,-121.94,158.63,-1518.67,0.0
000056,*ST皇庭,-8610.81,-8005.18,-4372.2,-4440.77,1200.36,-3088.78,731.79,794.69,-1100.19,-484.05,-1567.56,-1155.85,-1062.26,-5469.05,-1883.14,69.0,176.58,891.68,5629.06,-225.52
000058,深 赛 格,286.06,102.12,13.12,221.81,10.04,-616.71,-169.36,1737.24,1.32,-115.06,-503.49,-292.69,-492.68,0.0,-494.06,134.23,0.0,144.12,1442.73,129.56
000059,华锦股份,23.03,-89.65,-804.84,-65.6,-1885.69,-4946.63,509.41,30.45,-1225.03,-454.65,730.37,-1200.84,860.98,-717.74,-170.27,470.23,-76.74,-288.03,642.78,-1118.29
000060,中金岭南,7677.99,-7421.66,10048.13,2713.97,75051.67,78239.15,12280.96,119971.44,-6490.91,1979.84,22582.71,-29089.19,-10215.82,-5644.84,-2557.38,-18462.1,54635.67,13053.53,713.2,-16591.25
000061,农 产 品,-109.82,130.5,263.84,-613.35,1427.56,-3264.25,1242.83,-444.25,-1195.05,1609.62,-836.43,315.64,-743.42,579.51,227.6,-209.53,346.56,132.93,549.8,-814.34
000062,深圳华强,136015.05,-40365.53,-5709.85,2678.32,-36723.43,14072.51,-40602.67,88684.25,-58213.62,-39768.0,-31794.2,455.33,9905.63,-276.03,17223.04,-16824.44,15721.24,26622.55,-43692.44,-22374.65
000063,中兴通讯,69430.61,-82775.44,18686.31,23377.73,133965.18,58314.1,4522.33,34642.13,-35594.04,61172.97,-69976.46,-40810.07,73812.98,5517.42,-26212.21,-77247.56,39973.55,31410.44,-34774.84,-27873.74
000065,北方国际,-4492.52,-1908.59,3813.32,3958.11,7209.02,10475.48,-4378.76,-1079.28,-844.98,2202.24,-2505.26,-355.17,62.6,-1733.42,3575.16,-711.01,-185.2,5766.15,-2329.96,2305.31
000066,中国长城,10919.86,111998.39,57558.5,221864.52,16501.32,180060.47,-37825.04,-101860.91,284369.38,42944.91,-366866.12,-82086.25,-6534.99,-21989.46,4603.6,-82077.17,12268.02,-15698.24,-41474.48,13654.94
000068,华控赛格,623.4,-1105.29,586.16,240.49,-178.29,-123.08,152.59,-1589.66,1567.24,1432.39,-287.94,373.63,528.56,-17.84,-980.32,-79.76,-422.0,-109.26,-435.34,14.02
000069,华侨城Ａ,796.95,239.4,5246.39,2034.67,1650.49,-1624.38,1871.4,3610.57,270.12,-2968.19,-5300.87,-1104.3,-277.8,1703.04,-1890.05,-1652.68,731.84,1303.12,13.49,-5.36
000070,特发信息,5501.23,-2372.45,10090.08,-10232.83,4239.7,49164.54,-10631.56,-30210.34,-2864.37,-10170.56,-16324.57,-24036.99,13915.28,-17128.19,66851.09,-41049.76,11194.93,-2099.95,-9687.83,5428.33
000078,ST海王,430.39,4041.54,335.18,0.0,0.0,-101.91,-115.1,-141.1,-178.84,-177.58,-147.39,0.0,0.0,0.0,-21319.0,-8257.24,-4818.54,-464.07,-358.96,-1370.99
000088,盐 田 港,-342.67,596.39,208.31,-855.33,313.57,1775.23,588.69,237.37,739.35,1410.77,1255.33,-4961.39,-191.4,1645.42,-2455.58,232.4,146.0,441.62,-25.14,-1487.91
000089,深圳机场,1513.53,-318.65,-962.7,2786.89,-772.62,-428.2,427.53,-93.46,-489.42,-1251.6,99.19,-2607.32,-511.37,221.89,-218.33,1005.1,3.24,1120.99,-242.07,-546.54
000090,天健集团,49.06,-709.55,-134.39,135.94,802.13,-392.42,195.04,416.67,-332.53,-532.35,-1275.77,443.37,243.17,532.53,-741.12,-943.37,210.18,-136.36,-369.97,-361.95
000096,广聚能源,732.54,998.89,-542.87,-1028.61,-160.89,-238.75,450.42,-771.62,-280.9,119.95,784.07,101.9,22.85,-156.46,-102.01,10.36,0.0,336.14,109.36,-361.11
000099,中信海直,98.27,339.96,200.38,-968.18,1444.25,-1040.34,2543.21,-1626.26,-2700.13,385.61,-1891.87,-1803.94,-15.78,63.9,-1662.45,2009.38,-706.86,2325.41,-498.26,445.12
000100,TCL科技,33817.4,-3345.23,10062.66,-50392.88,-11500.05,-6281.15,-66534.02,55064.45,-35832.62,61540.78,-22792.75,-62674.53,8163.12,40925.26,-28173.65,299529.36,-1971.98,53750.37,113044.76,-707.12
000151,中成股份,2827.16,-293.57,2699.93,207.44,322.67,383.03,167.6,-802.79,353.86,1513.55,72.54,164.74,385.02,287.36,385.44,-513.99,141.22,535.85,-345.57,1036.18
000153,丰原药业,-324.78,0.0,28.86,-32.71,269.26,-237.89,1056.33,-59.25,-399.29,499.59,68.47,-126.98,0.0,0.0,0.0,0.0,0.0,0.0,279.27,272.78
000155,川能动力,-7291.04,26093.8,22227.49,-51825.68,-7869.25,-19442.48,-16497.51,-9026.29,-3206.48,-115.27,-4765.83,2790.71,-3693.82,450.51,-4197.12,-16070.74,2859.91,945.22,1458.99,-1981.9
000156,华数传媒,-258.01,66.75,48.44,-103.19,-50.95,1668.0,-413.27,-304.75,-36.33,438.32,-540.46,-186.65,1158.72,-202.79,-301.35,-258.05,-406.52,502.56,-359.33,448.6
000157,中联重科,-1594.95,11055.02,3427.61,-8138.43,3945.76,3028.1,-25451.77,30518.42,-29931.95,5058.53,-17180.65,-2912.72,-3040.33,-1269.81,4117.38,4445.94,-2996.87,4646.86,-2986.8,-504.75
000158,常山北明,-8977.16,-6653.15,-8223.33,-1117.94,7770.0,-1744.75,1151.0,-4195.14,-2969.56,6043.75,-8678.61,-2459.43,-737.66,3660.81,-6003.57,-1783.41,1251.38,8313.67,1397.65,-5249.81
000159,国际实业,121.36,52.88,-437.48,546.01,-46.11,-220.79,1252.21,-3098.77,-323.94,574.89,10362.85,109.99,2438.44,2809.86,-514.06,-140.21,4946.68,-1407.04,-809.22,285.36
000166,申万宏源,-3654.82,12317.64,4735.89,2159.97,1658.72,-1508.63,-1542.95,1953.9,4622.53,-5862.01,-3551.56,-11554.19,-3995.51,4232.41,812.51,1614.83,-5759.92,3292.9,5545.43,-4569.86
000301,东方盛虹,1740.85,2146.22,1664.44,1759.96,3823.68,-4325.91,78.53,1593.98,-993.91,-1184.89,3397.24,-3492.44,-53.5,-208.13,-56.39,-959.35,-263.6,-802.5,-314.68,-127.13
000333,美的集团,-718.85,34894.71,15163.23,-11694.56,-19133.94,-24339.63,2213.69,7819.71,-14781.71,-11298.51,28309.74,-8232.11,-16596.08,-17789.15,17775.57,-14581.82,-10139.34,-6334.68,3806.25,7884.07
000338,潍柴动力,-8301.09,10250.43,-3774.34,53386.79,195479.67,-8332.08,-21635.6,-10908.91,-18830.17,-8560.66,-2482.99,6195.69,-13001.83,28972.57,32045.25,-25765.44,25755.94,1137.59,-18727.81,-7117.18
000400,许继电气,-2248.1,-8427.38,4900.72,-3276.89,7040.78,-220.89,-3487.72,4493.99,-422.26,3421.94,-4561.26,-380.08,-2057.32,16028.4,-7661.56,-10359.11,783.39,5850.59,-8813.64,9749.39
000401,金隅冀东,-236.32,204.16,-878.81,-3288.0,-233.18,-517.26,-529.3,1778.4,-1345.61,-305.14,-794.53,-67.69,-620.43,122.77,0.0,-350.4,0.0,-133.05,0.0,-64.6
000402,金 融 街,-778.54,49.46,-1360.34,16899.34,27179.77,-1292.85,-4958.41,-1507.78,-808.74,-3391.59,-1830.5,-1001.95,-1817.06,1331.19,-857.64,-3163.04,1574.42,1258.33,-85.92,-1951.47
000403,派林生物,-1164.26,107.04,135.02,-1077.39,-638.75,-27.27,52.81,936.91,-1759.77,-407.63,-1546.32,-141.91,-71.68,-213.78,289.09,12300.74,2258.17,1349.5,-531.81,2110.18
000404,长虹华意,-1974.29,-1625.28,-3085.48,-427.12,2951.33,-1245.25,-500.21,-1175.12,68.73,-671.83,235.28,-3.52,-335.59,3341.3,-2709.78,20267.39,-1946.09,-3025.44,1533.82,1287.33
000407,胜利股份,-35.79,1452.44,348.49,-4143.26,850.83,-2207.65,992.44,-1268.7,-666.09,131.56,-290.19,254.65,1422.05,-273.17,3102.72,181.57,-1249.83,-1056.31,67.42,-216.09
000408,藏格矿业,-6732.77,-3399.08,16260.5,-12641.09,3322.65,-14613.92,7033.05,10273.71,25370.3,22109.26,-17417.07,-12900.75,-11422.85,-10513.76,8377.35,2439.17,8461.93,-746.97,28555.86,-10708.95
000409,云鼎科技,-165.12,-916.37,32.06,0.0,-879.67,-46.3,763.93,-831.68,-755.09,-144.07,-752.45,-118.56,-209.48,268.5,-430.49,-452.22,0.0,831.32,-2380.44,900.78
000410,沈阳机床,239.11,208.78,-429.24,1039.36,-1795.67,2796.43,2330.23,-8026.88,-1767.71,-767.05,-3730.92,3243.05,-1688.27,1799.15,-1338.56,1083.43,686.35,-249.74,-679.58,-25.95
000411,英特集团,122.08,-558.19,88.46,0.0,58.95,7.97,-162.07,2561.96,1477.52,813.32,2992.24,-283.7,-20.33,-872.84,232.88,14.31,166.85,-970.44,-395.44,-103.18
000415,渤海租赁,300.8,2649.34,2371.6,-5190.85,-6098.44,3169.05,1742.38,-2979.5,-5571.6,-7163.92,1513.27,-610.47,-1609.91,6326.02,-574.72,796.61,-306.45,5125.41,1522.45,-3540.33
000417,合百集团,1237.66,-297.56,149.11,1225.71,-86.8,2443.89,-1085.24,834.02,3200.27,2138.36,815.92,-2170.46,116.84,-832.52,-6970.46,71391.47,91822.13,-14960.58,-23483.74,-25763.98
000419,通程控股,113.6,0.0,-103.05,252.48,0.0,-316.57,0.0,0.0,-111.55,0.0,0.0,0.0,-253.43,0.0,0.0,0.0,138.29,169.01,-103.21,-413.27
000420,吉林化纤,589.04,-2368.62,2374.36,354.02,3737.88,11846.7,-5697.66,3000.06,-2737.21,-474.14,-8314.17,-2941.33,8387.58,-13546.9,880.32,-3541.7,3520.06,-2172.59,-2268.24,-4498.46
000421,南京公用,247.07,3298.53,260.96,-67.38,251.66,-311.1,320.01,-456.2,-424.89,221.92,-169.1,-312.4,-244.31,28.24,-171.59,-232.33,-111.56,-235.45,0.0,-125.76
000422,湖北宜化,-5198.78,24436.85,-477.96,-4943.49,-6902.37,-26246.72,8738.32,12656.75,-12380.71,-1030.12,-14415.49,6934.91,-5208.16,863.93,2971.04,-3824.2,903.09,-1634.28,-343.31,-852.16
000423,东阿阿胶,3522.4,3996.35,2037.81,4.85,-6225.72,1710.52,1470.39,-698.08,-998.42,-2267.16,4346.69,-1161.14,-2718.39,-934.06,-265.66,-1920.74,-559.92,-1073.6,934.01,2160.8
000425,徐工机械,716.47,23700.28,8196.48,-882.96,8173.68,4661.27,-16865.59,77256.11,463.49,-3240.31,-13728.86,-3115.96,-38495.77,-10190.7,12318.98,27800.54,-467.04,5178.21,5891.44,-5333.22
000426,兴业银锡,35010.8,-15534.01,26272.14,-21894.36,56987.82,2115.29,-1062.22,-60479.42,36589.64,-19237.77,-2734.12,-44175.02,19564.25,-15133.64,13717.68,-14791.3,27264.37,-4740.7,39168.5,-33660.68
000428,华天酒店,376.5,-390.44,234.4,-9.49,-234.73,-80.52,501.17,427.42,-377.17,687.0,169.11,-197.66,-236.88,75.9,0.0,-85.37,-674.62,13.26,-371.54,-170.68
000429,粤高速Ａ,-105.59,281.45,-152.36,-1129.84,-100.65,483.32,665.11,-223.41,867.61,551.91,262.22,0.0,0.0,-359.82,86.08,-76.29,-496.36,539.5,523.53,-386.42
000498,山东路桥,-187.93,572.27,120.34,-2634.45,-601.41,164.83,502.36,-792.87,119.0,-1470.9,81.04,-386.05,-131.69,212.13,-101.39,-195.56,137.46,-128.26,-69.2,-104.47
000501,武商集团,-132.82,139.27,198.46,-100.04,-254.83,-216.59,766.38,671.37,59.68,-756.96,74.06,-774.59,43.55,-283.35,0.0,-1075.87,153.16,111.36,1014.77,205.61
000503,国新健康,310.01,90.6,1042.38,2553.61,-68.48,783.67,1848.52,-1370.45,-953.83,255.43,2995.89,756.78,170.86,250.64,-1461.45,-204.74,612.78,-338.45,330.65,338.1
000505,京粮控股,-133.86,-256.65,447.96,727.08,-178.81,-484.4,1168.04,2600.17,-948.33,4514.71,-1172.04,-2563.88,-109.15,120.81,-106.34,-1095.8,-393.79,-143.26,-433.56,208.58
000506,招金黄金,707.73,-1985.43,234.95,2566.74,6701.55,1166.99,8692.61,4614.67,-6396.77,-1902.33,-3089.04,-2617.96,193.16,-1590.6,-1476.74,1603.74,1381.23,539.06,20971.16,6793.29
000507,珠海港,-222.69,-127.46,-53.86,-331.56,1029.44,-297.75,281.66,-98.43,32.83,1137.12,179.99,-671.33,-356.37,3326.03,-404.21,-936.7,135.3,-784.72,-645.37,-535.25
000509,华塑控股,691.3,-408.21,28.9,464.36,-594.1,4804.65,-2112.96,-1646.7,-534.64,910.64,-340.06,-516.24,488.55,-138.88,-415.93,3986.11,1699.02,17377.43,17532.38,36867.05
000510,新金路,-960.45,1004.45,8310.87,2492.21,12270.19,10217.7,976.32,-3017.31,-821.25,7556.87,-14105.2,404.87,-443.38,-3588.1,-1731.14,752.67,16323.74,44312.42,43093.05,12895.28
000513,丽珠集团,-1377.3,-569.88,-826.37,-1559.14,-1993.83,-4161.33,-7259.3,587.75,-1161.03,-2558.14,-43.61,-1690.16,-288.82,962.43,207.32,-23.95,-1098.41,60.05,-146.1,-499.37
000514,渝 开 发,77.37,0.0,728.6,1102.51,3185.15,-446.05,298.11,13.36,-14.03,182.08,-164.49,-439.39,-101.47,-61.94,-16.22,-846.49,-116.8,0.0,-107.25,-123.07
000516,国际医学,-675.72,129.84,-652.69,-2416.84,-323.66,1880.09,-641.83,-1247.07,-1627.49,31.92,-28.41,1226.86,-748.36,1392.36,-337.79,-37.7,-173.52,148.43,-607.75,-41.52
000517,荣安地产,400.09,962.74,1615.29,-206.96,1431.55,-578.94,242.96,-178.37,93.36,15.64,-730.76,-374.59,116.92,333.02,-1.24,-2065.55,439.71,-540.13,-185.51,-803.53
000519,中兵红箭,-675.29,-1311.1,920.24,890.1,317.72,-1139.26,8089.22,758.28,-2652.59,8913.36,-4551.53,-2517.41,212.38,352.13,4718.81,-803.7,25646.03,29980.43,184.81,-3841.84
000520,凤凰航运,-13.44,558.64,284.21,110.92,139.96,651.19,1600.61,-735.41,-639.51,80.23,221.91,185.79,538.41,101.14,-380.07,-1225.97,-162.82,72.0,-233.95,-602.71
000521,长虹美菱,-7.05,-178.08,-113.91,17.72,-565.36,225.75,1281.96,236.12,-247.28,-201.56,0.0,0.0,-280.94,619.4,-461.67,123.14,0.0,175.12,-310.93,-228.57
000523,红棉股份,19.36,2864.98,1192.44,418.43,-400.32,-927.64,940.22,209.81,-732.62,1452.55,-151.57,2118.35,-105.26,-138.09,67.66,-1874.4,436.81,206.99,-219.17,-575.71
