代码,名称,0413,0414,0415,0416,0417,0420,0421,0422,0423,0424,0427,0428,0429,0430,0506,0507,0508,0511,0512,0513,0514,0515,0518,0519,0520,0521,0525,0526,0527,0528,0529,0601,0602,0603,0604,0605,0608,0609,0610,0611,0612,0615,0616,0617
000065,北方国际,-5847.19,2694.8,-16949.99,-5284.42,-3603.78,316.8,9604.91,-2549.23,-5317.81,-2413.66,-2459.65,-7267.98,1611.9,1940.41,580.91,1756.29,-4171.31,-3148.23,-2888.09,287.32,-2251.48,-4520.03,-1241.32,-1673.92,1031.58,699.6,888.13,198.63,1371.39,-2841.11,767.48,-2535.42,-2474.87,1987.93,2667.96,1396.45,-2946.31,647.21,-2377.79,-1609.01,3311.36,1325.93,-5013.94,1323.86
000066,中国长城,12471.37,-2580.23,16358.08,-22673.24,6191.34,-9960.06,-26828.09,6863.7,58221.52,28982.28,-20531.49,149586.57,5270.41,231823.38,29554.35,712.61,-187679.21,-124204.17,48716.91,-66930.85,-322102.42,-76472.29,-66317.82,-32401.51,9802.22,-7841.65,-24708.78,-116950.16,-54718.03,1382.25,-46408.73,12082.76,-10575.58,6335.75,-16778.07,-48726.44,-32111.1,-1309.28,7943.94,-20553.12,-14015.39,10512.82,6326.05,-9892.7
000068,华控赛格,-31.18,-167.05,-313.29,229.24,-498.98,27.97,443.16,-102.28,-122.47,360.55,-224.55,-278.71,-185.37,47.84,319.25,-119.4,-178.45,-623.34,1364.29,-537.01,-903.58,990.18,887.4,-200.92,-521.33,190.36,-534.11,-605.39,7.35,2482.25,49.78,62.77,386.49,-671.62,-191.33,1243.37,4492.55,1485.98,-4441.87,-868.71,-1432.35,-843.77,-616.52,356.3
000069,华侨城Ａ,-55.34,1201.02,-268.49,-1536.52,122.32,382.37,-1261.63,852.27,-755.85,211.53,60.33,70.45,3070.38,-1643.39,867.4,-270.36,-17.05,929.54,-133.44,-1114.95,-3425.99,-1386.43,-1919.78,165.94,-1071.87,-221.42,-294.14,-247.4,-4233.44,-1189.43,1481.46,2567.3,-858.45,-56.51,-1347.06,-632.06,-370.88,-685.95,-671.24,-78.7,363.68,-1480.81,-342.55,99.11
000070,特发信息,17555.42,-22361.39,-38895.3,96839.31,-52111.25,6370.54,-7194.97,8254.72,-3858.83,-10396.33,-4722.82,-11493.36,-2364.28,-24804.51,-20550.95,52541.12,6173.41,-20039.68,6733.1,-19899.08,856.93,-26575.98,1453.95,-16204.5,55469.75,-39614.77,-5553.18,-14443.61,-1677.85,959.87,9760.29,-11454.27,8817.13,-1219.08,8534.06,97427.26,-21575.14,-127.49,-19915.45,-7191.38,-13935.63,58567.68,-47927.39,11816.17
000078,ST海王,-6748.61,-2515.8,12032.7,-8550.74,-6601.32,2718.82,-12358.84,-5054.23,-5660.83,-1845.74,-2342.5,445.25,-2096.52,,-72.78,-50.6,-207.56,-121.38,-155.56,-44.69,-88.8,-180.72,-34.56,-104.25,3447.93,-2147.62,1528.47,-2735.61,122.26,2497.31,108.57,375.52,698.23,-4648.51,-1799.36,3120.95,-2851.74,-1490.65,-1361.0,2114.92,-1637.97,902.6,-844.06,-252.52
000088,盐 田 港,175.68,-717.88,-497.26,-1547.32,1594.42,182.5,1328.81,-544.72,-536.64,-518.56,-209.33,1039.14,-575.08,506.29,-416.8,679.02,-1757.15,329.43,-794.59,-695.39,132.11,-1963.61,-305.04,474.43,-1868.59,-95.98,192.13,70.75,-999.36,-1412.79,121.17,230.82,-204.83,-526.38,-685.98,-877.65,-1729.56,-770.5,-187.94,-470.42,606.15,-505.8,-1040.1,99.87
000089,深圳机场,-446.43,384.77,-132.53,407.64,-38.51,248.87,-178.51,99.4,-279.34,-553.0,-6395.74,120.33,-765.91,1987.54,700.88,-681.57,-776.77,-244.59,-669.06,-874.09,-354.86,-698.13,883.82,293.92,-358.36,-613.89,-417.7,-452.8,423.48,301.46,-1150.15,-214.72,274.49,-1440.15,-16.61,465.64,-539.82,500.7,-1039.57,-607.64,-406.53,-796.75,162.01,-267.45
000090,天健集团,-811.44,401.29,-707.3,88.67,-840.72,682.1,405.51,-496.78,-1212.51,-384.07,315.93,9.63,1325.39,500.1,635.04,-0.67,837.19,1146.29,208.31,-214.61,-1085.84,-69.44,-1052.17,-456.2,-138.31,-172.61,493.53,-560.85,-187.74,4089.63,7794.16,1753.05,-1754.89,-2966.22,-685.06,-176.93,-1774.94,65.42,-356.78,-1004.49,-37.87,903.82,-1687.9,-946.74
000096,广聚能源,246.51,-755.5,-958.55,-1238.86,-944.99,-32.29,-89.1,14.88,870.95,-1337.81,-112.62,2145.17,-742.02,-497.95,4.65,77.8,-277.78,-1269.98,-647.68,-929.82,-541.31,-650.32,207.2,-264.02,-232.05,-566.61,-1449.89,-722.29,-847.67,-271.95,-493.06,558.11,-289.99,-408.07,-1269.07,-40.94,-358.1,-149.0,-456.23,506.93,-248.53,163.88,-393.12,-569.07
