代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),资金流时间,抓取时间
000001,平安银行,11.25,-0.27,53.03,流出,-4086.22,2026-05-12T15:00:00+08:00,2026-05-27T09:17:07+08:00
000002,万  科Ａ,4.1,0.24,182.48,流出,-1023.68,2026-05-12T15:00:00+08:00,2026-05-27T09:17:07+08:00
000006,深振业Ａ,10.45,10.0,603.2,流入,33148.4,2026-05-12T15:00:00+08:00,2026-05-27T09:17:07+08:00
000007,全新好,14.85,-10.0,755.56,流出,-1903.98,2026-05-12T15:00:00+08:00,2026-05-27T09:17:08+08:00
000008,神州高铁,2.76,-1.43,183.13,流出,-1773.97,2026-05-12T15:00:00+08:00,2026-05-27T09:17:08+08:00
000009,中国宝安,8.43,-1.75,121.4,流出,-4283.98,2026-05-12T15:00:00+08:00,2026-05-27T09:17:09+08:00
000010,*ST美丽,2.73,5.0,1139.09,流入,1382.41,2026-05-12T15:00:00+08:00,2026-05-27T09:17:09+08:00
000011,深物业A,8.31,2.72,295.89,流入,1504.72,2026-05-12T15:00:00+08:00,2026-05-27T09:17:09+08:00
000012,南  玻Ａ,3.9,-2.99,211.56,流出,-3354.13,2026-05-12T15:00:00+08:00,2026-05-27T09:17:31+08:00
000014,沙河股份,13.0,0.39,520.63,流入,1044.87,2026-05-12T15:00:00+08:00,2026-05-27T09:17:31+08:00
000016,*ST康佳A,3.19,2.24,383.7,流出,-345.14,2026-05-12T15:00:00+08:00,2026-05-27T09:17:32+08:00
000017,深中华A,6.18,-2.83,219.14,流入,399.89,2026-05-12T15:00:00+08:00,2026-05-27T09:17:32+08:00
000019,深粮控股,7.27,-2.81,483.82,流出,-1091.61,2026-05-12T15:00:00+08:00,2026-05-27T09:17:33+08:00
000020,深华发Ａ,14.1,-2.69,485.3,流入,35.16,2026-05-12T15:00:00+08:00,2026-05-27T09:17:33+08:00
000021,深科技,32.31,-2.0,683.13,流出,-45090.14,2026-05-12T15:00:00+08:00,2026-05-27T09:17:34+08:00
000025,特  力Ａ,16.0,-1.72,106.55,流出,-151.25,2026-05-12T15:00:00+08:00,2026-05-27T09:17:34+08:00
000026,飞亚达,20.51,1.84,581.85,流入,2333.08,2026-05-12T15:00:00+08:00,2026-05-27T09:17:35+08:00
000027,深圳能源,7.32,1.81,134.25,流入,2678.1,2026-05-12T15:00:00+08:00,2026-05-27T09:17:35+08:00
000028,国药一致,24.64,-0.48,61.87,流出,-83.93,2026-05-12T15:00:00+08:00,2026-05-27T09:17:36+08:00
000029,深深房Ａ,26.49,10.01,286.5,流入,17946.71,2026-05-12T15:00:00+08:00,2026-05-27T09:17:36+08:00
000030,富奥股份,4.95,-2.37,117.51,流出,-935.3,2026-05-12T15:00:00+08:00,2026-05-27T09:17:36+08:00
000031,大悦城,3.11,-0.32,83.5,流入,145.97,2026-05-12T15:00:00+08:00,2026-05-27T09:17:37+08:00
000032,深桑达Ａ,18.82,-1.26,189.84,流出,-1871.18,2026-05-12T15:00:00+08:00,2026-05-27T09:17:37+08:00
000034,神州数码,41.79,-1.95,640.39,流出,-12510.28,2026-05-12T15:00:00+08:00,2026-05-27T09:17:38+08:00
000035,中国天楹,6.47,-1.07,247.15,流出,-1049.68,2026-05-12T15:00:00+08:00,2026-05-27T09:17:38+08:00
000036,华联控股,6.17,-2.53,558.25,流入,1613.35,2026-05-12T15:00:00+08:00,2026-05-27T09:17:39+08:00
000037,深南电A,11.7,4.65,1812.57,流入,4105.58,2026-05-12T15:00:00+08:00,2026-05-27T09:17:39+08:00
000039,中集集团,12.84,-2.73,165.86,流出,-2087.61,2026-05-12T15:00:00+08:00,2026-05-27T09:17:39+08:00
000042,中洲控股,10.25,2.4,147.35,流入,702.91,2026-05-12T15:00:00+08:00,2026-05-27T09:17:40+08:00
000045,深纺织Ａ,12.29,0.16,230.86,流入,119.1,2026-05-12T15:00:00+08:00,2026-05-27T09:17:40+08:00
000048,京基智农,14.87,-1.91,169.46,流出,-237.36,2026-05-12T15:00:00+08:00,2026-05-27T09:17:41+08:00
000049,德赛电池,27.94,-2.51,377.1,流出,-1715.64,2026-05-12T15:00:00+08:00,2026-05-27T09:17:41+08:00
