代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),资金流时间,抓取时间
000007,全新好,11.62,-6.97,377.47,流出,-1064.83,2026-05-21T15:00:00+08:00,2026-05-28T15:43:27+08:00
000009,中国宝安,7.75,-1.65,95.91,流入,237.52,2026-05-21T15:00:00+08:00,2026-05-28T15:43:27+08:00
000006,深振业Ａ,10.46,-3.68,417.82,流出,-584.45,2026-05-21T15:00:00+08:00,2026-05-28T15:43:27+08:00
000011,深物业A,7.46,-3.12,78.22,持平,0.0,2026-05-21T15:00:00+08:00,2026-05-28T15:43:27+08:00
000001,平安银行,10.7,-0.65,57.21,流出,-11320.45,2026-05-21T15:00:00+08:00,2026-05-28T15:43:27+08:00
000010,*ST美丽,2.35,-4.86,294.99,流出,-492.09,2026-05-21T15:00:00+08:00,2026-05-28T15:43:27+08:00
000008,神州高铁,2.61,-2.25,178.55,流出,-3873.48,2026-05-21T15:00:00+08:00,2026-05-28T15:43:27+08:00
000012,南  玻Ａ,4.0,9.89,296.57,流入,6116.91,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000017,深中华A,5.6,-2.95,155.4,持平,0.0,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000014,沙河股份,11.19,-4.44,264.79,持平,0.0,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000016,*ST康佳A,3.26,0.93,248.5,流入,9.6,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000020,深华发Ａ,12.8,-3.4,512.74,流出,-3.66,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000021,深科技,36.37,-3.91,1595.24,流出,-84495.73,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000019,深粮控股,6.75,-3.16,306.07,流出,-45.74,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000025,特  力Ａ,14.62,-2.66,117.24,流出,-135.41,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000027,深圳能源,7.25,-1.89,120.57,流出,-945.03,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000028,国药一致,23.9,-0.42,40.04,持平,0.0,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000026,飞亚达,23.23,6.56,1119.18,流入,25860.27,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000029,深深房Ａ,24.67,-6.84,257.84,流出,-1859.4,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000030,富奥股份,4.69,-1.05,97.04,流入,343.88,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000031,大悦城,2.64,-4.0,103.5,流出,-353.4,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000032,深桑达Ａ,19.13,-4.35,360.14,流出,-1119.63,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000035,中国天楹,6.03,-1.47,201.78,流入,607.87,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000034,神州数码,28.01,-7.22,787.29,流出,-24649.04,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000036,华联控股,5.4,-4.93,247.14,流出,-2032.47,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000037,深南电A,9.61,-2.63,626.66,流入,597.14,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000039,中集集团,10.19,-9.98,703.09,流入,8276.44,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000042,中洲控股,10.02,-2.05,110.19,流入,96.41,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000045,深纺织Ａ,11.81,-3.2,279.18,流入,78.23,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000002,万  科Ａ,3.47,-3.61,135.57,流出,-4278.11,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000050,深天马Ａ,7.6,3.4,391.23,流入,13922.19,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
000049,德赛电池,26.42,-2.37,327.4,流出,-708.42,2026-05-21T15:00:00+08:00,2026-05-28T15:43:28+08:00
