代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),资金流时间,抓取时间
000007,全新好,12.69,-1.32,457.36,流入,581.66,2026-05-15T15:00:00+08:00,2026-05-28T15:43:27+08:00
000009,中国宝安,7.92,-1.12,100.95,流出,-745.05,2026-05-15T15:00:00+08:00,2026-05-28T15:43:27+08:00
000006,深振业Ａ,9.72,-2.21,346.68,流出,-862.22,2026-05-15T15:00:00+08:00,2026-05-28T15:43:27+08:00
000011,深物业A,7.6,-1.68,109.7,持平,0.0,2026-05-15T15:00:00+08:00,2026-05-28T15:43:27+08:00
000001,平安银行,10.99,-0.54,50.23,流出,-12562.43,2026-05-15T15:00:00+08:00,2026-05-28T15:43:27+08:00
000010,*ST美丽,2.7,3.85,695.96,流入,3977.75,2026-05-15T15:00:00+08:00,2026-05-28T15:43:27+08:00
000008,神州高铁,2.69,-1.82,189.14,流出,-1782.0,2026-05-15T15:00:00+08:00,2026-05-28T15:43:27+08:00
000012,南  玻Ａ,3.74,-2.86,134.46,流出,-1685.06,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000017,深中华A,5.93,-0.67,151.31,持平,0.0,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000014,沙河股份,12.11,-1.54,264.27,流出,-225.84,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000016,*ST康佳A,3.19,-1.54,196.05,流出,-1296.9,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000020,深华发Ａ,13.61,-2.51,389.05,流入,361.42,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000021,深科技,33.64,-2.04,1000.23,流出,-20685.46,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000019,深粮控股,7.05,-1.54,343.54,流出,-131.76,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000025,特  力Ａ,15.41,-0.96,100.79,流出,-89.28,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000027,深圳能源,7.26,-0.95,127.94,流出,-323.72,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000028,国药一致,24.14,-0.21,45.1,流入,104.73,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000026,飞亚达,20.14,-0.69,611.61,流入,2632.06,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000029,深深房Ａ,28.86,3.03,162.87,流出,-2021.8,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000030,富奥股份,4.81,-0.62,107.75,流出,-196.36,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000031,大悦城,2.86,-1.04,71.17,流出,-559.82,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000032,深桑达Ａ,18.38,0.16,183.58,流出,-323.13,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000035,中国天楹,6.19,-3.73,229.71,流出,-2692.06,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000034,神州数码,40.79,-0.27,617.12,流入,8021.87,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000036,华联控股,5.71,-1.21,312.43,流入,2037.44,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000037,深南电A,10.78,-2.27,968.85,流入,1305.43,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
000039,中集集团,12.13,-3.73,198.35,流入,355.31,2026-05-15T15:00:00+08:00,2026-05-28T15:43:28+08:00
