代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),资金流时间,抓取时间
000001,平安银行,11.0,0.0,30.03,流入,678.03,2026-04-24T15:00:00+08:00,2026-05-27T09:17:07+08:00
000002,万  科Ａ,3.75,-1.57,93.08,流出,-2519.91,2026-04-24T15:00:00+08:00,2026-05-27T09:17:07+08:00
000006,深振业Ａ,9.88,1.65,217.26,流入,2796.8,2026-04-24T15:00:00+08:00,2026-05-27T09:17:07+08:00
000007,全新好,13.85,1.24,114.79,流出,-93.6,2026-04-24T15:00:00+08:00,2026-05-27T09:17:08+08:00
000008,神州高铁,2.66,-0.37,170.35,流入,478.45,2026-04-24T15:00:00+08:00,2026-05-27T09:17:08+08:00
000009,中国宝安,8.9,0.23,89.64,流入,1023.97,2026-04-24T15:00:00+08:00,2026-05-27T09:17:09+08:00
000010,*ST美丽,3.62,-2.16,246.05,流入,126.76,2026-04-24T15:00:00+08:00,2026-05-27T09:17:09+08:00
000011,深物业A,8.44,0.36,72.9,持平,0.0,2026-04-24T15:00:00+08:00,2026-05-27T09:17:09+08:00
000012,南  玻Ａ,4.45,-0.45,68.76,流入,257.55,2026-04-24T15:00:00+08:00,2026-05-27T09:17:31+08:00
000014,沙河股份,13.12,-0.08,163.65,持平,0.0,2026-04-24T15:00:00+08:00,2026-05-27T09:17:31+08:00
000016,*ST康佳A,3.19,-0.93,192.75,流出,-1033.2,2026-04-24T15:00:00+08:00,2026-05-27T09:17:32+08:00
000017,深中华A,6.35,-0.31,158.7,流入,130.71,2026-04-24T15:00:00+08:00,2026-05-27T09:17:32+08:00
000019,深粮控股,8.0,-0.99,590.15,流出,-496.47,2026-04-24T15:00:00+08:00,2026-05-27T09:17:33+08:00
000020,深华发Ａ,15.33,-1.03,264.43,流入,92.91,2026-04-24T15:00:00+08:00,2026-05-27T09:17:33+08:00
000021,深科技,28.85,0.42,416.25,流入,2089.77,2026-04-24T15:00:00+08:00,2026-05-27T09:17:34+08:00
000025,特  力Ａ,15.63,-0.51,76.98,流入,144.17,2026-04-24T15:00:00+08:00,2026-05-27T09:17:34+08:00
000026,飞亚达,18.41,1.77,598.48,流入,3057.78,2026-04-24T15:00:00+08:00,2026-05-27T09:17:35+08:00
000027,深圳能源,6.93,-1.98,104.13,流出,-6363.92,2026-04-24T15:00:00+08:00,2026-05-27T09:17:35+08:00
000028,国药一致,24.79,-0.84,81.91,流出,-597.09,2026-04-24T15:00:00+08:00,2026-05-27T09:17:36+08:00
000029,深深房Ａ,20.17,-0.79,36.81,流入,309.94,2026-04-24T15:00:00+08:00,2026-05-27T09:17:36+08:00
000030,富奥股份,5.12,-1.73,134.15,流出,-794.91,2026-04-24T15:00:00+08:00,2026-05-27T09:17:36+08:00
000031,大悦城,2.89,0.0,50.49,流出,-172.17,2026-04-24T15:00:00+08:00,2026-05-27T09:17:37+08:00
000032,深桑达Ａ,17.92,-2.18,166.3,流出,-1823.09,2026-04-24T15:00:00+08:00,2026-05-27T09:17:37+08:00
000034,神州数码,37.53,2.29,659.35,流入,24553.43,2026-04-24T15:00:00+08:00,2026-05-27T09:17:38+08:00
000035,中国天楹,6.85,-1.44,175.96,流入,814.81,2026-04-24T15:00:00+08:00,2026-05-27T09:17:38+08:00
000036,华联控股,5.18,2.57,303.32,流入,1985.76,2026-04-24T15:00:00+08:00,2026-05-27T09:17:39+08:00
