代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),资金流时间,抓取时间
000007,全新好,17.28,1.53,541.38,流出,-259.94,2026-05-08T15:00:00+08:00,2026-05-28T15:43:27+08:00
000009,中国宝安,8.63,0.23,113.52,流入,2209.28,2026-05-08T15:00:00+08:00,2026-05-28T15:43:27+08:00
000006,深振业Ａ,9.44,0.0,181.87,流入,1553.98,2026-05-08T15:00:00+08:00,2026-05-28T15:43:27+08:00
000011,深物业A,8.05,2.29,117.42,流入,163.45,2026-05-08T15:00:00+08:00,2026-05-28T15:43:27+08:00
000001,平安银行,11.3,-0.62,40.83,流出,-557.08,2026-05-08T15:00:00+08:00,2026-05-28T15:43:27+08:00
000010,*ST美丽,2.48,-4.98,24.85,流出,-124.0,2026-05-08T15:00:00+08:00,2026-05-28T15:43:27+08:00
000008,神州高铁,2.8,2.56,402.57,流入,7042.47,2026-05-08T15:00:00+08:00,2026-05-28T15:43:27+08:00
000012,南  玻Ａ,4.03,-0.25,89.31,流入,468.7,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000017,深中华A,6.45,0.94,126.52,持平,0.0,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000014,沙河股份,13.11,1.31,272.19,流入,460.92,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000016,*ST康佳A,3.09,5.1,539.24,流入,5551.69,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000020,深华发Ａ,14.42,-9.99,431.38,流入,448.39,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000021,深科技,31.02,-1.65,568.77,流出,-16992.59,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000019,深粮控股,7.64,0.26,470.2,流入,1445.4,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000025,特  力Ａ,16.07,-0.31,117.36,流出,-316.74,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000027,深圳能源,7.09,0.0,89.95,流入,105.84,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000028,国药一致,24.51,-0.04,64.19,流出,-18.12,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000026,飞亚达,19.89,6.25,824.68,流入,3666.3,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000029,深深房Ａ,21.88,2.29,69.63,流入,1106.63,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000030,富奥股份,5.1,0.2,78.83,流入,410.17,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000031,大悦城,3.09,2.32,60.0,流入,441.04,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000032,深桑达Ａ,18.3,0.44,142.58,流入,1928.41,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000035,中国天楹,6.58,-1.64,229.74,流出,-694.91,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000034,神州数码,40.01,-3.36,615.58,流出,-23289.29,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000036,华联控股,6.07,9.96,703.03,流入,18331.95,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000037,深南电A,11.15,-1.33,992.13,流入,921.8,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000039,中集集团,12.81,-3.03,242.38,流出,-7065.06,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000042,中洲控股,10.15,5.62,214.82,流入,1742.92,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000045,深纺织Ａ,12.28,0.82,178.05,流入,1301.8,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000002,万  科Ａ,3.99,0.25,112.7,流出,-827.8,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000050,深天马Ａ,7.78,0.91,95.68,流入,1379.04,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000049,德赛电池,28.59,-0.97,372.62,流出,-863.33,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
000048,京基智农,15.05,0.74,253.25,流入,1616.11,2026-05-08T15:00:00+08:00,2026-05-28T15:43:28+08:00
