代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),资金流时间,抓取时间
000007,全新好,16.5,-4.13,714.66,流入,730.23,2026-05-11T15:00:00+08:00,2026-05-28T15:43:27+08:00
000009,中国宝安,8.58,-0.46,118.3,流出,-3824.18,2026-05-11T15:00:00+08:00,2026-05-28T15:43:27+08:00
000006,深振业Ａ,9.5,0.53,250.1,流入,2256.53,2026-05-11T15:00:00+08:00,2026-05-28T15:43:27+08:00
000011,深物业A,8.09,0.5,132.47,流入,298.12,2026-05-11T15:00:00+08:00,2026-05-28T15:43:27+08:00
000001,平安银行,11.28,-0.18,48.02,流出,-7254.93,2026-05-11T15:00:00+08:00,2026-05-28T15:43:27+08:00
000010,*ST美丽,2.6,4.84,1676.02,流出,-16141.26,2026-05-11T15:00:00+08:00,2026-05-28T15:43:27+08:00
000008,神州高铁,2.8,-0.36,239.63,流入,1327.77,2026-05-11T15:00:00+08:00,2026-05-28T15:43:27+08:00
000012,南  玻Ａ,4.02,-0.25,127.48,流出,-2900.57,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000017,深中华A,6.36,-1.09,160.8,流出,-302.66,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000014,沙河股份,12.95,-1.22,324.87,流出,-411.6,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000016,*ST康佳A,3.12,0.97,488.87,流出,-300.87,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000020,深华发Ａ,14.49,0.49,1031.07,流入,2286.2,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000021,深科技,32.97,6.29,952.33,流入,71060.2,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000019,深粮控股,7.49,-2.09,553.0,流出,-1950.52,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000025,特  力Ａ,16.28,1.43,121.5,流入,565.95,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000027,深圳能源,7.19,1.55,90.61,流出,-274.17,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000028,国药一致,24.76,0.94,105.76,流入,1205.59,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000026,飞亚达,20.14,1.21,780.86,流入,3023.96,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000029,深深房Ａ,24.08,10.0,148.59,流入,7002.34,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000030,富奥股份,5.07,-0.78,110.97,流出,-758.81,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000031,大悦城,3.12,0.97,71.17,流入,511.73,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000032,深桑达Ａ,19.06,4.21,368.45,流入,12469.55,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000035,中国天楹,6.54,-0.76,252.98,流出,-3098.18,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000034,神州数码,42.62,6.5,1294.07,流入,70029.14,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000036,华联控股,6.33,4.28,1145.43,流入,6692.59,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000037,深南电A,11.18,0.27,866.53,流入,1624.28,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000039,中集集团,13.26,3.51,261.44,流出,-110.84,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000042,中洲控股,10.01,-1.48,202.02,流出,-1265.44,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000045,深纺织Ａ,12.26,-0.08,155.96,流出,-497.02,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000002,万  科Ａ,4.09,2.25,198.66,流入,10252.62,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000050,深天马Ａ,7.84,0.9,101.53,流入,444.21,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000049,德赛电池,28.66,0.24,348.79,流入,1796.59,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000048,京基智农,15.17,0.86,255.89,流入,1847.47,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000055,方大集团,3.78,1.61,208.75,流出,-11.5,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000058,深 赛 格,8.45,2.8,246.56,流入,1737.24,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000056,*ST皇庭,1.7,0.59,730.26,流入,794.69,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000059,华锦股份,5.17,-0.58,175.24,流入,30.45,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000060,中金岭南,8.49,6.79,1378.85,流入,119971.44,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000061,农 产 品,7.41,-0.13,93.24,流出,-444.25,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000062,深圳华强,39.09,9.99,831.34,流入,88684.25,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000063,中兴通讯,39.11,1.11,405.23,流入,34642.13,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000068,华控赛格,3.24,-1.52,198.39,流出,-1589.66,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000066,中国长城,23.4,1.34,1776.02,流出,-101860.91,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000069,华侨城Ａ,2.28,0.88,119.68,流入,3610.57,2026-05-11T15:00:00+08:00,2026-05-28T15:43:28+08:00
000070,特发信息,20.9,-0.81,1513.59,流出,-30210.34,2026-05-11T15:00:00+08:00,2026-05-28T15:43:29+08:00
000078,ST海王,2.59,-5.13,9.9,流出,-141.1,2026-05-11T15:00:00+08:00,2026-05-28T15:43:29+08:00
000089,深圳机场,6.94,-0.57,58.58,流出,-93.46,2026-05-11T15:00:00+08:00,2026-05-28T15:43:29+08:00
000088,盐 田 港,4.58,-0.22,77.01,流入,237.37,2026-05-11T15:00:00+08:00,2026-05-28T15:43:29+08:00
000096,广聚能源,9.46,-0.63,111.58,流出,-771.62,2026-05-11T15:00:00+08:00,2026-05-28T15:43:29+08:00
000090,天健集团,3.59,1.41,145.5,流入,416.67,2026-05-11T15:00:00+08:00,2026-05-28T15:43:29+08:00
000099,中信海直,18.03,-1.04,150.8,流出,-1626.26,2026-05-11T15:00:00+08:00,2026-05-28T15:43:29+08:00
000100,TCL科技,4.34,2.84,477.49,流入,55064.45,2026-05-11T15:00:00+08:00,2026-05-28T15:43:29+08:00
