代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),资金流时间,抓取时间
000007,全新好,12.25,-3.47,390.91,流出,-337.07,2026-05-18T15:00:00+08:00,2026-05-28T15:43:27+08:00
000009,中国宝安,7.84,-1.01,84.34,流入,225.67,2026-05-18T15:00:00+08:00,2026-05-28T15:43:27+08:00
000006,深振业Ａ,10.69,9.98,254.84,流入,8358.98,2026-05-18T15:00:00+08:00,2026-05-28T15:43:27+08:00
000011,深物业A,7.82,2.89,109.1,流入,331.69,2026-05-18T15:00:00+08:00,2026-05-28T15:43:27+08:00
000001,平安银行,10.86,-1.18,44.13,流出,-19393.96,2026-05-18T15:00:00+08:00,2026-05-28T15:43:27+08:00
000010,*ST美丽,2.67,-1.11,456.35,流出,-334.26,2026-05-18T15:00:00+08:00,2026-05-28T15:43:27+08:00
000008,神州高铁,2.68,-0.37,148.85,流入,272.91,2026-05-18T15:00:00+08:00,2026-05-28T15:43:27+08:00
000012,南  玻Ａ,3.71,-0.54,92.16,流入,714.34,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000017,深中华A,5.88,-0.51,175.27,流出,-116.21,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000014,沙河股份,12.14,0.25,216.12,流出,-507.4,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000016,*ST康佳A,3.05,-4.39,239.42,流出,-2495.74,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000020,深华发Ａ,13.49,-0.66,246.25,流入,103.26,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000021,深科技,37.03,10.01,600.58,流入,116704.61,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000019,深粮控股,7.05,0.0,270.13,流入,1019.35,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000025,特  力Ａ,15.29,-0.78,89.7,流出,-63.26,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000027,深圳能源,7.42,2.2,121.91,流入,4032.28,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000028,国药一致,23.88,-1.08,55.22,流出,-429.27,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000026,飞亚达,20.2,-0.1,371.75,流出,-791.51,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000029,深深房Ａ,29.83,3.18,148.62,流入,749.78,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000030,富奥股份,4.75,-1.25,106.64,流出,-367.81,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000031,大悦城,2.78,-2.8,68.88,流出,-152.82,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000032,深桑达Ａ,18.9,2.77,272.97,流入,9509.38,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000035,中国天楹,6.2,0.16,135.71,流出,-249.55,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000034,神州数码,41.57,2.09,627.74,流入,20891.39,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000036,华联控股,5.62,-1.58,287.36,流出,-312.8,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000037,深南电A,10.68,-0.74,580.86,流入,668.1,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000039,中集集团,11.52,-5.03,294.11,流出,-3658.54,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000042,中洲控股,10.27,1.58,88.95,流出,-103.52,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000045,深纺织Ａ,12.05,0.0,174.57,流出,-33.49,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000002,万  科Ａ,3.68,-2.65,156.78,流出,-4630.49,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000050,深天马Ａ,7.41,-0.8,100.78,流入,53.03,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000049,德赛电池,27.12,0.33,230.42,流出,-100.31,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000048,京基智农,13.95,-2.72,147.74,流入,92.83,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000055,方大集团,3.74,3.89,312.52,流入,108.36,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000058,深 赛 格,7.92,-0.13,72.98,流出,-492.68,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000056,*ST皇庭,1.43,-5.3,206.15,流出,-1062.26,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
000059,华锦股份,4.97,-0.6,197.82,流入,860.98,2026-05-18T15:00:00+08:00,2026-05-28T15:43:28+08:00
