代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),资金流时间,抓取时间
000007,全新好,13.53,-8.89,1058.32,流出,-1125.72,2026-05-13T15:00:00+08:00,2026-05-28T15:43:27+08:00
000009,中国宝安,8.31,-1.42,119.16,流出,-3870.67,2026-05-13T15:00:00+08:00,2026-05-28T15:43:27+08:00
000006,深振业Ａ,10.37,-0.77,928.86,流入,5950.71,2026-05-13T15:00:00+08:00,2026-05-28T15:43:27+08:00
000011,深物业A,8.04,-3.25,199.5,流出,-377.58,2026-05-13T15:00:00+08:00,2026-05-28T15:43:27+08:00
000001,平安银行,11.15,-0.89,52.07,流出,-21544.52,2026-05-13T15:00:00+08:00,2026-05-28T15:43:27+08:00
000010,*ST美丽,2.72,-0.37,800.04,流出,-760.25,2026-05-13T15:00:00+08:00,2026-05-28T15:43:27+08:00
000008,神州高铁,2.79,1.09,214.14,流入,409.93,2026-05-13T15:00:00+08:00,2026-05-28T15:43:27+08:00
000012,南  玻Ａ,3.82,-2.05,165.84,流出,-825.29,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000017,深中华A,6.16,-0.32,171.89,流出,-144.33,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000014,沙河股份,12.72,-2.15,407.93,流出,-1922.91,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000016,*ST康佳A,3.22,0.94,262.78,流入,1124.39,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000020,深华发Ａ,13.76,-2.41,432.13,流出,-102.83,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000021,深科技,34.6,7.09,1045.14,流入,82839.22,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000019,深粮控股,7.3,0.41,338.42,流出,-26.72,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000025,特  力Ａ,15.83,-1.06,151.18,流出,-127.24,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000027,深圳能源,7.54,3.01,179.83,流出,-597.15,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000028,国药一致,24.54,-0.41,60.75,流出,-282.12,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000026,飞亚达,20.19,-1.56,553.75,流出,-1291.19,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000029,深深房Ａ,26.65,0.6,289.23,流入,3830.58,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000030,富奥股份,4.95,0.0,100.19,流出,-54.51,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000031,大悦城,3.0,-3.54,71.87,流出,-807.91,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000032,深桑达Ａ,19.26,2.34,261.96,流入,13315.86,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000035,中国天楹,6.7,3.55,313.44,流入,8049.77,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000034,神州数码,42.82,2.46,647.95,流入,9971.91,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000036,华联控股,6.08,-1.46,351.09,流出,-1979.23,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000037,深南电A,11.61,-0.77,1875.17,流出,-590.44,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000039,中集集团,13.03,1.48,193.35,流入,4010.27,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
000042,中洲控股,10.19,-0.59,133.6,流入,255.23,2026-05-13T15:00:00+08:00,2026-05-28T15:43:28+08:00
