代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),资金流时间,抓取时间
000028,国药一致,22.99,-1.67,54.26,流入,149.16,2026-05-28T16:15:11+08:00,2026-05-28T16:15:11+08:00
000029,深深房Ａ,25.14,-1.33,90.53,流出,-1694.46,2026-05-28T16:15:11+08:00,2026-05-28T16:15:11+08:00
000031,大悦城,2.54,1.6,72.13,流入,979.6,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000034,神州数码,26.27,1.51,459.02,流入,956.56,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000036,华联控股,5.3,0.76,207.13,流入,1107.72,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000035,中国天楹,6.09,0.83,143.48,流入,1731.54,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000037,深南电A,10.45,1.65,967.13,流出,-116.07,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000030,富奥股份,4.59,-0.43,69.22,流出,-156.22,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000039,中集集团,11.15,7.83,397.05,流入,830.96,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000032,深桑达Ａ,17.63,1.03,252.45,流入,124.99,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000042,中洲控股,9.94,0.81,74.12,流入,52.53,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000049,德赛电池,26.3,0.65,179.2,流出,-602.94,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000045,深纺织Ａ,11.91,1.79,145.31,流入,136.36,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000048,京基智农,12.66,-1.48,130.56,流出,-379.76,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000050,深天马Ａ,8.18,-0.49,186.05,流出,-569.81,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000055,方大集团,3.46,1.47,167.68,流入,168.03,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000058,深 赛 格,7.22,1.12,67.31,持平,0.0,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000056,*ST皇庭,1.53,4.79,302.69,流入,173.72,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000059,华锦股份,4.49,-0.66,109.37,流出,-326.86,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000060,中金岭南,7.78,3.05,547.02,流入,983.71,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000061,农 产 品,6.34,-1.55,61.0,流出,-300.25,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000062,深圳华强,31.29,-1.97,356.05,流出,-2.25,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000063,中兴通讯,38.3,9.99,552.98,流入,314075.74,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000066,中国长城,18.71,1.91,540.37,流入,17318.37,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000065,北方国际,12.04,-3.68,235.33,流出,-1250.33,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000068,华控赛格,3.23,9.86,213.21,流入,1288.27,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000069,华侨城Ａ,1.89,1.07,64.06,流入,1160.51,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000070,特发信息,17.84,3.66,690.1,流入,5714.47,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000078,ST海王,1.6,5.26,499.72,流入,4103.43,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000088,盐 田 港,4.42,-0.9,93.33,流出,-2071.15,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000096,广聚能源,8.23,0.61,102.37,流入,103.44,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000090,天健集团,3.5,10.06,161.54,流入,2229.69,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000089,深圳机场,6.68,-1.18,40.06,流出,-332.29,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000099,中信海直,15.96,-1.18,126.49,流入,496.71,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000100,TCL科技,4.59,-1.92,512.29,流出,-52901.59,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000151,中成股份,12.1,3.6,482.93,流入,1285.57,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000153,丰原药业,5.69,-0.18,145.65,流出,-204.81,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000155,川能动力,14.03,0.43,201.53,流入,1189.77,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000158,常山北明,15.84,-0.06,156.45,流入,1183.17,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000156,华数传媒,6.93,-2.26,81.37,流出,-180.82,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000157,中联重科,7.21,-0.55,77.66,流出,-3621.02,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000159,国际实业,6.67,0.76,378.03,流出,-254.37,2026-05-28T16:15:12+08:00,2026-05-28T16:15:12+08:00
000166,申万宏源,4.36,-2.02,43.13,流出,-5170.41,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000301,东方盛虹,12.2,-0.33,27.31,流出,-79.09,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000333,美的集团,78.95,-1.35,35.28,流出,-24376.27,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000338,潍柴动力,35.31,2.35,191.66,流入,20369.04,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000401,金隅冀东,3.95,-0.5,29.05,流入,136.81,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000403,派林生物,12.62,2.19,255.43,流入,2904.15,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000402,金 融 街,2.93,1.74,153.12,流入,1461.2,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000400,许继电气,26.7,1.21,247.48,流入,1151.12,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000404,长虹华意,8.69,-1.47,380.59,流出,-1068.97,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000407,胜利股份,4.22,0.96,204.42,流出,-245.24,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000409,云鼎科技,10.05,0.9,286.22,流入,1800.2,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000408,藏格矿业,77.68,-3.85,101.34,流出,-3148.59,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000410,沈阳机床,5.38,-1.1,127.4,流入,474.93,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000411,英特集团,11.54,-4.39,499.58,流出,-1594.36,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000415,渤海租赁,4.17,-1.18,115.07,流出,-1381.46,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000419,通程控股,5.1,-0.39,118.22,持平,0.0,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000417,合百集团,7.61,-9.3,1803.3,流出,-4014.51,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000420,吉林化纤,4.6,3.6,346.84,流入,5256.03,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000421,南京公用,5.78,-0.34,99.78,持平,0.0,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000422,湖北宜化,14.22,1.07,189.4,流入,1451.9,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000423,东阿阿胶,48.86,-0.75,93.77,流出,-854.05,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000425,徐工机械,9.22,-1.5,129.0,流入,2207.4,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000426,兴业银锡,39.59,-3.77,383.22,流出,-8978.55,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000429,粤高速Ａ,13.72,0.51,50.58,流出,-282.42,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000428,华天酒店,3.62,0.28,109.63,流入,366.41,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000498,山东路桥,5.17,-0.19,34.33,流入,114.6,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000505,京粮控股,5.85,-0.17,104.22,流出,-127.38,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000501,武商集团,7.51,-2.85,98.13,流入,13.47,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000503,国新健康,7.18,4.97,224.98,流入,856.95,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000506,招金黄金,14.37,-3.43,378.23,流入,29.35,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000509,华塑控股,5.73,9.98,573.47,流入,6085.6,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000507,珠海港,5.07,1.4,88.77,流入,263.8,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000510,新金路,17.78,-1.22,1175.48,流入,8260.54,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000513,丽珠集团,30.0,-1.9,76.28,流出,-1127.1,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000514,渝 开 发,4.39,1.86,99.83,流入,131.69,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000516,国际医学,4.29,0.47,84.82,流入,133.86,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000517,荣安地产,1.87,2.75,111.95,流入,668.94,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000519,中兵红箭,19.52,7.49,863.66,流入,49522.15,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000520,凤凰航运,3.68,0.55,122.34,流出,-247.93,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000521,长虹美菱,5.59,3.14,149.11,流入,294.45,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000523,红棉股份,3.16,1.61,141.58,流入,924.49,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000524,岭南控股,9.28,-0.64,117.15,持平,0.0,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000525,红太阳,4.99,5.27,324.74,流入,2310.42,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000528,柳    工,8.93,-1.11,121.98,流出,-1631.77,2026-05-28T16:15:13+08:00,2026-05-28T16:15:13+08:00
000529,广弘控股,5.08,-0.2,75.54,持平,0.0,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000530,冰山冷热,6.13,10.05,615.38,流入,9199.96,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000532,华金资本,13.26,3.19,664.61,流入,2298.5,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000531,穗恒运Ａ,7.9,5.9,779.6,流入,4735.47,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000534,万泽股份,36.0,8.43,756.98,流入,30928.58,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000533,顺钠股份,12.03,3.26,510.4,流入,3408.53,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000536,华映科技,4.26,-3.84,481.05,流入,554.52,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000537,绿发电力,10.7,5.94,388.33,流入,8132.84,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000538,云南白药,48.82,-1.83,57.38,流入,262.25,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000541,佛山照明,4.95,0.81,68.97,流入,182.01,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000543,皖能电力,9.32,2.31,531.75,流入,4553.22,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000539,粤电力Ａ,8.07,9.95,585.21,流入,55693.84,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000544,中原环保,7.83,-0.13,34.39,持平,0.0,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000545,金浦钛业,2.56,2.81,341.25,流入,476.16,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000546,金圆股份,5.7,1.42,359.03,流出,-10.07,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000547,航天发展,21.79,2.78,560.51,流入,11378.04,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000548,湖南投资,4.91,-0.2,176.0,流入,100.1,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000551,创元科技,16.32,0.93,274.66,流出,-418.88,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000552,甘肃能化,2.66,1.53,181.9,流入,2585.04,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000553,安道麦A,6.33,0.64,38.89,流入,34.99,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000550,江铃汽车,16.48,-1.38,90.96,流出,-357.35,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000554,泰山石油,6.82,1.64,361.25,流入,238.11,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000555,神州信息,13.18,0.38,256.82,流出,-1468.57,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000557,西部创业,4.15,-1.43,44.9,流出,-806.25,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000558,天府文旅,3.78,2.16,251.79,流入,1962.51,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000560,我爱我家,2.75,0.36,222.88,流入,901.56,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000561,烽火电子,8.46,1.81,127.2,流入,209.41,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000563,陕国投Ａ,2.94,-1.67,69.52,流入,974.31,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000559,万向钱潮,15.32,-2.79,226.04,流出,-3815.98,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000565,渝三峡Ａ,7.03,0.57,250.46,流入,240.49,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000564,供销大集,1.7,-2.3,245.92,流出,-6773.75,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000566,海南海药,4.1,0.74,191.03,流入,1977.92,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000567,海德股份,6.08,0.5,109.22,流出,-354.9,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000571,新大洲A,5.42,-3.21,192.95,流出,-559.22,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000573,粤宏远Ａ,4.66,3.33,510.54,流入,1080.11,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000576,甘化科工,7.74,0.91,181.11,流入,101.8,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000570,苏常柴Ａ,5.66,1.62,261.38,流入,277.49,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000572,海马汽车,4.6,0.44,240.99,流入,1432.13,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000526,学大教育,30.63,-3.56,201.25,流出,-543.12,2026-05-28T16:15:14+08:00,2026-05-28T16:15:14+08:00
000581,威孚高科,19.21,-1.39,169.46,流入,0.97,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000582,北部湾港,13.35,-0.74,326.61,流入,528.52,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000586,汇源通信,17.38,1.82,537.77,流入,213.02,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000589,贵州轮胎,4.71,0.86,159.51,流入,500.72,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000591,太阳能,5.99,-0.33,497.63,流入,1802.46,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000590,古汉医药,10.15,0.79,160.11,流入,254.51,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000592,平潭发展,8.88,1.49,619.48,流入,8617.13,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000597,东北制药,4.6,0.0,55.06,流出,-268.23,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000598,兴蓉环境,6.88,0.15,88.99,流入,617.52,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000593,德龙汇能,21.21,-2.62,509.08,流出,-1039.62,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000599,青岛双星,5.2,0.78,153.38,流出,-152.27,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000600,建投能源,12.1,10.0,1205.22,流入,53516.12,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000601,韶能股份,8.03,-0.12,2288.45,流出,-15885.85,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000603,盛达资源,32.01,-0.71,294.15,流入,1913.87,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000610,*ST西旅,7.4,2.49,146.04,流出,-271.63,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000607,华媒控股,3.66,1.39,171.89,流入,259.16,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000612,焦作万方,11.82,-2.31,351.81,流出,-2962.08,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000617,中油资本,7.78,0.52,60.3,流入,1917.37,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000623,吉林敖东,17.01,-1.68,86.42,流出,-1798.04,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000620,盈新发展,2.84,0.71,434.88,流入,3033.66,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000619,海螺新材,5.62,1.81,163.17,持平,0.0,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000626,远大控股,7.56,0.93,151.58,持平,0.0,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000629,钒钛股份,3.56,-0.28,100.42,流出,-571.93,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000625,长安汽车,7.88,-2.72,150.18,流出,-2086.16,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000632,ST三木,3.93,5.08,255.15,流入,1162.91,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000631,顺发恒能,3.51,2.33,196.92,流入,632.0,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000630,铜陵有色,6.75,4.49,459.23,流入,41976.37,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000628,高新发展,60.58,10.01,1390.07,流入,66163.83,2026-05-28T16:15:15+08:00,2026-05-28T16:15:15+08:00
000635,英 力 特,7.13,1.42,125.61,持平,0.0,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000633,合金投资,5.8,0.35,234.45,流入,368.55,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000651,格力电器,37.88,-1.89,68.26,流出,-24697.29,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000636,风华高科,48.64,10.0,1323.09,流入,253204.45,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000650,仁和药业,5.26,-1.31,107.95,流出,-1824.64,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000637,茂化实华,4.35,1.16,255.26,流入,128.4,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000639,ST西王,1.64,3.14,448.29,流入,131.48,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000605,渤海股份,6.3,0.16,170.01,持平,0.0,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000655,金岭矿业,7.33,1.1,100.79,流入,74.15,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000652,泰达股份,3.73,0.54,83.96,流入,6.25,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000659,珠海中富,4.05,-1.94,171.26,流出,-1020.2,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000663,永安林业,6.14,0.66,219.82,持平,0.0,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000665,湖北广电,4.58,5.77,295.88,流入,2218.5,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000657,中钨高新,68.97,6.39,750.12,流入,59757.84,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000661,长春高新,73.0,-3.71,162.21,流出,-3813.77,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000670,盈方微,9.67,5.57,1443.33,流入,2993.33,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000672,上峰水泥,17.96,-4.72,299.66,流出,-1490.4,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000677,ST海龙,2.04,5.15,794.71,流入,4166.72,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000676,智度股份,5.83,0.0,292.54,流入,1301.52,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000678,襄阳轴承,11.85,0.77,256.02,流出,-103.62,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000679,大连友谊,6.41,-0.16,129.97,持平,0.0,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000681,视觉中国,19.75,0.25,355.79,流入,1921.82,2026-05-28T16:15:16+08:00,2026-05-28T16:15:16+08:00
000680,山推股份,10.85,-2.34,168.78,流出,-2911.25,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000683,博源化工,7.22,-1.9,128.83,流入,1370.03,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000685,中山公用,11.42,-3.47,258.22,流出,-1455.55,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000682,东方电子,14.8,-0.54,366.15,流出,-5892.74,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000686,东北证券,7.91,-0.13,115.78,流出,-413.05,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000690,宝新能源,5.82,1.22,939.74,流出,-142.99,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000688,国城矿业,41.2,-3.42,244.1,流入,578.3,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000692,惠天热电,5.2,9.94,699.35,流入,5982.22,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000695,滨海能源,15.36,-3.15,886.55,流出,-85.98,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000700,模塑科技,14.6,-3.95,849.63,流出,-4648.15,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000703,恒逸石化,13.07,-0.53,81.01,流入,1813.75,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000702,正虹科技,6.24,-1.89,307.37,流入,75.84,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000701,厦门信达,6.0,4.35,304.13,流入,942.81,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000705,浙江震元,7.0,0.57,205.81,持平,0.0,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000708,中信特钢,14.03,-1.41,29.58,流出,-1965.73,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000707,双环科技,4.89,-0.61,163.72,流入,32.98,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000709,河钢股份,2.22,0.91,59.14,流入,114.52,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000710,贝瑞基因,8.86,1.03,202.94,持平,0.0,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000712,锦龙股份,11.01,-0.09,375.36,流出,-810.82,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000713,国投丰乐,5.88,-0.84,74.21,持平,0.0,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000715,中兴商业,5.09,-0.97,140.13,流入,219.4,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000716,黑芝麻,5.61,-4.1,614.73,流出,-1031.01,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000718,苏宁环球,1.98,2.06,97.13,流入,1001.98,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000717,中南股份,2.21,1.38,63.27,流入,872.82,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000720,新能泰山,5.07,9.98,368.8,流入,10234.93,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
000719,中原传媒,12.96,-0.31,73.7,流出,-156.37,2026-05-28T16:15:17+08:00,2026-05-28T16:15:17+08:00
